N	2gram	Potebnia_M_3	FransuaR
1	и в	30	49
2	то есть	34	32
3	прежде всего	3	19
4	в его	4	18
5	и на	3	17
6	не только	21	17
7	и его	4	17
8	в этом	10	15
9	и не	15	15
10	в них	5	13
11	только в	21	13
12	но и	19	13
13	во время	2	12
14	как и	10	11
15	и т.п	1	11
16	как бы	3	11
17	в этой	2	10
18	вовсе не	7	10
19	в нем	9	9
20	для него	9	9
21	все это	4	9
22	в сущности	1	8
23	отношение к	2	8
24	то же	23	7
25	все же	2	7
26	все эти	1	7
27	таким образом	14	7
28	как мы	7	7
29	один из	4	7
30	не может	6	7
31	жизни и	2	7
32	мы уже	2	6
33	именно в	3	6
34	во всех	1	6
35	в истории	1	6
36	так и	11	6
37	и с	2	6
38	времени и	1	6
39	точки зрения	2	6
40	но он	1	6
41	в то	10	6
42	же время	5	6
43	то что	18	6
44	так как	13	6
45	сказать что	5	6
46	с точки	1	5
47	с его	1	5
48	из этих	9	5
49	но не	7	5
50	в своем	5	5
51	при этом	3	5
52	в эту	1	5
53	в своей	2	5
54	тот же	1	5
55	уже в	5	5
56	в начале	3	5
57	может быть	28	5
58	относится к	4	5
59	и потому	4	5
60	отношения к	1	4
61	и до	2	4
62	но в	1	4
63	в себе	16	4
64	но все	2	4
65	лишь в	1	4
66	в жизни	1	4
67	в этих	1	4
68	и более	1	4
69	с ним	6	4
70	в области	2	4
71	с другой	7	4
72	и чисто	1	4
73	в известной	1	4
74	а в	12	4
75	тем что	7	4
76	в форме	2	4
77	смерти и	1	4
78	до сих	3	4
79	и образов	1	4
80	не было	4	4
81	там где	3	4
82	и о	2	4
83	сих пор	3	4
84	том что	18	4
85	в свое	2	4
86	как на	5	4
87	человека и	5	3
88	в самом	8	3
89	своего развития	1	3
90	на первом	1	3
91	место в	3	3
92	и со	1	3
93	жизни это	1	3
94	да и	1	3
95	но именно	1	3
96	и вот	1	3
97	свое время	1	3
98	на все	2	3
99	было бы	9	3
100	из них	6	3
101	ни в	2	3
102	далеко не	4	3
103	несмотря на	2	3
104	мы видели	4	3
105	во всем	1	3
106	в одном	2	3
107	их в	2	3
108	даже в	2	3
109	и это	4	3
110	в ее	2	3
111	в собственном	2	3
112	так в	2	3
113	и вообще	3	3
114	но здесь	1	3
115	в виду	1	3
116	о том	2	3
117	другими словами	1	3
118	к нему	3	3
119	же в	2	3
120	образов и	2	3
121	что он	6	3
122	с одной	7	3
123	эти образы	1	3
124	не дает	2	3
125	этом отношении	2	3
126	что для	4	3
127	превращается в	1	3
128	связь с	3	3
129	одной стороны	3	3
130	но эти	1	3
131	и все	3	3
132	в большей	2	3
133	в том	32	3
134	жизни в	1	3
135	другой стороны	4	3
136	одним из	1	2
137	до него	1	2
138	мы здесь	1	2
139	на самом	1	2
140	тех же	1	2
141	по преимуществу	1	2
142	собственном смысле	2	2
143	он как	2	2
144	его только	2	2
145	на мир	2	2
146	в ней	8	2
147	еще не	5	2
148	он был	1	2
149	себе и	1	2
150	это и	2	2
151	за пределы	2	2
152	что они	2	2
153	же с	6	2
154	дает нам	3	2
155	это был	1	2
156	целый ряд	2	2
157	что слово	7	2
158	только то	1	2
159	та же	2	2
160	есть для	5	2
161	думать что	5	2
162	на то	2	2
163	на его	2	2
164	перестает быть	4	2
165	в понимании	1	2
166	подобно тому	2	2
167	так например	2	2
168	в мире	1	2
169	в художественном	1	2
170	должен был	1	2
171	по поводу	4	2
172	и без	7	2
173	что касается	1	2
174	в их	2	2
175	жизнь и	1	2
176	на языке	1	2
177	мы должны	4	2
178	что в	17	2
179	в устах	1	2
180	образ не	1	2
181	нам для	1	2
182	того как	4	2
183	его связь	1	2
184	того чтобы	3	2
185	ничего не	1	2
186	связанное с	2	2
187	что только	6	2
188	к ней	5	2
189	и после	2	2
190	связи с	2	2
191	здесь же	1	2
192	этих образов	1	2
193	могут быть	3	2
194	он видит	1	2
195	здесь не	1	2
196	без всякого	1	2
197	от внешней	1	2
198	особенно в	1	2
199	не были	2	2
200	понятно что	1	2
201	в произведении	3	2
202	и т.д	1	2
203	одного из	1	2
204	можно сказать	3	2
205	там же	6	2
206	всего что	1	2
207	в ту	1	2
208	и следовательно	3	2
209	одной из	2	2
210	целого и	1	2
211	есть в	3	2
212	события и	1	2
213	никто не	3	2
214	мы можем	3	2
215	у него	2	2
216	и даже	2	2
217	как именно	1	2
218	и произведения	1	2
219	нельзя сказать	3	2
220	мы еще	1	2
221	под влиянием	1	2
222	вместе с	12	2
223	так же	3	2
224	тому как	5	2
225	о человеке	1	2
226	для понимания	4	2
227	эти два	1	2
228	но это	6	2
229	природу и	1	2
230	в смысле	4	2
231	вряд ли	1	2
232	пор еще	1	2
233	время его	1	2
234	не подлежит	2	2
235	сознания и	1	2
236	еще раз	2	2
237	хотя и	1	2
238	очень хорошо	1	2
239	ее в	1	2
240	и эта	1	2
241	это в	2	2
242	во всяком	1	2
243	все что	4	2
244	еще слишком	1	2
245	внутреннее единство	2	1
246	например в	6	1
247	художественном произведении	3	1
248	и то	8	1
249	самом деле	2	1
250	он может	1	1
251	только потому	3	1
252	к своей	1	1
253	мысли к	1	1
254	тем же	4	1
255	в котором	4	1
256	в нашу	1	1
257	что эти	1	1
258	должна быть	1	1
259	говоря о	4	1
260	входящих в	2	1
261	и связанное	1	1
262	же образ	1	1
263	той же	2	1
264	чего в	1	1
265	г в	1	1
266	есть не	7	1
267	особенность его	1	1
268	которую мы	1	1
269	единство и	2	1
270	который был	1	1
271	но она	1	1
272	не вполне	1	1
273	как я	1	1
274	но напротив	1	1
275	того же	1	1
276	и он	1	1
277	всех сторон	1	1
278	произведение и	1	1
279	на них	1	1
280	знаем что	1	1
281	но этого	1	1
282	время в	3	1
283	в чем	3	1
284	и человеческой	2	1
285	дело вовсе	1	1
286	особую силу	1	1
287	бы она	1	1
288	внутренняя форма	15	1
289	только тогда	9	1
290	по отношению	5	1
291	так что	7	1
292	чем же	1	1
293	в одной	1	1
294	так называемом	1	1
295	независимо от	5	1
296	как в	10	1
297	по которому	5	1
298	стороны и	1	1
299	от внешних	1	1
300	перед нами	2	1
301	не будем	1	1
302	явление это	1	1
303	а и	4	1
304	что по	2	1
305	и наконец	2	1
306	наконец самый	1	1
307	образа если	1	1
308	конечно не	1	1
309	от этого	2	1
310	с конца	1	1
311	со своей	2	1
312	к чему	1	1
313	в которой	3	1
314	с самого	1	1
315	в целом	3	1
316	сливается с	2	1
317	формы в	1	1
318	бы с	1	1
319	бы не	4	1
320	что к	1	1
321	и тот	2	1
322	только один	2	1
323	мира но	1	1
324	не могла	2	1
325	так сказать	2	1
326	быть только	4	1
327	о важности	1	1
328	главным образом	1	1
329	оно было	1	1
330	к миру	1	1
331	он не	4	1
332	но нельзя	1	1
333	них уже	1	1
334	действительности и	3	1
335	в силу	3	1
336	в корне	1	1
337	том чтобы	2	1
338	кажется нам	1	1
339	друг с	1	1
340	одной и	4	1
341	из него	2	1
342	и по	4	1
343	новое не	2	1
344	будем говорить	1	1
345	людей и	2	1
346	образа и	3	1
347	в нее	1	1
348	этом последнем	2	1
349	смысле в	2	1
350	касается до	1	1
351	могла бы	2	1
352	что все	3	1
353	в совершенно	1	1
354	сознание и	1	1
355	об этом	2	1
356	в единстве	1	1
357	говорить не	1	1
358	его в	3	1
359	входит в	2	1
360	это не	1	1
361	более сложных	1	1
362	в сложном	1	1
363	связанным с	1	1
364	любовь к	1	1
365	кажется что	1	1
366	само собою	1	1
367	она и	1	1
368	в самую	1	1
369	его причины	1	1
370	с этой	2	1
371	не всегда	2	1
372	строгом смысле	1	1
373	здесь все	1	1
374	в один	4	1
375	места в	1	1
376	но если	1	1
377	таким же	1	1
378	причины и	1	1
379	в такой	1	1
380	во времена	2	1
381	то для	2	1
382	условиях и	1	1
383	в первый	1	1
384	как символ	1	1
385	были уже	1	1
386	не менее	5	1
387	в животном	3	1
388	и той	2	1
389	образом и	3	1
390	не в	15	1
391	над всеми	3	1
392	есть именно	1	1
393	уже сказали	1	1
394	том же	2	1
395	лично для	1	1
396	что этот	1	1
397	где нет	1	1
398	что эта	2	1
399	и есть	3	1
400	она не	2	1
401	как о	2	1
402	после того	1	1
403	тогда когда	9	1
404	должны служить	1	1
405	тому кто	1	1
406	было не	1	1
407	самого и	1	1
408	он с	1	1
409	только не	2	1
410	на язык	1	1
411	в разных	2	1
412	больше чем	1	1
413	находиться в	1	1
414	потому что	46	1
415	и теперь	6	1
416	на понимание	1	1
417	с тем	7	1
418	тесной связи	1	1
419	с другом	1	1
420	не существовало	1	1
421	есть к	3	1
422	с и	3	1
423	и именно	1	1
424	не могут	5	1
425	есть только	5	1
426	когда они	1	1
427	голову и	1	1
428	для развития	2	1
429	и другим	1	1
430	к тому	7	1
431	что уже	2	1
