N	3gram	Tiupa_Anal_2	Myslijsy
1	более или менее	1	8
2	сами по себе	1	7
3	в том что	6	7
4	в свою очередь	1	6
5	по крайней мере	3	5
6	тем не менее	3	5
7	не в состоянии	1	4
8	а между тем	1	4
9	подобно тому как	3	4
10	то и другое	1	4
11	в том смысле	1	4
12	на то что	2	3
13	с одной стороны	4	3
14	в эту минуту	1	3
15	а не с	1	2
16	и во всех	1	2
17	в таком случае	2	2
18	между тем как	1	2
19	одно и то	1	2
20	тогда как в	2	2
21	и тогда когда	1	2
22	с другой стороны	2	2
23	то же время	2	2
24	не может быть	1	2
25	в этом смысле	2	2
26	в то же	2	2
27	и то же	1	2
28	сама по себе	1	2
29	если бы он	1	1
30	состоит в том	4	1
31	имеет место в	1	1
32	к другому в	1	1
33	в таких случаях	1	1
34	в отличие от	2	1
35	его как бы	1	1
36	со всех сторон	1	1
37	с этой точки	1	1
38	бы и в	1	1
39	как и в	3	1
40	из виду что	1	1
41	в применении к	1	1
42	во всех этих	1	1
43	это не так	1	1
44	не имеет места	1	1
45	в связи с	1	1
46	из них не	1	1
47	как более или	1	1
48	не только на	1	1
49	не знаю что	2	1
50	и тот же	1	1
51	а в том	1	1
52	том смысле что	1	1
53	в этом случае	4	1
54	о том что	6	1
55	то есть в	2	1
56	и тем самым	2	1
57	и в самом	2	1
58	не менее в	1	1
59	хотя как кажется	1	1
60	в целом как	1	1
61	которые могут быть	1	1
62	не о том	1	1
63	и за пределы	1	1
64	и в этом	4	1
65	что одно и	1	1
66	почти то же	1	1
67	обратим внимание на	1	1
68	до такой степени	1	1
