N	2gram	Bakhtin_Pr_2	Tvorches
1	у достоевского	14	30
2	и в	45	20
3	в году	1	16
4	в романе	3	15
5	в романах	8	13
6	романах достоевского	6	13
7	не только	16	13
8	никогда не	17	11
9	преступлении и	2	11
10	как бы	15	11
11	в преступлении	2	10
12	таким образом	11	10
13	в то	5	10
14	в его	22	10
15	и наказании	2	10
16	достоевского в	4	9
17	и его	8	9
18	и не	42	9
19	ивана карамазова	4	8
20	достоевского не	8	8
21	при этом	2	8
22	достоевского как	5	8
23	и с	7	8
24	в том	8	8
25	может быть	18	8
26	в этом	20	8
27	прежде всего	11	8
28	но и	15	8
29	то же	5	7
30	идей в	5	7
31	это не	3	7
32	представление о	2	7
33	же время	3	7
34	иван карамазов	1	7
35	наряду с	1	7
36	потому что	8	7
37	достоевский в	5	7
38	не может	24	7
39	xix века	1	7
40	братьях карамазовых	2	7
41	что в	6	7
42	из подполья	4	6
43	в целом	5	6
44	в братьях	2	6
45	как и	14	6
46	в своей	6	6
47	что он	7	6
48	так и	3	6
49	в конце	4	6
50	у него	6	6
51	именно в	3	6
52	а не	10	6
53	романе достоевского	3	6
54	в бесах	1	6
55	в основном	1	6
56	все это	5	6
57	например в	2	5
58	еще не	9	5
59	и на	7	5
60	но не	6	5
61	все же	4	5
62	героев достоевского	4	5
63	в этой	1	5
64	и сам	3	5
65	в мире	3	5
66	романа достоевского	1	5
67	достоевский не	3	5
68	то есть	50	5
69	о том	3	5
70	и даже	3	5
71	достоевского с	1	5
72	в творчестве	1	5
73	но это	2	5
74	так же	5	5
75	мы не	1	4
76	все эти	4	4
77	что они	3	4
78	как в	4	4
79	хотя и	2	4
80	но в	6	4
81	за собой	2	4
82	не в	8	4
83	творчество достоевского	1	4
84	в дальнейшем	2	4
85	на его	5	4
86	что она	4	4
87	что у	4	4
88	об этом	3	4
89	если бы	2	4
90	тем самым	2	4
91	ничего не	3	4
92	братьев карамазовых	1	4
93	в чем	2	4
94	творческого процесса	2	4
95	мы видим	2	4
96	герои достоевского	2	4
97	в душе	1	4
98	творчестве достоевского	1	4
99	а в	3	4
100	если не	2	4
101	и потому	6	4
102	и от	3	4
103	героя в	5	4
104	том что	7	4
105	но у	3	4
106	великом инквизиторе	1	3
107	одним из	3	3
108	же как	4	3
109	человека и	2	3
110	и через	2	3
111	х годов	2	3
112	самой своей	1	3
113	он сам	6	3
114	роман достоевского	2	3
115	а с	3	3
116	по отношению	8	3
117	в одной	5	3
118	о жизни	1	3
119	отношению к	8	3
120	в себе	5	3
121	в нем	20	3
122	он не	9	3
123	в плане	1	3
124	в образе	3	3
125	так например	1	3
126	человека в	5	3
127	его в	3	3
128	но уже	2	3
129	достоевского но	3	3
130	в самом	13	3
131	в котором	7	3
132	в их	4	3
133	место в	1	3
134	в которых	1	3
135	в дневнике	1	3
136	тем что	2	3
137	одна из	3	3
138	казалось бы	1	3
139	с ним	8	3
140	мире достоевского	6	3
141	до сих	2	3
142	достоевского это	2	3
143	в античной	1	3
144	романа и	4	3
145	этот вопрос	4	3
146	уже не	6	3
147	в начале	2	3
148	для него	9	3
149	у нее	1	3
150	так как	5	3
151	то что	5	3
152	как у	2	3
153	к роману	2	3
154	и др	4	3
155	что не	5	3
156	превращается в	4	3
157	в рассказе	3	3
158	в свете	1	3
159	вместе с	1	3
160	характера и	2	3
161	в область	1	3
162	в пользу	1	3
163	главного героя	1	3
164	сих пор	2	3
165	один из	2	3
166	не является	3	3
167	достоевского нет	1	3
168	своих героев	2	3
169	но зато	1	3
170	по самой	2	3
171	жизни в	2	3
172	одной из	2	3
173	в своих	4	3
174	к этому	4	3
175	в таком	3	3
176	неотделима от	1	2
177	не должны	1	2
178	относится и	2	2
179	таком случае	1	2
180	достоевский все	1	2
181	самом деле	4	2
182	и есть	1	2
183	он всегда	1	2
184	преступления и	1	2
185	достоевского мы	1	2
186	говорить о	1	2
187	со своими	6	2
188	я не	6	2
189	стремление достоевского	1	2
190	и он	3	2
191	в xix	2	2
192	в ее	3	2
193	нет и	3	2
194	преступление и	2	2
195	так что	2	2
196	в истории	2	2
197	и поэтому	1	2
198	писателя в	1	2
199	и наконец	1	2
200	в которой	2	2
201	в литературном	1	2
202	бы не	3	2
203	тоже не	2	2
204	раскольникова а	1	2
205	тому же	1	2
206	но ведь	3	2
207	так сказать	7	2
208	современной ему	2	2
209	и если	1	2
210	идей и	1	2
211	быть поняты	1	2
212	в статье	1	2
213	а скорее	1	2
214	сердце и	1	2
215	и по	2	2
216	или наконец	3	2
217	к миру	1	2
218	и наказания	1	2
219	к героям	1	2
220	иваном карамазовым	1	2
221	достоевского и	2	2
222	которой он	1	2
223	отразились в	1	2
224	произведениях достоевского	4	2
225	и еще	1	2
226	личности это	1	2
227	в отличие	1	2
228	что я	1	2
229	живое событие	2	2
230	одном из	1	2
231	точку зрения	5	2
232	у тургенева	1	2
233	их в	7	2
234	не могли	1	2
235	в устах	1	2
236	раскольникова в	2	2
237	героем и	2	2
238	между людьми	1	2
239	не менее	2	2
240	на него	2	2
241	в процессе	2	2
242	в русской	2	2
243	письма т	1	2
244	он еще	2	2
245	весь роман	1	2
246	карамазова и	1	2
247	а во	1	2
248	раскольников в	1	2
249	другой стороны	1	2
250	xix веке	2	2
251	в роман	1	2
252	достоевским в	2	2
253	достоевский никогда	5	2
254	что на	1	2
255	у нас	2	2
256	личности в	3	2
257	могут быть	4	2
258	ли не	1	2
259	же не	1	2
260	так в	1	2
261	приводит к	1	2
262	что идея	2	2
263	познания и	1	2
264	и что	2	2
265	не стоит	1	2
266	самого достоевского	2	2
267	достоевского всегда	1	2
268	идей а	1	2
269	и только	1	2
270	крайней мере	2	2
271	все время	3	2
272	в литературе	6	2
273	с ними	4	2
274	только в	9	2
275	достоевского для	1	2
276	наше время	1	2
277	и ее	7	2
278	точка зрения	7	2
279	достоевского ибо	1	2
280	себя в	2	2
281	и у	2	2
282	уже в	4	2
283	героя с	2	2
284	в виде	1	2
285	и других	3	2
286	из них	9	2
287	его и	3	2
288	не так	2	2
289	в одном	6	2
290	вовсе не	7	2
291	может служить	1	2
292	друг друга	7	2
293	только с	1	2
294	другом в	1	2
295	отличие от	1	2
296	рядом с	3	2
297	окончательного решения	1	2
298	с другой	1	2
