N	2gram	Bakhtin_fo_2	Istorich
1	и в	46	28
2	и т	14	25
3	может быть	7	25
4	т д	3	22
5	а не	4	15
6	не может	2	15
7	никогда не	6	14
8	мы имеем	2	13
9	то же	8	12
10	не только	11	12
11	что в	5	12
12	мы видим	2	11
13	только в	11	11
14	мы не	1	10
15	все же	6	10
16	и что	1	10
17	что он	3	10
18	мы увидим	1	10
19	но и	9	10
20	прежде всего	14	10
21	не в	9	9
22	так и	7	9
23	о том	4	9
24	то что	7	9
25	в том	10	9
26	и не	9	9
27	в этом	22	8
28	но в	10	8
29	таким образом	3	8
30	если бы	1	8
31	в ней	1	7
32	здесь мы	3	7
33	это не	2	7
34	еще не	6	7
35	и здесь	1	7
36	и др	5	7
37	так же	2	7
38	том что	4	7
39	было бы	2	7
40	в этих	3	7
41	а в	3	7
42	в этой	2	6
43	ни один	1	6
44	о смерти	2	6
45	его в	6	6
46	так например	1	6
47	к тому	3	6
48	что и	3	6
49	так как	6	6
50	с другой	2	6
51	вместе с	9	6
52	когда он	1	6
53	видно что	1	6
54	например в	1	5
55	должна быть	1	5
56	вопрос о	1	5
57	мы будем	3	5
58	что они	4	5
59	в своем	5	5
60	по существу	5	5
61	их в	4	5
62	на основе	3	5
63	в дальнейшем	5	5
64	в его	8	5
65	что здесь	2	5
66	но не	5	5
67	в качестве	3	5
68	в одном	7	5
69	до сих	2	5
70	на более	1	5
71	сих пор	2	5
72	не знает	2	5
73	сказать что	1	5
74	другой стороны	1	5
75	ее в	3	5
76	и даже	3	4
77	и для	9	4
78	и на	7	4
79	между собой	1	4
80	с этим	5	4
81	все эти	5	4
82	но все	1	4
83	об этом	1	4
84	и с	6	4
85	с тем	2	4
86	как и	8	4
87	на него	1	4
88	в основе	6	4
89	находится в	2	4
90	связи с	8	4
91	должны быть	1	4
92	здесь не	2	4
93	в пределах	5	4
94	так в	1	4
95	того что	3	4
96	с одной	2	4
97	потому что	8	4
98	так что	4	4
99	в большинстве	3	4
100	большинстве случаев	3	4
101	к ним	2	4
102	и пр	2	4
103	один из	2	4
104	в иной	2	4
105	одной стороны	1	4
106	могут быть	2	4
107	там где	2	4
108	друг с	4	4
109	все это	6	4
110	в связи	8	4
111	но это	2	4
112	обстоит дело	1	4
113	и другие	3	4
114	они не	1	4
115	также и	4	3
116	чтобы не	1	3
117	начинается с	1	3
118	мы здесь	1	3
119	время как	1	3
120	ему в	3	3
121	и он	4	3
122	точку зрения	1	3
123	при этом	6	3
124	ключ к	1	3
125	не как	1	3
126	и по	3	3
127	на этом	2	3
128	в другом	3	3
129	из них	8	3
130	и тогда	1	3
131	во время	10	3
132	в котором	4	3
133	в их	3	3
134	и эти	1	3
135	по себе	2	3
136	раз и	1	3
137	в то	5	3
138	на котором	2	3
139	дело в	1	3
140	с другом	4	3
141	очень часто	2	3
142	же самое	3	3
143	должен быть	1	3
144	как мы	6	3
145	действия и	1	3
146	иной мир	1	3
147	в образе	4	3
148	и должно	2	3
149	представления о	1	3
150	ли он	1	3
151	во всем	1	3
152	должен был	1	3
153	и его	12	3
154	уже не	3	3
155	не можем	1	3
156	следовало бы	1	3
