N	3gram	Losev_Vlad_2	FransuaR
1	то же время	3	9
2	в то же	3	9
3	для того чтобы	1	6
4	в том что	9	6
5	в этом отношении	1	5
6	но в то	1	5
7	в связи с	8	5
8	а также и	1	4
9	до известной степени	1	4
10	в том числе	1	4
11	как мы видели	2	4
12	до сих пор	1	3
13	связи с этим	1	3
14	и прежде всего	1	3
15	дело в том	3	2
16	здесь перед нами	1	2
17	он не только	1	2
18	с точки зрения	3	2
19	с представлением о	1	2
20	в отличие от	3	2
21	но в общем	1	2
22	можно было бы	2	2
23	и не в	1	2
24	в данном случае	2	2
25	в то время	6	2
26	не может быть	1	2
27	нужно сказать что	1	2
28	можно сказать что	1	2
29	здесь как и	1	2
30	к тому же	1	2
31	в отрыве от	1	2
32	также и в	1	2
33	но кроме того	1	1
34	что иное как	1	1
35	да и в	1	1
36	хотя и не	2	1
37	в году в	1	1
38	мы его не	1	1
39	потому что в	1	1
40	на котором он	1	1
41	на том же	1	1
42	о чем у	1	1
43	далеко не все	1	1
44	с начала и	2	1
45	течение всей своей	1	1
46	в самом деле	1	1
47	он все же	1	1
48	это нисколько не	2	1
49	и до конца	2	1
50	времена и сроки	1	1
51	как раз и	1	1
52	сих пор не	1	1
53	и в то	1	1
54	прежде всего его	1	1
55	не имеет никакого	2	1
56	то что в	1	1
57	начала и до	2	1
58	никак не мог	1	1
59	он не может	1	1
60	но это не	1	1
61	в частности к	1	1
62	этом отношении он	1	1
63	вместе с тем	1	1
64	может быть и	1	1
65	и в частности	1	1
66	в это время	4	1
67	в себе в	1	1
68	разве вы не	1	1
69	в самом начале	1	1
70	как мы сказали	2	1
71	по существу это	1	1
72	не мог он	1	1
73	один отрывок из	1	1
74	в течение всей	2	1
75	в несколько более	1	1
76	но вместе с	1	1
77	это конечно не	1	1
78	вы не знаете	1	1
79	это время уже	1	1
80	он оказывается в	1	1
81	с вопросом о	1	1
82	года то есть	2	1
83	мы находим у	1	1
84	но сам он	1	1
85	не что иное	1	1
86	что в этой	1	1
87	мы уже сказали	1	1
88	всей своей жизни	1	1
89	в свою очередь	2	1
90	и никому не	1	1
91	о том что	3	1
92	ничего общего с	1	1
93	своей жизни и	1	1
94	связи с вопросом	1	1
95	чем у нас	1	1
96	в течение всего	1	1
97	не было ни	1	1
98	после того как	2	1
99	как мы уже	1	1
100	в этом виде	1	1
101	по этому поводу	1	1
102	но дело в	2	1
103	конечно не в	1	1
104	тем не менее	6	1
105	имеет никакого отношения	1	1
106	а именно в	1	1
107	только тогда когда	1	1
108	это подтверждается и	1	1
109	он никак не	1	1
