N	3gram	Vinokur_Ku_3	Myslijsy
1	по отношению к	2	13
2	в том что	8	13
3	не может быть	3	9
4	только в том	2	6
5	тем не менее	9	6
6	и в этом	4	6
7	что язык есть	1	5
8	с другой стороны	3	5
9	потому что в	2	4
10	но и в	1	4
11	не в том	2	4
12	в свою очередь	1	4
13	само по себе	1	4
14	в этом смысле	1	4
15	в том смысле	1	4
16	только тогда когда	4	4
17	и т д	8	4
18	с точки зрения	16	3
19	а так как	1	3
20	с тем что	1	3
21	в противном случае	1	3
22	с одной стороны	4	3
23	сама по себе	2	3
24	и той же	1	3
25	а в том	1	3
26	то же время	1	3
27	так и в	3	3
28	что и в	2	3
29	не только в	3	3
30	в то же	1	3
31	одной и той	1	3
32	мы увидим что	1	3
33	потому что как	3	2
34	можно себе представить	1	2
35	в таком случае	2	2
36	бы то ни	1	2
37	не могло бы	1	2
38	язык как на	1	2
39	на этот вопрос	1	2
40	по крайней мере	1	2
41	в первом смысле	1	2
42	к тому что	1	2
43	то это не	1	2
44	и при этом	1	2
45	не могут быть	2	2
46	не иначе как	1	2
47	не только для	1	2
48	для того чтобы	11	2
49	и того же	2	2
50	не только не	1	2
51	и т п	41	2
52	одного и того	2	2
53	если бы не	2	2
54	друг от друга	1	2
55	быть не может	1	2
56	которое лежит в	1	1
57	но самое это	1	1
58	должны сказать что	1	1
59	не говоря уже	2	1
60	на самом деле	3	1
61	в полной силе	1	1
62	в языке и	1	1
63	мы не можем	1	1
64	свое значение и	1	1
65	говоря уже о	2	1
66	сам по себе	3	1
67	не потому что	1	1
68	только то что	2	1
69	тогда когда в	1	1
70	из того что	1	1
71	в собственном смысле	1	1
72	до сих пор	8	1
73	обратить внимание на	1	1
74	но все они	1	1
75	можно было бы	10	1
76	не только служат	1	1
77	что если бы	1	1
78	что же до	2	1
79	с этой точки	1	1
80	о значении слова	1	1
81	так язык есть	1	1
82	было бы сказать	3	1
83	что бы то	1	1
84	более или менее	2	1
85	и то не	1	1
86	так же как	1	1
87	не понимает слова	1	1
88	может быть не	1	1
89	между словом и	1	1
90	от того что	2	1
91	а не для	1	1
92	заключается в том	1	1
93	смысле этого слова	2	1
94	знание этого языка	1	1
95	в связи с	4	1
96	и не могут	1	1
97	не зависит от	1	1
98	и в отношении	1	1
99	то ни стало	1	1
100	времени для нас	1	1
101	все без исключения	1	1
102	ли в этом	1	1
103	во что бы	1	1
104	то тем самым	1	1
105	в этих словах	1	1
106	по себе еще	1	1
107	уже о том	1	1
108	с логикой и	1	1
109	во всяком случае	1	1
110	от того как	2	1
111	и независимо от	1	1
112	именно в том	1	1
113	это потому что	1	1
114	т п из	1	1
115	может быть совершенно	1	1
116	как и всякая	1	1
117	д и т	1	1
118	тем что в	1	1
119	том смысле что	1	1
120	в то время	1	1
121	то что мы	1	1
122	лишь в том	2	1
123	после того как	4	1
124	о том что	3	1
125	в одном из	1	1
126	этой точки зрения	1	1
127	языком а язык	1	1
128	тогда когда мы	1	1
129	но все же	1	1
130	как мы видим	1	1
131	объяснение было бы	1	1
132	то время когда	1	1
133	для нас в	1	1
134	т п и	4	1
135	в первом случае	2	1
136	грамматики с логикой	1	1
137	того как мы	1	1
138	для нас те	1	1
139	что на деле	1	1
140	себе еще не	1	1
141	как мы видели	2	1
142	и вопрос о	1	1
