N	2gram	Berdyaev_M_2	StatiiOP
1	и в	46	25
2	в этом	20	24
3	у пушкина	1	22
4	в том	3	20
5	что он	7	19
6	может быть	21	19
7	тем что	3	19
8	что в	4	19
9	что это	6	16
10	том что	4	15
11	в этой	7	14
12	не только	18	12
13	в его	5	12
14	то что	5	12
15	в этих	2	11
16	так что	2	11
17	прежде всего	12	10
18	и не	18	10
19	у него	22	9
20	но и	15	9
21	все это	1	8
22	о том	3	8
23	т е	4	8
24	в своих	3	8
25	с этим	1	7
26	это не	5	7
27	было бы	1	7
28	не может	15	7
29	точки зрения	2	7
30	что такое	1	7
31	место в	2	6
32	и на	3	6
33	как в	7	6
34	не в	9	6
35	в русской	6	6
36	в трагедии	3	6
37	между тем	2	6
38	только в	3	6
39	в конце	5	6
40	в россии	3	6
41	как бы	8	6
42	а в	2	6
43	как на	1	6
44	то же	5	5
45	независимо от	1	5
46	говорит что	2	5
47	но в	10	5
48	на то	1	5
49	он не	10	5
50	об этом	1	5
51	говорил что	1	5
52	на почве	3	5
53	ни в	3	5
54	в котором	1	5
55	потому что	12	5
56	и это	5	5
57	так и	4	5
58	в них	3	5
59	с другой	1	5
60	связано с	3	5
61	а не	13	5
62	такого рода	2	5
63	того что	6	5
64	в которой	2	4
65	в чем	3	4
66	в центре	2	4
67	не было	11	4
68	и к	7	4
69	то в	2	4
70	в целом	1	4
71	на его	2	4
72	в каждом	3	4
73	лишь в	2	4
74	на протяжении	1	4
75	и тем	1	4
76	в жизни	4	4
77	с тем	1	4
78	как и	13	4
79	этой трагедии	1	4
80	у нас	11	4
81	с точки	1	4
82	ничего не	2	4
83	к ней	2	4
84	этом отношении	1	4
85	связана с	7	4
86	отличается от	1	4
87	в ней	11	4
88	и с	3	4
89	если бы	3	4
90	а также	1	4
91	к нему	2	4
92	мы видим	2	4
93	отношение к	8	4
94	связь с	1	4
95	xix века	1	4
96	это есть	2	4
97	и для	7	4
98	но это	8	4
99	сказать что	3	4
100	была бы	1	4
101	в своей	5	4
102	из этого	1	4
103	это в	1	4
104	я и	2	3
105	он хотел	1	3
106	говорить о	1	3
107	он был	9	3
108	с его	4	3
109	своего рода	1	3
110	в творчестве	3	3
111	все эти	1	3
112	и если	2	3
113	на этом	2	3
114	в другом	1	3
115	нет в	4	3
116	и народ	1	3
117	но он	11	3
118	и более	1	3
119	тому что	4	3
120	связи с	2	3
121	и здесь	6	3
122	что все	5	3
123	в словах	1	3
124	на вопрос	1	3
125	и что	2	3
126	раньше чем	1	3
127	и его	5	3
128	уже не	4	3
129	я имею	1	3
130	уже в	2	3
131	не так	3	3
132	для него	18	3
133	так как	8	3
134	к которому	3	3
135	до конца	4	3
136	с которым	3	3
137	с этой	1	3
138	конце концов	1	3
139	все они	1	3
140	к этому	1	3
141	в какой	1	3
142	народ в	3	2
143	самом деле	1	2
144	он может	1	2
145	такое же	1	2
146	народом и	1	2
147	и за	2	2
148	той же	3	2
149	выходит из	1	2
150	в сущности	2	2
151	и народом	1	2
152	того же	1	2
153	еще у	1	2
154	не был	2	2
155	его отношение	4	2
156	во всех	2	2
157	тем как	1	2
158	россии и	2	2
159	то он	2	2
160	нет не	1	2
161	только тогда	1	2
162	если в	1	2
163	нет и	1	2
164	что они	3	2
165	его к	1	2
166	в самом	5	2
167	формы в	1	2
168	во многих	1	2
169	и тот	2	2
170	он считает	2	2
171	в плане	1	2
172	но все	1	2
173	ее в	2	2
174	а с	1	2
175	мы не	1	2
176	в развитии	1	2
177	и тогда	3	2
178	не мог	3	2
179	которую он	1	2
180	нас не	2	2
181	можно найти	1	2
182	в такой	3	2
183	эта тема	1	2
184	что нужно	1	2
185	в которых	1	2
186	которые в	2	2
187	если я	2	2
188	о русском	2	2
189	для этого	4	2
190	не была	1	2
191	сам он	2	2
192	соединение с	2	2
193	в отношении	5	2
194	но они	1	2
195	как можно	1	2
196	как о	1	2
197	тогда когда	2	2
198	к этим	1	2
199	не имеет	4	2
200	никогда не	18	2
201	и всегда	3	2
202	в русском	4	2
203	он хочет	3	2
204	х годов	1	2
205	что русский	2	2
206	исторического процесса	1	2
207	от того	3	2
208	к тому	5	2
209	но также	1	2
210	для того	5	2
211	должен быть	4	2
212	из трагедии	1	2
213	что у	4	2
214	на нее	1	2
215	нас к	1	2
216	на что	1	2
217	и во	3	2
218	а потому	1	2
219	и только	1	2
220	и других	2	2
221	все время	2	2
222	за себя	1	2
223	и ее	1	2
224	в уста	1	2
225	есть в	3	2
226	и у	1	2
227	него есть	1	2
228	что если	1	2
229	во втором	1	2
230	в новом	1	2
231	или иной	2	2
232	пришли к	1	2
233	до сих	3	2
234	не потому	1	2
235	русской истории	3	2
236	себя и	3	2
237	что не	2	2
238	но есть	1	2
239	ни на	1	2
240	вместе с	2	2
241	к такому	1	2
242	не сразу	1	2
243	это за	1	2
244	этого слова	1	2
245	сих пор	3	2
246	это был	1	2
247	один из	5	2
248	которые были	1	2
249	понимал что	1	2
250	его не	2	2
251	в духе	5	2
252	только что	1	2
253	в свою	4	2
254	этап в	1	2
255	были и	1	2
256	быть назван	2	2
257	к этой	1	2
258	за пределы	1	1
259	в обычном	2	1
260	также и	4	1
261	сам по	2	1
262	который должен	2	1
263	и то	1	1
264	смысле слова	3	1
265	на самом	1	1
266	раб или	1	1
267	перед лицом	1	1
268	не хочет	1	1
269	по преимуществу	5	1
270	на западе	1	1
271	должна быть	1	1
272	этом направлении	1	1
273	отношения к	2	1
274	есть не	5	1
275	к народу	1	1
276	это совершенно	1	1
277	ни у	1	1
278	вопрос о	6	1
279	ответить на	1	1
280	ведет нас	1	1
281	еще до	1	1
282	на себя	1	1
283	и он	11	1
284	решение вопроса	1	1
285	во мне	1	1
286	и много	1	1
287	царской властью	1	1
288	быть в	1	1
289	всего этого	1	1
290	со всеми	1	1
291	не все	1	1
292	которые не	1	1
293	других произведениях	1	1
294	народа как	2	1
295	опыт который	1	1
296	в своем	8	1
297	и нет	3	1
298	что нет	3	1
299	склонность к	1	1
300	когда он	1	1
301	целый ряд	1	1
302	вопросом о	1	1
303	и как	1	1
304	но эта	2	1
305	в каком-то	1	1
306	от этого	2	1
307	для которого	1	1
308	духа в	2	1
309	всего лишь	1	1
310	из жизни	1	1
311	не нашли	1	1
312	бы не	2	1
313	то я	1	1
314	найти элементы	1	1
315	думать что	4	1
316	может творить	1	1
317	а потом	1	1
318	чем его	1	1
319	говорят о	1	1
320	как он	3	1
321	но на	2	1
322	ответом на	1	1
323	человек не	7	1
324	что она	5	1
325	в нем	22	1
326	они в	1	1
327	и социальной	1	1
328	он должен	1	1
329	этого вопроса	2	1
330	не к	2	1
331	такие явления	1	1
332	одной и	2	1
333	что ни	1	1
334	кто этот	1	1
335	находит себе	1	1
336	него было	1	1
337	это один	1	1
338	в нее	1	1
339	это идет	1	1
340	россии по	1	1
341	совпадают с	1	1
342	что такой	1	1
343	была в	1	1
344	к другу	5	1
345	самим собой	1	1
346	которым он	1	1
347	любви в	1	1
348	он начал	1	1
349	к которым	1	1
350	этого не	1	1
351	а за	2	1
352	к последней	1	1
353	чем в	2	1
354	но я	1	1
355	поэтому он	2	1
356	с ума	4	1
357	бы на	1	1
358	одном из	1	1
359	и той	2	1
360	не могли	1	1
361	по себе	2	1
362	что выше	1	1
363	что есть	2	1
364	это чувство	1	1
365	иной раз	1	1
366	не о	2	1
367	у русских	2	1
368	принадлежат к	3	1
369	того как	3	1
370	столкновение двух	1	1
371	словами о	1	1
372	и именно	1	1
373	и над	1	1
374	того чтобы	4	1
375	почве этого	1	1
376	в разных	2	1
377	в самой	1	1
378	судьба и	1	1
379	или как	1	1
380	мыслей и	1	1
381	с этих	1	1
382	по своей	3	1
383	друг друга	12	1
384	а лишь	2	1
385	со своим	2	1
386	не интересовала	1	1
387	замечательно что	1	1
388	до того	1	1
389	было не	2	1
390	он забывает	1	1
391	между народом	1	1
392	перед ним	4	1
393	нет ни	2	1
394	не случайно	2	1
395	его с	2	1
396	что является	1	1
397	бы он	1	1
398	той или	1	1
399	протяжении всего	1	1
400	своего отца	1	1
401	судьба человека	6	1
402	для себя	1	1
403	приходит к	2	1
404	можно и	1	1
405	был для	2	1
406	к будущему	1	1
407	тут у	2	1
408	в ее	1	1
409	к нам	1	1
410	формы и	1	1
411	народа то	1	1
412	не человек	1	1
413	это была	2	1
414	он с	1	1
415	и этим	2	1
416	в пределах	1	1
417	приводит к	1	1
418	как с	1	1
419	и сам	1	1
420	в образе	3	1
421	можно было	2	1
422	судьбу человека	2	1
423	те же	5	1
424	чем у	4	1
425	она была	1	1
426	не стоит	3	1
427	но у	1	1
428	них есть	2	1
429	в эпоху	1	1
430	с ним	3	1
431	означает что	4	1
432	связанная с	1	1
433	находится в	1	1
434	всегда у	3	1
435	и должно	3	1
436	вот почему	2	1
437	со словами	1	1
438	и исторический	1	1
439	как тему	1	1
440	и который	1	1
441	подходил к	1	1
442	может не	1	1
443	в значительной	1	1
444	не выходит	1	1
445	как у	2	1
446	он берет	1	1
447	жизни он	3	1
448	был обращен	1	1
449	что и	4	1
450	хотел бы	1	1
451	и русская	2	1
452	писателем его	1	1
453	сойти с	1	1
454	века и	1	1
455	также в	1	1
456	человека как	1	1
457	и она	3	1
458	жизнь но	1	1
459	это приводит	1	1
460	но так	1	1
461	которое было	2	1
462	своих и	2	1
463	его в	3	1
464	ли он	1	1
465	это очень	1	1
466	лишь одна	2	1
467	он уже	2	1
468	тема в	1	1
469	идет к	1	1
470	одних и	1	1
471	его отношении	1	1
472	это с	1	1
473	которая была	1	1
474	о пушкине	1	1
475	которому он	1	1
476	раз в	1	1
477	и они	1	1
478	ни одного	2	1
479	не из	1	1
480	не дает	1	1
481	он принадлежит	1	1
482	свои силы	2	1
483	к соединению	2	1
484	разрыв с	1	1
485	но что	1	1
486	соединения в	1	1
487	состоянию в	1	1
488	не были	1	1
489	возможно что	1	1
490	на примере	1	1
491	этом пути	2	1
492	человек который	4	1
493	характерно для	1	1
494	на которые	1	1
495	кто в	1	1
496	окружающей его	1	1
497	к более	1	1
498	и политического	1	1
499	может жить	1	1
500	перед которой	1	1
501	что случилось	1	1
502	не означает	2	1
503	человек в	3	1
504	о чем	1	1
505	он становится	1	1
506	и ему	1	1
507	собою лишь	1	1
508	люди в	1	1
509	нет ничего	3	1
510	этот смысл	1	1
511	требует от	1	1
512	в разговоре	1	1
513	ней он	1	1
514	не знал	3	1
515	видит в	1	1
516	что за	2	1
517	в той	1	1
518	смысле этого	1	1
519	хотел этим	1	1
520	тому как	2	1
521	что же	2	1
522	вражда к	1	1
523	звучат слова	1	1
524	его другим	1	1
525	должно быть	2	1
526	смысл в	1	1
527	от народа	2	1
528	бога и	5	1
529	но для	2	1
530	все говорили	1	1
531	на большую	1	1
532	своей собственной	1	1
533	а к	1	1
534	самого последнего	2	1
535	и все	5	1
536	он много	1	1
537	у них	4	1
538	бы в	2	1
539	теряет свою	3	1
540	хотя бы	7	1
541	на такой	1	1
542	как человек	1	1
543	отношении к	3	1
544	а о	1	1
545	не знает	9	1
546	отношением к	2	1
547	в эволюции	1	1
548	они как	1	1
549	но этот	2	1
550	ко всему	1	1
551	есть и	3	1
552	в свое	1	1
553	времен и	1	1
554	жизни и	6	1
555	но эти	1	1
556	и эта	2	1
557	которая не	1	1
558	так же	6	1
559	все что	4	1
560	они не	4	1
