N	3gram	Voloshinov_1	Istorich
1	с другой стороны	2	7
2	до сих пор	3	5
3	в том что	4	5
4	тем не менее	3	5
5	в данном случае	2	3
6	том что в	1	2
7	еще не вполне	1	2
8	по отношению к	11	2
9	и здесь мы	1	2
10	с одной стороны	2	2
11	то время как	1	2
12	во всяком случае	1	2
13	но тем не	2	2
14	таким образом мы	1	2
15	в то время	1	2
16	о том что	1	2
17	но все же	1	2
18	мы имеем в	1	2
19	как и в	1	2
20	к тому же	1	2
21	но прежде всего	1	1
22	мы имеем дело	1	1
23	подобно тому как	1	1
24	как если бы	4	1
25	с точки зрения	2	1
26	сами по себе	1	1
27	но и в	1	1
28	случае мы имеем	1	1
29	на самом же	1	1
30	только то что	1	1
31	берет на себя	1	1
32	и пр здесь	1	1
33	можно было бы	1	1
34	может быть и	3	1
35	она находит в	1	1
36	в пределах этого	1	1
37	не находят себе	1	1
38	имеем дело с	1	1
39	в такой же	2	1
40	все же не	1	1
41	сих пор не	1	1
42	так же как	1	1
43	но если бы	1	1
44	этой точки зрения	3	1
45	свою связь с	1	1
46	в свою очередь	1	1
47	и прежде всего	1	1
48	в них и	1	1
49	на самом деле	2	1
50	так как в	1	1
51	ничего общего с	1	1
52	равно как и	1	1
53	не может быть	7	1
54	не отражает в	1	1
55	с самого начала	1	1
56	можно сказать что	5	1
57	самом же деле	1	1
58	в жизни и	2	1
59	она не может	1	1
