N	2gram	Propp_Russ_2	Problemy
1	и не	1	31
2	и в	29	29
3	в его	1	24
4	может быть	13	24
5	в этом	11	22
6	а не	4	22
7	т е	24	21
8	в нем	1	19
9	как бы	18	19
10	для него	1	18
11	не только	10	15
12	то что	5	15
13	то же	4	14
14	и его	1	14
15	рядом с	1	14
16	но и	8	14
17	в пределах	1	13
18	уже не	4	13
19	таким образом	6	12
20	как и	11	12
21	не может	5	12
22	в самом	1	10
23	в то	2	10
24	только в	1	10
25	в одном	1	10
26	там где	2	10
27	все эти	3	9
28	все же	2	9
29	это не	5	9
30	если бы	1	9
31	но не	5	9
32	что в	22	8
33	в том	22	8
34	что он	1	8
35	потому что	5	8
36	до конца	3	8
37	в своем	1	8
38	в своей	2	8
39	а как	1	7
40	и на	6	7
41	и как	2	7
42	но в	5	7
43	входит в	1	7
44	с другими	3	7
45	том что	22	7
46	не в	4	7
47	она не	3	7
48	так и	1	7
49	в форме	2	7
50	прежде всего	2	7
51	а в	9	7
52	одним из	2	6
53	так же	4	6
54	в одной	1	6
55	как в	7	6
56	сливается с	1	6
57	выражение в	1	6
58	что она	3	6
59	его в	8	6
60	несмотря на	1	6
61	могут быть	2	6
62	к нему	4	6
63	был бы	1	6
64	в конце	1	6
65	так как	13	6
66	как раз	1	6
67	и потому	1	6
68	все это	10	6
69	на самом	2	5
70	это и	2	5
71	перед нами	1	5
72	но все	1	5
73	было бы	3	5
74	мир и	1	5
75	и это	1	5
76	и о	3	5
77	еще не	6	5
78	с ним	1	5
79	ничего не	1	5
80	между тем	3	5
81	именно в	4	5
82	и др	1	5
83	во всяком	1	5
84	и т	5	4
85	так чтобы	2	4
86	тем как	1	4
87	и наконец	1	4
88	в этой	3	4
89	так сказать	1	4
90	должно быть	2	4
91	но эта	1	4
92	их в	4	4
93	как мы	3	4
94	в основе	1	4
95	все то	2	4
96	и с	10	4
97	но у	1	4
98	из одного	1	4
99	в свете	3	4
100	и следовательно	1	4
101	в литературе	1	4
102	он есть	2	4
103	тем что	3	4
104	что и	2	4
105	превращается в	1	4
106	не было	2	4
107	не на	1	4
108	должна была	5	4
109	но это	1	4
110	и для	2	4
111	он может	1	3
112	например в	1	3
113	не во	1	3
114	он в	1	3
115	не входит	1	3
116	и пр	2	3
117	кроме того	2	3
118	уже в	1	3
119	и до	1	3
120	ее как	1	3
121	подобно тому	3	3
122	далеко не	4	3
123	в их	2	3
124	одна из	11	3
125	на него	1	3
126	никогда не	2	3
127	как будто	1	3
128	этом отношении	1	3
129	в духе	1	3
130	для его	1	3
131	оно не	1	3
132	и этим	1	3
133	приводит к	1	3
134	и здесь	1	3
135	с другой	2	3
136	все в	2	3
137	в них	4	3
138	в другой	1	3
139	мы должны	1	3
140	но с	1	3
141	за ним	3	3
142	мир в	1	3
143	всяком случае	1	3
144	друг друга	3	3
145	тому как	3	3
146	по существу	4	3
147	в пространстве	1	3
148	о своем	1	3
149	сказать что	1	3
150	другой стороны	1	3
151	время не	1	3
152	таким же	1	3
153	в своих	2	3
154	как на	1	3
155	все что	1	3
156	и есть	1	2
157	мы уже	1	2
158	в которой	2	2
159	вопрос о	4	2
160	совпадает с	1	2
161	на себя	2	2
162	из которых	2	2
163	в ней	1	2
164	отношение к	1	2
165	во что	1	2
166	так что	4	2
167	с этим	2	2
168	его к	1	2
169	всех этих	1	2
170	здесь мы	2	2
171	при этом	6	2
172	чем в	2	2
173	в котором	3	2
174	бы к	1	2
175	в которых	4	2
176	но он	3	2
177	однако в	1	2
178	с которой	1	2
179	но они	1	2
180	как можно	2	2
181	ту сторону	1	2
182	следовательно и	1	2
183	входила в	1	2
184	связи с	2	2
185	е не	1	2
186	к себе	1	2
187	во все	1	2
188	данном случае	7	2
189	и что	5	2
190	можно больше	2	2
191	находится в	1	2
192	то они	1	2
193	и во	1	2
194	от них	1	2
195	во всей	1	2
196	по своим	1	2
197	как например	3	2
198	один из	2	2
199	тот же	1	2
200	они могут	1	2
201	или же	5	2
202	и ее	2	2
203	же и	1	2
204	в большинстве	1	2
205	то и	4	2
206	в последний	3	2
207	или даже	3	2
208	одно из	2	2
209	и даже	1	2
210	все время	1	2
211	месте и	1	2
212	него не	1	2
213	ему но	1	2
214	только как	2	2
215	в данном	6	2
216	с этой	2	2
217	него в	1	2
218	на пути	1	2
219	последний день	1	2
220	можно было	2	2
221	и от	3	2
222	и вызывает	1	2
223	его жизнь	1	2
224	же в	6	2
225	е в	10	2
226	этот вопрос	2	2
227	есть и	1	2
228	заметить что	2	2
229	также не	1	2
230	ясно и	1	1
231	же как	4	1
232	относится и	1	1
233	к воплощению	1	1
234	ее до	1	1
235	из самых	1	1
236	также что	2	1
237	на две	2	1
238	с таким	1	1
239	и должен	1	1
240	и за	1	1
241	который в	1	1
242	с теорией	1	1
243	мы не	6	1
244	в первый	1	1
245	этом не	1	1
246	не была	1	1
247	время как	1	1
248	в полной	1	1
249	изображение или	1	1
250	во всех	3	1
251	отделима от	1	1
252	бы герой	1	1
253	явлений и	1	1
254	к слову	1	1
255	ответ на	1	1
256	в качестве	3	1
257	а и	2	1
258	тогда как	2	1
259	нет и	1	1
260	и чем	1	1
261	что они	1	1
262	земли то	1	1
263	к сожалению	1	1
264	относится к	1	1
265	несколько раз	1	1
266	первый взгляд	1	1
267	независимо от	1	1
268	что именно	1	1
269	стороны и	1	1
270	что касается	1	1
271	в противном	1	1
272	хотя и	1	1
273	как уже	2	1
274	более или	1	1
275	от этого	1	1
276	та же	2	1
277	что это	3	1
278	не оставляет	1	1
279	из этих	2	1
280	в мышлении	1	1
281	ни одна	1	1
282	и смысловая	1	1
283	как он	1	1
284	но на	1	1
285	особенность этих	1	1
286	и если	1	1
287	вообще не	1	1
288	одновременно как	1	1
289	не следует	1	1
290	в статье	1	1
291	вера в	1	1
292	и еще	2	1
293	и совершенно	1	1
294	он должен	1	1
295	есть та	1	1
296	и по	3	1
297	образа и	1	1
298	от нее	1	1
299	могла бы	1	1
300	не будет	1	1
301	что все	1	1
302	об этом	2	1
303	из них	4	1
304	этих форм	1	1
305	от земли	2	1
306	и иногда	2	1
307	знает что	1	1
308	быть не	1	1
309	здесь нет	1	1
310	по всему	1	1
311	для них	2	1
312	быть только	2	1
313	мы имеем	6	1
314	т д	5	1
315	руках и	1	1
316	не всегда	3	1
317	остается в	1	1
318	и становится	1	1
319	на первый	3	1
320	или менее	1	1
321	или другому	1	1
322	в связь	1	1
323	когда ее	1	1
324	или точнее	1	1
325	можно найти	1	1
326	могла быть	1	1
327	наиболее полное	1	1
328	место в	1	1
329	не столько	2	1
330	и назначение	1	1
331	на свою	1	1
332	своего рода	1	1
333	должны были	2	1
334	как одна	1	1
335	при всех	1	1
