N	2gram	Nazirov_Vr_1	Problemy
1	из подполья	3	36
2	и в	8	34
3	и не	5	29
4	как бы	4	27
5	что он	4	23
6	в его	3	22
7	в нем	6	19
8	может быть	4	19
9	не может	2	19
10	и все	7	19
11	как и	6	18
12	о себе	3	18
13	к себе	2	17
14	в этом	8	16
15	но в	6	16
16	и его	3	16
17	все это	4	16
18	он не	3	15
19	и с	6	15
20	что я	2	15
21	прежде всего	1	15
22	то же	5	14
23	к нему	1	14
24	для него	2	13
25	у достоевского	4	13
26	в то	5	12
27	же время	5	12
28	потому что	1	12
29	но и	7	12
30	т е	3	12
31	то что	7	11
32	не только	9	10
33	никогда не	2	8
34	в речах	1	8
35	с ним	4	8
36	в самом	1	8
37	так же	4	8
38	что же	1	8
39	точки зрения	2	8
40	я не	3	7
41	и даже	6	7
42	с которым	2	7
43	все же	6	7
44	отношении к	1	7
45	что в	7	7
46	с его	3	6
47	отношение к	2	6
48	что они	1	6
49	что у	3	6
50	в плане	1	6
51	самим собой	1	6
52	так и	1	6
53	в себе	2	6
54	которым он	1	6
55	на них	1	5
56	он сам	2	5
57	в чем	3	5
58	и наконец	1	5
59	и у	3	5
60	что это	1	5
61	в целом	1	5
62	он и	1	5
63	не мог	2	5
64	в конце	3	5
65	это слово	1	5
66	таким образом	2	5
67	и сам	1	5
68	и что	8	5
69	это не	4	5
70	того что	1	5
71	из них	2	5
72	всяком случае	1	5
73	в одном	1	5
74	и от	1	5
75	а в	2	5
76	героя в	1	5
77	во всяком	1	5
78	полемика с	1	4
79	смерти отца	1	4
80	он как	1	4
81	еще не	2	4
82	но не	1	4
83	но как	2	4
84	как в	1	4
85	героев достоевского	1	4
86	но на	1	4
87	при этом	4	4
88	в мире	2	4
89	его в	3	4
90	этом смысле	1	4
91	рядом с	2	4
92	все равно	1	4
93	с точки	2	4
94	его отношение	1	4
95	но это	2	4
96	ничего не	1	4
97	он хочет	1	4
98	как раз	2	4
99	его с	2	4
100	и это	2	4
101	тотчас же	1	4
102	в начале	6	4
103	у него	5	4
104	с другой	1	4
105	тем что	3	4
106	человека как	1	4
107	вместе с	2	4
108	да и	1	4
109	как к	1	4
110	из своего	1	4
111	для достоевского	1	4
112	бы его	1	4
113	а между	1	3
114	и то	2	3
115	достоевского в	7	3
116	высшей степени	1	3
117	исповеди ставрогина	1	3
118	б и	2	3
119	говорить о	1	3
120	в виду	4	3
121	в ней	4	3
122	мне все	1	3
123	совсем не	1	3
124	хотя и	1	3
125	и как	3	3
126	поэтому он	1	3
127	ставрогина с	2	3
128	уже в	4	3
129	как он	1	3
130	в записках	1	3
131	их в	2	3
132	это было	1	3
133	его и	2	3
134	достоевского и	7	3
135	в высшей	1	3
136	далеко не	3	3
137	этого не	1	3
138	такой же	1	3
139	раз и	1	3
140	в своей	2	3
141	в котором	6	3
142	не менее	2	3
143	но он	3	3
144	по крайней	1	3
145	том что	3	3
146	во всем	1	3
147	с ее	1	3
148	в ее	1	3
149	еще в	1	3
150	и во	3	3
151	голос и	1	3
152	между тем	5	3
153	крайней мере	1	3
154	в него	2	3
155	в том	3	3
156	человека с	2	3
157	а с	2	3
158	в стиле	1	3
159	до конца	1	3
160	под влиянием	1	3
161	эти слова	3	3
162	он уже	1	3
163	по своему	1	3
164	но для	1	3
165	это как	1	3
166	бы в	1	3
167	конце концов	1	3
168	но зато	1	3
169	только что	1	3
170	другой стороны	1	3
171	жизни и	1	3
172	от этой	1	2
173	себя как	1	2
174	запискам из	1	2
175	это и	1	2
176	не хочет	1	2
177	и этот	1	2
178	той же	1	2
179	плане его	1	2
180	еще до	1	2
181	совпадает с	1	2
182	ты как	1	2
183	того же	1	2
184	и он	2	2
185	него он	1	2
186	меня в	1	2
187	столь же	2	2
188	в преступлении	1	2
189	во всех	1	2
190	в сторону	1	2
191	вам это	1	2
192	с этим	1	2
193	по которому	1	2
194	в своем	3	2
195	говорил с	1	2
196	знаю что	1	2
197	них он	1	2
198	в этот	3	2
199	за границей	2	2
200	всего романа	1	2
201	раз в	3	2
202	тому же	1	2
203	вас и	1	2
204	всех этих	1	2
205	и тотчас	1	2
206	свои собственные	1	2
207	же не	2	2
208	было в	1	2
209	было бы	1	2
210	в жизни	1	2
211	в них	2	2
212	всю жизнь	1	2
213	но я	1	2
214	своего рода	1	2
