N	3gram	Trubetskoy_1	Myslijsy
1	более или менее	5	8
2	сами по себе	1	7
3	во всяком случае	6	7
4	в том что	3	7
5	и того же	1	6
6	в свою очередь	1	6
7	одного и того	1	6
8	по крайней мере	5	5
9	тем не менее	3	5
10	а между тем	1	4
11	до сих пор	5	4
12	в то время	1	4
13	заключает в себе	2	4
14	на то что	2	3
15	и сами по	1	3
16	с одной стороны	7	3
17	смысле этого слова	1	3
18	но тем не	1	3
19	в таком случае	1	2
20	после того как	1	2
21	или по крайней	1	2
22	не в том	1	2
23	с другой стороны	1	2
24	напрасно было бы	1	2
25	для того чтобы	5	2
26	то же время	2	2
27	так и в	1	2
28	не может быть	1	2
29	с самого начала	2	2
30	в то же	2	2
31	таким образом в	2	2
32	только тогда когда	1	2
33	один и тот	1	1
34	и в общем	1	1
35	и связанные с	2	1
36	состоит в том	1	1
37	одном и том	1	1
38	потому что в	1	1
39	с одним из	2	1
40	по-видимому и в	1	1
41	о том как	1	1
42	а потому что	1	1
43	мы можем знать	1	1
44	одного из своих	1	1
45	но при ближайшем	1	1
46	в отличие от	1	1
47	друг на друга	2	1
48	от связи с	3	1
49	бы то ни	2	1
50	потому что и	2	1
51	с тем что	1	1
52	при этом не	1	1
53	на каждом шагу	1	1
54	виде в каком	1	1
55	но когда мы	1	1
56	их отношение к	1	1
57	к мысли о	1	1
58	с этой точки	2	1
59	главным образом в	3	1
60	вместе с тем	8	1
61	но с другой	1	1
62	может и не	1	1
63	в одном и	1	1
64	тесную связь между	1	1
65	с тем какое	1	1
66	то ни было	2	1
67	сравнению с другими	1	1
68	и том же	1	1
69	только в одном	1	1
70	по сравнению с	2	1
71	в этом следует	1	1
72	то что он	2	1
73	по тому же	1	1
74	между человеком и	1	1
75	в связи с	3	1
76	из них не	1	1
77	друг к другу	1	1
78	что касается до	1	1
79	и тот же	1	1
80	на высших степенях	1	1
81	том виде в	2	1
82	а в том	1	1
83	и проч которые	1	1
84	не потому что	1	1
85	по всей вероятности	1	1
86	все же есть	1	1
87	о том что	4	1
88	ничего общего с	2	1
89	в одном из	1	1
90	что и в	1	1
91	в чем именно	1	1
92	к тем же	1	1
93	в том виде	2	1
94	но все же	4	1
95	с тем с	1	1
96	и в этом	2	1
97	не только от	1	1
98	природы но и	1	1
99	мы видели что	1	1
100	человеком и животным	1	1
