N	3gram	Vygotskiy__5	Psycholo
1	в самом деле	2	18
2	в том что	11	11
3	с точки зрения	9	9
4	то же самое	4	8
5	для того чтобы	14	8
6	в сущности говоря	4	7
7	мы видим что	2	7
8	заключается в том	5	6
9	с самого начала	5	6
10	до сих пор	3	5
11	с одной стороны	3	5
12	чтобы увидеть что	1	5
13	с другой стороны	2	5
14	в ее основе	1	3
15	мы могли бы	6	3
16	и то что	2	3
17	мы уже говорили	1	3
18	о том что	4	3
19	то и другое	2	3
20	о том как	2	2
21	если бы она	1	2
22	не можем не	1	2
23	в прямом смысле	1	2
24	на самом деле	1	2
25	то что с	1	2
26	того же самого	3	2
27	только в том	1	2
28	как мы увидим	1	2
29	вместе с тем	2	2
30	не то что	3	2
31	что в этой	1	2
32	одно и то	1	2
33	то время как	4	2
34	не совпадает с	1	2
35	смысле этого слова	1	2
36	того чтобы увидеть	1	2
37	и то же	1	2
38	все более и	1	2
39	во всяком случае	1	2
40	то что он	2	2
41	я не могу	1	2
42	в лучшем случае	3	2
43	мы не можем	1	2
44	образом мы видим	1	2
45	в то время	4	2
46	и вместе с	1	2
47	в свою очередь	3	2
48	более и более	1	2
49	к тому что	1	2
50	в том смысле	1	2
51	по аналогии с	1	2
52	как мы видели	2	2
53	и в другом	2	2
54	того о чем	1	1
55	мы будем иметь	1	1
56	в том виде	1	1
57	но все же	2	1
58	такой же мере	3	1
59	потому что он	5	1
60	больше чем то	1	1
61	в качестве предмета	1	1
62	таким образом что	2	1
63	из которых один	1	1
64	что в этом	1	1
65	в своей речи	1	1
66	это на примере	1	1
67	чем то что	1	1
68	видим что все	1	1
69	потому что в	2	1
70	показывает что в	1	1
71	это было бы	1	1
72	более или менее	1	1
73	имеем в виду	1	1
74	и может быть	1	1
75	же самого порядка	1	1
76	мы должны были	1	1
77	самом деле если	1	1
78	никак не может	1	1
79	того или иного	1	1
80	по своему значению	1	1
81	и что только	1	1
82	то что является	1	1
83	в этом суть	1	1
84	они не могут	1	1
85	противопоставляются друг другу	1	1
86	если бы ход	1	1
87	в зависимости от	2	1
88	есть в сущности	1	1
89	с каждым новым	1	1
90	если так то	1	1
91	ровно в такой	1	1
92	что он не	2	1
93	в отличие от	2	1
94	между этими двумя	1	1
95	бы сказать так	1	1
96	не было бы	1	1
97	лучшем случае он	1	1
98	в этом отношении	5	1
99	что не только	1	1
100	до самого конца	1	1
101	к самой природе	1	1
102	кроме того что	1	1
103	несмотря на свою	1	1
104	того что оно	1	1
105	можно было бы	3	1
106	со всеми остальными	1	1
107	но если мы	2	1
108	тому же выводу	1	1
109	с этой точки	4	1
110	о чем идет	1	1
111	в одном и	1	1
112	но и это	1	1
113	что в его	1	1
114	в достаточной мере	1	1
115	в применении к	1	1
116	так как она	2	1
117	той же мере	2	1
118	и что в	1	1
119	к этому что	1	1
120	может быть понято	1	1
121	все эти три	2	1
122	было бы величайшей	1	1
123	относится и ко	1	1
124	мы нашли что	2	1
125	тот же самый	1	1
126	в сущности это	2	1
127	что оба эти	1	1
128	в той же	2	1
129	состоит в том	3	1
130	в которой они	1	1
131	если бы оно	1	1
132	не иначе как	2	1
133	а с другой	2	1
134	и ничего не	1	1
135	которые казалось бы	1	1
136	в такой же	3	1
137	прибавим к этому	1	1
138	было бы предположить	1	1
139	мы никогда не	1	1
140	мере в какой	3	1
141	и той же	1	1
142	один и тот	3	1
143	этой точки зрения	4	1
144	в тех случаях	1	1
145	может помочь нам	1	1
146	сущности говоря это	1	1
147	по сравнению с	5	1
148	что в сущности	1	1
149	в котором она	1	1
150	таким образом мы	1	1
151	том смысле что	1	1
152	верно не только	1	1
153	в том чтобы	1	1
154	в их основе	1	1
155	мы постараемся сейчас	1	1
156	и что следовательно	1	1
157	как это мы	1	1
158	хотя бы в	2	1
159	не только не	3	1
160	к которому мы	1	1
161	и что все	1	1
162	что в действительности	1	1
163	в себя и	1	1
164	мы знаем что	1	1
165	к тому чтобы	4	1
166	что эта фраза	1	1
167	можно сказать что	5	1
168	совершенно очевидно что	1	1
169	чем перейти к	1	1
170	почти с самого	1	1
171	таким образом и	1	1
172	одной и той	1	1
173	которая состоит в	1	1
174	так что в	2	1
175	чем идет речь	1	1
176	потому что она	1	1
177	всего сказанного выше	1	1
178	могли бы сказать	2	1
179	не может быть	3	1
180	видим что в	1	1
181	бы величайшей ошибкой	1	1
182	в высшей степени	2	1
183	потому что эта	1	1
184	подобно тому как	4	1
185	при этом она	1	1
186	и тот же	3	1
187	одном и в	1	1
