N	2gram	Bakhtin_sl_1	Narrotol
1	не только	16	31
2	но и	16	27
3	и не	16	23
4	при этом	6	19
5	может быть	14	15
6	в качестве	3	14
7	в частности	2	14
8	как и	4	13
9	а не	15	13
10	а в	6	13
11	в этом	12	12
12	только в	6	12
13	и в	41	11
14	в данном	3	11
15	и его	14	10
16	такого рода	2	10
17	то есть	26	9
18	то же	14	8
19	не может	14	8
20	данном случае	3	8
21	в том	3	8
22	уже не	2	8
23	со стороны	1	8
24	но в	8	7
25	том что	2	7
26	если бы	1	7
27	на протяжении	2	7
28	у него	3	7
29	и он	1	6
30	в самом	5	6
31	не в	7	6
32	в этой	1	6
33	в себе	3	6
34	к тому	3	6
35	одного из	2	6
36	во втором	1	6
37	в его	13	6
38	как бы	12	6
39	один из	4	6
40	как раз	2	6
41	или в	8	6
42	а также	2	6
43	жизни и	1	6
44	и на	14	5
45	той или	9	5
46	перед нами	4	5
47	так и	11	5
48	несобственно-прямой речи	1	5
49	точки зрения	16	5
50	в своей	7	5
51	потому что	2	5
52	можно сказать	2	5
53	точка зрения	8	5
54	столь же	2	5
55	то в	2	4
56	в первом	3	4
57	еще не	4	4
58	с его	4	4
59	но не	2	4
60	как в	8	4
61	все же	7	4
62	хотя и	2	4
63	из этих	3	4
64	в нем	30	4
65	из них	3	4
66	и тем	2	4
67	в одном	2	4
68	в то	14	4
69	одна из	2	4
70	того чтобы	1	4
71	никогда не	3	4
72	в сознании	2	4
73	в ней	4	4
74	так в	2	4
75	о том	3	4
76	же время	12	4
77	к нему	5	4
78	в литературе	1	4
79	того что	3	4
80	для него	3	4
81	слова в	8	4
82	у нее	1	4
83	или иной	9	4
84	прежде всего	8	4
85	о чем	1	4
86	мира в	1	4
87	чужого слова	2	4
88	однако и	1	4
89	как известно	1	3
90	также и	3	3
91	и то	2	3
92	мы имеем	1	3
93	мы не	2	3
94	но как	1	3
95	в противовес	1	3
96	в своем	3	3
97	в целом	2	3
98	но именно	4	3
99	он не	3	3
100	для того	2	3
101	и с	4	3
102	это не	6	3
103	в жизни	1	3
104	в слове	7	3
105	и ее	3	3
106	тем не	1	3
107	однако в	1	3
108	не менее	1	3
109	этом отношении	1	3
110	за ними	1	3
111	у нас	2	3
112	и о	2	3
113	сводится к	1	3
114	о нем	4	3
115	его жизни	1	3
116	лишь в	4	3
117	между тем	2	3
118	или напротив	2	3
119	в прозе	1	3
120	именно в	3	3
121	не было	3	3
122	быть не	1	3
123	в начале	1	3
124	не является	2	3
125	и все	4	3
126	первом случае	2	3
127	именно эта	2	2
128	своего и	2	2
129	и через	1	2
130	в зависимости	3	2
131	всех его	7	2
132	язык как	3	2
133	и для	4	2
134	высказывания в	1	2
135	в сущности	13	2
136	и чужого	2	2
137	зависимости от	3	2
138	меньшей степени	4	2
139	между собой	2	2
140	отличие от	1	2
141	в едином	1	2
142	один и	1	2
143	в той	10	2
144	из уст	1	2
145	сознания в	1	2
146	них как	2	2
147	та же	1	2
148	в известном	2	2
149	лица и	1	2
150	роль в	2	2
151	на то	1	2
152	не могла	2	2
153	так сказать	5	2
154	одно и	2	2
155	человека в	1	2
156	а его	1	2
157	входит в	4	2
158	это было	1	2
159	и иных	2	2
160	для них	2	2
161	этого не	1	2
162	он и	1	2
163	жизни но	2	2
164	и того	1	2
165	в этих	2	2
166	в отличие	1	2
167	сих пор	2	2
168	у тургенева	7	2
169	она не	3	2
170	национального языка	5	2
171	дело в	1	2
172	дело не	2	2
173	не могло	3	2
174	ничего не	4	2
175	связи с	2	2
176	не столь	1	2
177	ни о	2	2
178	оно не	6	2
179	как мы	8	2
180	с ее	4	2
181	свою очередь	2	2
182	здесь не	2	2
183	другой стороны	4	2
184	в пределах	14	2
185	с языком	2	2
186	что может	1	2
187	особенно в	1	2
188	с ним	7	2
189	точек зрения	5	2
190	за пределами	2	2
191	до сих	2	2
192	с другой	5	2
193	нас в	2	2
194	в форме	1	2
195	и только	1	2
196	же в	1	2
197	большей или	4	2
198	известном смысле	2	2
199	чем он	2	2
200	с ними	3	2
201	дело с	1	2
202	всяком случае	5	2
203	они могут	7	2
204	где они	2	2
205	себя в	9	2
206	только на	2	2
207	до конца	12	2
208	его и	3	2
209	к ним	1	2
210	друг друга	3	2
211	каждый из	1	2
212	где в	1	2
213	в особенности	8	2
214	и даже	6	2
215	в результате	3	2
216	как у	1	2
217	что не	1	2
218	слово но	1	2
219	героя и	1	2
220	а на	2	2
221	что мы	1	2
222	вместе с	1	2
223	по своим	6	2
224	и столь	1	2
225	по своему	2	2
226	установкой на	1	2
227	да и	1	2
228	быть и	4	2
229	и от	4	2
230	которая в	1	2
231	с установкой	1	2
232	хотя бы	3	2
233	персонажа и	1	2
234	в романе	21	2
235	между ними	2	2
236	сказать что	2	2
237	в свою	3	2
238	все что	1	2
239	по причине	1	2
240	в таком	1	2
241	во всяком	7	2
242	как все	1	1
243	и т	28	1
244	одним из	4	1
245	же как	2	1
246	чтобы не	1	1
247	не знаем	1	1
248	диалогический момент	1	1
249	жил в	1	1
250	не остается	1	1
251	его своею	1	1
252	на самом	2	1
253	в стороне	1	1
254	оказываются в	1	1
255	в самостоятельный	2	1
256	и есть	1	1
257	за все	1	1
258	характерное для	1	1
259	и до	1	1
260	выражается в	1	1
261	что видит	1	1
262	из персонажей	1	1
263	мы уже	2	1
264	из всех	1	1
265	например в	2	1
266	что между	1	1
267	в первый	1	1
268	звучать и	1	1
269	то и	1	1
270	в каждый	5	1
271	но даже	1	1
272	в некотором	1	1
273	мы и	2	1
274	чужих высказываний	5	1
275	прибегает к	1	1
276	слово не	2	1
277	он был	1	1
278	в последних	1	1
279	бы то	1	1
280	в различных	1	1
281	и главное	1	1
282	различия между	2	1
283	могло быть	1	1
284	а только	1	1
285	не входит	1	1
286	тех же	1	1
287	свою жизнь	1	1
288	не все	1	1
289	отношение к	7	1
290	к автору	2	1
291	его на	1	1
292	с этим	3	1
293	и лишь	1	1
294	целый ряд	1	1
295	и наконец	4	1
296	и к	5	1
297	в действительности	1	1
298	и многообразно	1	1
299	еще на	1	1
300	в которой	4	1
301	отношения с	1	1
302	же слово	3	1
303	бы не	1	1
304	чужих слов	7	1
305	к своей	2	1
306	приводит к	1	1
307	речи но	2	1
308	и тот	1	1
309	чем его	1	1
310	направлено на	1	1
311	чужое слово	1	1
312	что она	1	1
313	как единого	1	1
314	языком в	1	1
315	задний план	1	1
316	в лирике	1	1
317	т д	5	1
318	одному из	2	1
319	не как	4	1
320	друг с	2	1
321	какой бы	1	1
322	в творческом	1	1
323	в комнату	1	1
324	и по	2	1
325	людей и	1	1
326	в нее	1	1
327	именно это	1	1
328	таким образом	9	1
329	значительной степени	1	1
330	то ни	1	1
331	могла бы	1	1
332	значение в	1	1
333	персонажа а	1	1
334	той же	2	1
335	особенности в	1	1
336	них не	1	1
337	его в	3	1
338	поскольку его	1	1
339	напряженное взаимодействие	1	1
340	с другими	5	1
341	о художественной	1	1
342	смешаны два	1	1
343	лишь на	3	1
344	рассказчика и	3	1
345	в большей	3	1
346	все слова	3	1
347	но уже	1	1
348	произведение как	1	1
349	и рассказчик	1	1
350	далеко не	5	1
351	в ее	2	1
352	если во	1	1
353	мы видели	1	1
354	нет своего	1	1
355	и было	1	1
356	автора и	4	1
357	в один	1	1
358	нисколько не	2	1
359	такая композиционная	1	1
360	два смысловых	1	1
361	или менее	3	1
362	где язык	1	1
363	в котором	2	1
364	с точки	8	1
365	в их	4	1
366	и языка	1	1
367	оно живет	1	1
368	в которых	1	1
369	от его	3	1
370	риторического слова	2	1
371	и они	1	1
372	мир и	1	1
373	точку зрения	3	1
374	основной для	1	1
375	но во	1	1
376	обращение к	1	1
377	по крайней	1	1
378	на языке	1	1
379	ни было	2	1
380	кругозоре и	1	1
381	даже в	2	1
382	тому что	2	1
383	к некоторым	1	1
384	так как	3	1
385	до известной	2	1
386	которые не	1	1
387	эвристическое значение	2	1
388	в единство	2	1
389	и уже	1	1
390	преимущественно в	4	1
391	же национального	2	1
392	слова как	6	1
393	ними не	1	1
394	по своей	1	1
395	во всем	1	1
396	так называемый	1	1
397	только с	1	1
398	ему не	2	1
399	с другом	2	1
400	и со	1	1
401	тем это	1	1
402	в специальном	1	1
403	тургенева в	1	1
404	могут быть	19	1
405	понимает и	2	1
406	отличается от	1	1
407	того о	1	1
408	не встречается	1	1
409	для его	1	1
410	не предполагает	2	1
411	должен быть	1	1
412	в виду	1	1
413	речевого субъекта	1	1
414	для всего	1	1
415	в более	1	1
416	различие между	1	1
417	и совершенно	1	1
418	и сам	3	1
419	не драматический	1	1
420	в другом	2	1
421	по аналогии	1	1
422	переход к	1	1
423	не с	2	1
424	каждого из	1	1
425	смысловых и	4	1
426	мы отчетливо	4	1
427	на которую	1	1
428	чем у	1	1
429	имеет дело	2	1
430	наше внимание	1	1
431	но у	1	1
432	не исчерпывается	2	1
433	является в	1	1
434	был не	1	1
435	из одного	2	1
436	и вообще	2	1
437	остановимся на	2	1
438	персонажей происходит	1	1
439	входит и	1	1
440	и вся	1	1
441	произведения как	3	1
442	и здесь	3	1
443	косвенной речи	1	1
444	голоса в	2	1
445	для нас	2	1
446	в значительной	1	1
447	к слову	1	1
448	не умеет	1	1
449	третьими и	1	1
450	во всех	17	1
451	возникает и	1	1
452	на возможности	1	1
453	творчества в	1	1
454	а потому	1	1
455	нуждается в	1	1
456	на одном	1	1
457	что и	1	1
458	крайней мере	1	1
459	особый кругозор	1	1
460	и ценностных	2	1
461	в художественной	1	1
462	все время	3	1
463	в него	3	1
464	система языка	2	1
465	оно и	4	1
466	в двух	1	1
467	тот же	1	1
468	одной из	3	1
469	зрения в	1	1
470	ли он	4	1
471	бы из	1	1
472	иной степени	9	1
473	персонажей а	1	1
474	сложности и	1	1
475	не такова	1	1
476	между этими	2	1
477	бы ни	3	1
478	на мир	4	1
479	с одной	4	1
480	со всеми	1	1
481	с которыми	2	1
482	на предмет	4	1
483	к одному	1	1
484	как разноречивое	1	1
485	того же	6	1
486	и у	2	1
487	художника но	1	1
488	практике его	1	1
489	языка как	4	1
490	от других	2	1
491	у них	2	1
492	не из	2	1
493	в душе	1	1
494	и понимание	1	1
495	только одно	1	1
496	или даже	2	1
497	далек от	1	1
498	произведения и	2	1
499	случае не	1	1
500	в ряде	1	1
501	этими словами	1	1
502	автор и	2	1
503	существенную роль	1	1
504	не просто	1	1
505	на том	2	1
506	каждого высказывания	1	1
507	протяжении всего	1	1
508	момент в	1	1
509	в последние	2	1
510	на будущее	1	1
511	который не	1	1
512	в обращении	1	1
513	и ему	1	1
514	до этого	1	1
515	которых мы	1	1
516	для этого	1	1
517	или меньшей	4	1
518	в меньшей	1	1
519	поля зрения	1	1
520	наконец в	2	1
521	а с	2	1
522	же о	1	1
523	ценностных кругозора	1	1
524	его голос	1	1
525	что для	1	1
526	данного высказывания	1	1
527	одной стороны	4	1
528	он только	1	1
529	на этот	1	1
530	а главное	1	1
531	не на	5	1
532	которое по	1	1
533	на нескольких	1	1
534	его как	2	1
535	условий но	1	1
536	и композиционно	2	1
537	когда она	1	1
538	его сознании	1	1
539	там где	4	1
540	произведение в	1	1
541	как высказывания	1	1
542	и слово	2	1
543	ближе к	1	1
544	порядок и	1	1
545	с помощью	1	1
546	на фоне	7	1
547	связь с	2	1
548	о себе	1	1
549	так же	2	1
550	и потому	4	1
551	возможность в	1	1
552	этого момента	1	1
553	его слово	2	1
554	под понятие	1	1
555	от множественности	1	1
556	слове но	1	1
557	это его	1	1
558	образ и	1	1
559	прямая речь	1	1
560	рассказ в	2	1
561	в иные	3	1
562	в контексте	2	1
563	входит как	1	1
564	слова и	13	1
565	на разных	1	1
566	несобственно-прямая речь	1	1
567	принципиально иначе	1	1
568	голоса и	1	1
569	но это	1	1
570	развернута в	1	1
571	все это	5	1
572	два высказывания	1	1
573	стороне от	1	1
574	его становления	1	1
575	в формировании	1	1
576	новых лиц	1	1
577	оно провоцирует	1	1
578	и где	1	1
579	и борьба	1	1
580	сам же	1	1
581	известной степени	4	1
582	которых он	1	1
583	говорящего и	2	1
584	какие только	1	1
585	о котором	1	1
586	интерес к	2	1
587	еще более	5	1
588	тем более	1	1
589	все они	7	1
590	предмета и	2	1
591	отношении к	6	1
592	первый раз	1	1
593	не знает	1	1
594	речи и	1	1
595	совершенно не	2	1
596	него нет	1	1
597	как за	1	1
598	прямой речи	1	1
599	композиционная форма	2	1
600	в свое	3	1
601	более или	3	1
602	к этому	2	1
603	они не	1	1
604	которая не	3	1
