N	2gram	Tiupa_Anal_3	VerxiiNi
1	и в	18	26
2	таким образом	4	22
3	с тем	2	18
4	в этом	14	15
5	вместе с	2	15
6	точки зрения	3	13
7	как бы	10	12
8	в том	9	11
9	из этих	3	10
10	не только	22	10
11	может быть	9	10
12	связи с	1	9
13	но и	13	9
14	что в	9	9
15	но не	7	8
16	в общем	2	8
17	и у	1	8
18	с другой	7	8
19	и не	12	8
20	как на	1	8
21	но в	2	7
22	том что	12	7
23	потому что	1	7
24	с одной	2	7
25	то что	2	7
26	а с	1	7
27	одной стороны	2	7
28	того же	5	6
29	все же	4	6
30	все эти	2	6
31	в себе	2	6
32	всяком случае	2	6
33	с точки	2	6
34	к тому	6	6
35	так и	14	6
36	и т.д	2	6
37	о том	6	6
38	в конце	5	6
39	что и	5	6
40	несмотря на	2	6
41	и потому	2	6
42	все это	3	6
43	мы должны	1	6
44	во всяком	2	6
45	отношение к	1	5
46	сих пор	1	5
47	и к	4	5
48	тому же	3	5
49	в силу	1	5
50	в мире	5	5
51	лишь в	5	5
52	по крайней	4	5
53	того чтобы	1	5
54	никогда не	5	5
55	для того	1	5
56	образом в	1	5
57	в его	7	5
58	крайней мере	4	5
59	до сих	1	5
60	а не	9	5
61	к жизни	3	5
62	и для	2	5
63	одной из	1	5
64	то же	3	4
65	в течение	1	4
66	в самом	5	4
67	учение о	1	4
68	в этой	6	4
69	и по	2	4
70	то есть	10	4
71	с другими	1	4
72	он не	6	4
73	далеко не	4	4
74	и тогда	1	4
75	в то	3	4
76	в нем	2	4
77	а в	10	4
78	и только	1	4
79	только в	2	4
80	на этот	1	4
81	не может	2	4
82	из которых	1	4
83	и от	2	4
84	что он	4	4
85	к богу	1	3
86	если в	3	3
87	в своем	4	3
88	когда он	2	3
89	и как	4	3
90	так или	1	3
91	духовной культуры	1	3
92	при этом	11	3
93	тем не	2	3
94	если бы	1	3
95	то с	1	3
96	не менее	4	3
97	как о	1	3
98	представляет собой	5	3
99	и о	1	3
100	культуры и	1	3
101	можно сказать	4	3
102	в значительной	2	3
103	путь к	3	3
104	того что	1	3
105	но с	2	3
106	хотя бы	1	3
107	в качестве	12	3
108	так что	1	3
109	уже не	5	3
110	связывается с	1	3
111	для него	6	3
112	в одном	4	3
113	к ним	1	3
114	случае не	1	3
115	и даже	8	3
116	или иначе	1	3
117	в связи	1	3
118	в рамках	3	3
119	каждая из	1	3
120	с этой	1	3
121	в результате	5	3
122	отношению к	7	3
123	и другие	1	3
124	к этому	3	3
125	в таком	1	3
126	связана с	1	2
127	его не	3	2
128	мы имеем	5	2
129	ни у	1	2
130	еще не	6	2
131	и на	4	2
132	с его	8	2
133	во всех	2	2
134	в новом	2	2
135	с тех	1	2
136	на то	1	2
137	не могла	2	2
138	они в	1	2
139	с именем	1	2
140	не как	2	2
141	состоит в	4	2
142	его можно	1	2
143	никто из	1	2
144	те же	2	2
145	в глазах	2	2
146	в них	2	2
147	не всегда	3	2
148	но если	1	2
149	и сейчас	1	2
150	не в	6	2
151	вплоть до	2	2
152	тех пор	2	2
153	без остатка	2	2
154	героев и	1	2
155	не могло	1	2
156	только не	3	2
157	в самой	1	2
158	же время	3	2
159	с одним	1	2
160	и является	1	2
161	этом отношении	3	2
162	ему в	1	2
163	и здесь	2	2
164	не могут	1	2
165	похож на	1	2
166	той или	3	2
167	приводит к	4	2
168	не с	2	2
169	особенно в	1	2
170	связанных с	1	2
171	для этого	1	2
172	мысль о	3	2
173	а также	2	2
174	должно было	1	2
175	между тем	5	2
176	вслед за	1	2
177	наконец в	1	2
178	по своей	2	2
179	один из	2	2
180	тот же	1	2
181	от них	1	2
182	со всеми	2	2
183	для всех	2	2
184	уже в	3	2
