N	3gram	Potebnia_M_4	Dialekti
1	и т д	3	19
2	с точки зрения	3	12
3	в том что	7	7
4	сам по себе	4	6
5	само по себе	5	5
6	то же время	3	4
7	по крайней мере	5	4
8	с другой стороны	1	4
9	той или другой	1	4
10	на то что	4	4
11	в то же	3	4
12	только потому что	2	3
13	не имеет никакого	1	3
14	что в нем	1	3
15	может быть и	1	3
16	и в этом	4	3
17	иметь в виду	1	3
18	не может быть	5	3
19	ничего общего с	1	3
20	можно сказать что	4	3
21	но уже и	1	2
22	то что я	7	2
23	никогда не может	1	2
24	мы говорим что	1	2
25	на самом деле	3	2
26	до сих пор	4	2
27	и то и	1	2
28	на что не	1	2
29	не было бы	1	2
30	в этом отношении	1	2
31	и т п	4	2
32	точно так же	1	2
33	то и другое	2	2
34	с одной стороны	1	2
35	как один из	1	2
36	друг к другу	1	2
37	во всяком случае	3	2
38	одна и та	1	2
39	и стало быть	1	2
40	мы говорим не	2	2
41	о том что	5	2
42	можем сказать что	2	2
43	к тому что	1	2
44	и та же	1	2
45	а между тем	4	1
46	можно сравнить с	2	1
47	заметим только что	1	1
48	и есть то	1	1
49	хотя и не	1	1
50	так что не	1	1
51	в себе никаких	1	1
52	если бы все	1	1
53	другой стороны в	1	1
54	сказать что в	1	1
55	мы имеем дело	2	1
56	только сказать что	1	1
57	дело в том	1	1
58	и той же	1	1
59	если она и	1	1
60	в виду что	1	1
61	это было бы	1	1
62	так или иначе	2	1
63	так что в	1	1
64	что же касается	1	1
65	если же он	1	1
66	и еще более	1	1
67	то что человек	1	1
68	до известной степени	2	1
69	сами по себе	2	1
70	можно говорить о	1	1
71	и быть может	1	1
72	есть то что	2	1
73	только в том	2	1
74	того и другого	1	1
75	и это есть	2	1
76	нет различия между	1	1
77	если бы не	2	1
78	что все это	1	1
79	нечто совсем другое	1	1
80	но и к	1	1
81	и не в	1	1
82	не есть только	3	1
83	все это происходит	1	1
84	в том чтобы	1	1
85	если бы мы	1	1
86	то что она	2	1
87	в то время	1	1
88	стало быть и	1	1
89	и в отношении	1	1
90	то стало быть	1	1
91	а о том	1	1
92	не в том	2	1
93	в связи с	1	1
94	сказать что эти	1	1
95	но так что	1	1
96	это не значит	2	1
97	он есть нечто	1	1
98	когда мы говорим	3	1
99	но так как	1	1
100	бы не было	2	1
101	такое же отношение	1	1
102	а в том	2	1
103	сих пор не	1	1
104	тех и других	1	1
105	есть не что	1	1
106	было бы совершенно	1	1
107	стало быть в	1	1
108	бы это было	1	1
109	идеального и реального	1	1
110	с самого начала	1	1
111	образа и идеи	1	1
112	что иное как	2	1
113	что это не	1	1
114	если бы они	1	1
115	друг от друга	1	1
116	заметить что в	1	1
117	в этих случаях	2	1
118	значит одно а	1	1
119	одной и той	1	1
120	не что иное	2	1
121	том что такое	1	1
122	мы замечаем что	1	1
123	тем не менее	4	1
124	в сравнении с	1	1
125	дело не в	1	1
126	для того чтобы	4	1
127	в них не	1	1
128	на первый взгляд	1	1
129	точки зрения той	1	1
130	что если бы	2	1
131	незаметно для нас	1	1
132	то же самое	4	1
