N	2gram	Potebnia_M_2	KulturaY
1	и т	6	54
2	т п	3	41
3	и в	24	23
4	в том	18	22
5	не только	15	17
6	в этом	8	16
7	было бы	13	16
8	с точки	1	16
9	самом деле	2	14
10	может быть	23	14
11	в самом	4	13
12	что в	16	13
13	не менее	5	12
14	потому что	49	12
15	для того	5	12
16	вопрос о	2	11
17	том что	8	11
18	того чтобы	2	11
19	в его	2	11
20	того что	7	11
21	а не	18	11
22	у нас	2	10
23	и не	19	10
24	еще не	4	9
25	таким образом	11	9
26	тем не	6	9
27	хотя бы	2	9
28	так как	10	9
29	прежде всего	7	9
30	т д	3	8
31	лишь в	1	8
32	если бы	11	8
33	уже не	4	8
34	до сих	4	8
35	сих пор	4	8
36	между прочим	4	8
37	как на	3	8
38	как это	2	7
39	все эти	2	7
40	в нашем	2	7
41	должно быть	2	7
42	того как	7	7
43	если мы	3	7
44	те же	3	7
45	и что	4	7
46	с другой	6	7
47	в языке	3	7
48	слова и	3	7
49	сказать что	2	7
50	то же	12	6
51	в общем	2	6
52	только в	11	6
53	так и	5	6
54	при этом	13	6
55	и тем	3	6
56	с тем	4	6
57	в их	1	6
58	ничего не	1	6
59	связи с	6	6
60	не может	12	6
61	могут быть	8	6
62	по себе	15	6
63	о том	5	6
64	после того	2	6
65	что и	11	6
66	тот же	5	6
67	что он	4	6
68	и есть	2	5
69	как мы	1	5
70	в чем	7	5
71	независимо от	9	5
72	все же	5	5
73	хотя и	3	5
74	из этих	4	5
75	как бы	9	5
76	что она	3	5
77	как и	7	5
78	не в	13	5
79	вовсе не	9	5
80	по языку	1	5
81	во внимание	1	5
82	от того	5	5
83	не могут	7	5
84	слов и	1	5
85	всякого рода	1	5
86	тем что	7	5
87	далеко не	3	5
88	в связи	2	5
89	что же	1	5
90	не будем	1	5
91	тем более	1	5
92	но это	3	5
93	а в	8	5
94	того же	14	4
95	тех же	1	4
96	отношения между	2	4
97	для нашей	1	4
98	столь же	5	4
99	как в	10	4
100	только тогда	3	4
101	в целом	3	4
102	языка как	1	4
103	том случае	1	4
104	этого слова	6	4
105	убедиться что	1	4
106	что значит	1	4
107	что такое	2	4
108	не столько	2	4
