N	3gram	Savitsky_E_1	Psycholo
1	на то что	2	12
2	в том что	6	11
3	с точки зрения	16	9
4	для того чтобы	5	8
5	мы увидим что	1	7
6	заключается в том	2	6
7	с одной стороны	8	5
8	с другой стороны	2	5
9	о которых мы	1	5
10	и т д	1	4
11	и в этом	4	3
12	и то и	1	3
13	речь идет о	1	3
14	то и другое	1	3
15	имеет место в	2	2
16	то что с	1	2
17	только в том	2	2
18	и та же	1	2
19	в двух противоположных	1	2
20	то что в	2	2
21	то время как	1	2
22	в данном случае	2	2
23	смысле этого слова	1	2
24	между тем в	3	2
25	во всяком случае	3	2
26	мы видели что	1	2
27	в лучшем случае	1	2
28	вовсе не в	1	2
29	мы не можем	1	2
30	в то время	1	2
31	в свою очередь	2	2
32	к тому что	1	2
33	в том смысле	1	2
34	было бы совершенно	1	2
35	при помощи которого	1	2
36	как мы видели	2	2
37	а не к	1	1
38	что в этом	1	1
39	того что в	2	1
40	более или менее	1	1
41	что для него	1	1
42	как будто нет	1	1
43	нам кажется что	2	1
44	того или иного	4	1
45	каждого из них	1	1
46	то есть чем	1	1
47	имеет для нас	1	1
48	или иначе говоря	1	1
49	если так то	1	1
50	в отличие от	1	1
51	мы все знаем	1	1
52	в том случае	1	1
53	в этом отношении	3	1
54	с тем что	1	1
55	кроме того что	1	1
56	заключает в себе	3	1
57	можно было бы	3	1
58	может быть и	1	1
59	с этой точки	5	1
60	том случае если	1	1
61	и в своем	1	1
62	в применении к	3	1
63	дело идет о	2	1
64	та и другая	1	1
65	всего этого следует	1	1
66	что в таком	1	1
67	себя как на	1	1
68	будет доказано что	1	1
69	мы отнюдь не	1	1
70	одна и та	1	1
71	один и тот	1	1
72	этой точки зрения	5	1
73	указать на то	1	1
74	если обратиться к	1	1
75	в тех случаях	1	1
76	и все другие	2	1
77	очевидно что в	2	1
78	мы остановились на	1	1
79	с но и	1	1
80	по сравнению с	2	1
81	не кто иной	1	1
82	склонен думать что	1	1
83	том смысле что	1	1
84	мы можем сказать	2	1
85	как это мы	1	1
86	хотя бы в	2	1
87	к тому чтобы	2	1
88	можно сказать что	3	1
89	не более как	1	1
90	двух противоположных направлениях	1	1
91	сплошь и рядом	2	1
92	совершенно очевидно что	1	1
93	ли это что	1	1
94	не может быть	2	1
95	на то чтобы	1	1
96	к тому же	1	1
97	кто иной как	1	1
98	и тот же	1	1
