N	2gram	Vygotskiy__1	Narrotol
1	не только	16	26
2	а не	3	17
3	представляет собой	11	16
4	но и	14	15
5	при этом	4	14
6	в том	24	14
7	в качестве	9	14
8	и не	9	14
9	в этом	17	13
10	и в	23	13
11	том что	21	13
12	состоит в	1	12
13	такого рода	1	12
14	только в	6	11
15	в частности	2	11
16	может быть	14	10
17	в данном	2	10
18	так и	5	9
19	к тому	4	9
20	а в	2	9
21	в себе	6	8
22	то что	17	8
23	не в	4	8
24	не может	12	8
25	иначе говоря	2	7
26	у него	1	6
27	в своем	3	6
28	все же	3	6
29	и к	4	6
30	но в	5	6
31	в жизни	1	6
32	никогда не	2	6
33	ничего не	3	6
34	данном случае	2	6
35	можно сказать	5	6
36	а также	1	6
37	в его	14	6
38	вслед за	2	6
39	того что	15	6
40	со стороны	1	6
41	прежде всего	10	6
42	как бы	11	6
43	я не	3	5
44	ответ на	3	5
45	отличие от	1	5
46	что он	7	5
47	как в	4	5
48	хотя и	2	5
49	в нем	1	5
50	тем не	1	5
51	он не	5	5
52	таким образом	26	5
53	на протяжении	1	5
54	и тем	6	5
55	точки зрения	26	5
56	в котором	4	5
57	не столько	4	5
58	тем самым	5	5
59	в то	7	5
60	на него	2	5
61	о том	6	5
62	в форме	1	5
63	с одной	8	5
64	по отношению	7	5
65	с другой	10	5
66	одной стороны	9	5
67	в отличие	1	5
68	отношению к	7	5
69	то же	8	4
70	в ее	2	4
71	в этой	7	4
72	отнюдь не	1	4
73	перед нами	5	4
74	что это	3	4
75	в силу	6	4
76	уже не	2	4
77	об этом	3	4
78	все его	1	4
79	содержание сознания	1	4
80	в своей	4	4
81	не к	2	4
82	в конце	2	4
83	не менее	1	4
84	если бы	5	4
85	и т.д	5	4
86	в другом	7	4
87	в какой	5	4
88	для него	2	4
89	как и	14	4
90	как это	2	4
91	не является	9	4
92	и все	5	4
93	и у	1	4
94	жизни и	2	4
95	что в	14	4
96	все что	1	4
97	для себя	4	3
98	самом деле	3	3
99	едва ли	2	3
100	с его	4	3
101	но не	4	3
102	что они	3	3
103	как к	1	3
104	в целом	20	3
105	все эти	4	3
106	в ответ	1	3
107	в известном	2	3
108	и его	6	3
109	от которого	1	3
110	внутренней речи	9	3
111	конечном счете	1	3
112	самим собой	1	3
113	он является	1	3
114	соответствии с	1	3
115	в слове	2	3
116	которой он	1	3
117	о которой	1	3
118	что я	1	3
119	точку зрения	2	3
120	тому что	5	3
121	того чтобы	17	3
122	же время	2	3
123	по своей	5	3
124	этом отношении	4	3
125	между детьми	1	3
126	той или	1	3
127	строго говоря	2	3
128	между собой	5	3
129	о котором	2	3
130	детьми и	1	3
131	внимание на	1	3
132	внешняя сторона	1	3
133	в конечном	1	3
134	это не	1	3
135	известном смысле	2	3
136	один из	2	3
137	никак не	1	3
138	между тем	9	3
139	то и	3	3
140	или даже	2	3
141	представить себе	5	3
142	как раз	4	3
143	и даже	2	3
144	или иной	1	3
145	в соответствии	1	3
146	с этой	6	3
147	и для	1	3
148	а к	1	3
149	сказать что	11	3
150	к его	2	3
151	в таком	1	3
152	и т	1	2
153	он может	2	2
154	по его	1	2
155	мы не	7	2
156	же как	6	2
157	в ней	1	2
158	еще не	1	2
159	столь же	6	2
160	в чем	4	2
161	на самом	1	2
162	себе и	2	2
163	могли бы	6	2
164	как уже	7	2
165	в самом	7	2
166	бы с	1	2
167	в нашем	2	2
168	из этих	3	2
169	раз в	1	2
170	как он	3	2
171	на то	5	2
172	что она	4	2
173	в принципе	1	2
174	которая не	1	2
175	той же	2	2
176	было бы	4	2
177	должен был	1	2
178	в самую	1	2
179	несмотря на	2	2
180	ведет к	1	2
181	с точки	18	2
182	и что	5	2
183	от его	1	2
184	и более	5	2
185	что с	2	2
186	не имеет	2	2
187	в процессе	8	2
188	как о	1	2
189	говорить о	2	2
190	не могло	3	2
191	только не	1	2
192	своей природе	2	2
193	потому что	6	2
194	со своим	1	2
195	с таким	3	2
196	в сознании	1	2
197	не вполне	1	2
198	в области	3	2
199	и здесь	1	2
200	все то	1	2
201	его внутренней	1	2
202	в направлении	1	2
203	оно не	1	2
204	но для	1	2
205	не могу	3	2
206	всей своей	1	2
207	что у	2	2
208	можно было	3	2
209	во второй	1	2
210	действия но	2	2
211	внутренняя сторона	2	2
212	эти два	1	2
213	необходимо должна	1	2
214	что и	1	2
215	представления о	1	2
216	в современной	2	2
217	со всеми	2	2
218	в виде	2	2
219	в равной	2	2
220	обратиться к	3	2
221	одно из	2	2
222	а то	1	2
223	на одном	1	2
224	могло бы	1	2
225	вовсе не	3	2
226	может служить	1	2
227	в других	1	2
228	представляют собой	2	2
229	речь следует	1	2
230	именно в	6	2
231	а с	4	2
232	превращается в	3	2
233	зависит от	1	2
234	если не	3	2
235	так же	16	2
236	в строгом	1	2
237	к своему	1	2
238	по своему	1	2
239	о чем	2	2
240	видит в	1	2
241	в течение	2	2
242	тому как	1	2
243	которое не	2	2
244	ни для	1	2
245	в результате	4	2
246	своей собственной	1	2
247	бы в	5	2
248	тем более	5	2
249	от всего	1	2
250	хотя бы	4	2
251	только что	4	2
252	во время	1	2
253	как показывает	1	2
254	в свою	4	2
255	точно так	1	2
256	в своих	5	2
257	по поводу	1	2
258	можно назвать	2	2
259	как на	4	2
260	эта новая	1	1
261	не иначе	1	1
262	отношения к	3	1
263	одним из	1	1
264	также и	1	1
265	например в	1	1
266	самой себе	1	1
267	рассматривается как	2	1
268	личности мы	1	1
269	рассматривать в	1	1
270	другому человеку	2	1
271	в ситуации	1	1
272	между двумя	2	1
273	чего не	1	1
274	свидетельствует об	1	1
275	в зависимости	2	1
276	говоря мы	1	1
277	самое замечательное	1	1
278	на пороге	2	1
279	им самим	1	1
280	изложения и	1	1
281	двух и	1	1
282	вопрос о	7	1
283	и функция	1	1
284	именно к	1	1
285	только благодаря	1	1
286	исследования в	4	1
287	оба эти	3	1
288	его изложения	1	1
289	который ничего	1	1
290	а для	1	1
291	и другая	1	1
292	вместо того	2	1
293	к началу	1	1
294	речи у	2	1
295	в некотором	1	1
296	мы и	3	1
297	зависимости от	2	1
298	и говорить	1	1
299	на другом	1	1
300	собой в	1	1
301	быть в	1	1
302	иначе как	1	1
303	во всех	3	1
304	более от	1	1
305	могло быть	1	1
306	в сторону	1	1
307	не входит	1	1
308	в общем	3	1
309	очевидно что	1	1
310	в новом	3	1
311	не просто	1	1
312	за пределы	2	1
313	нашего сознания	3	1
314	чем же	1	1
315	как говорит	2	1
316	наряду с	1	1
317	в одной	3	1
318	если она	1	1
319	или косвенно	1	1
320	этой стороны	1	1
321	что касается	1	1
322	им в	1	1
323	и как	5	1
324	и наконец	2	1
325	психологии но	1	1
326	его к	1	1
327	это их	1	1
328	то в	1	1
329	за собой	2	1
330	ситуации в	1	1
331	в которой	3	1
332	бы и	2	1
333	применительно к	1	1
334	с их	1	1
335	не могла	1	1
336	в общении	2	1
337	не центральной	1	1
338	силу своей	1	1
339	факт который	1	1
340	если к	2	1
341	в плане	1	1
342	какой бы	1	1
343	из него	1	1
344	постольку поскольку	1	1
345	на этом	2	1
346	его можно	1	1
347	объяснить его	1	1
348	мысль то	1	1
349	с собой	2	1
350	он об	1	1
351	что является	2	1
352	есть все	2	1
353	его не	3	1
354	есть не	2	1
355	этом смысле	1	1
356	делает его	1	1
357	здесь нет	1	1
358	мы встречаемся	1	1
359	в это	1	1
360	кризис в	1	1
361	поведения и	1	1
362	ни в	4	1
363	но мы	1	1
364	к которым	1	1
365	глазами и	1	1
366	более сложным	1	1
367	строгом смысле	1	1
368	в развитии	12	1
369	должно быть	2	1
370	автора и	1	1
371	не мог	1	1
372	между ними	2	1
373	на первый	2	1
374	в ходе	8	1
375	первой главы	1	1
376	человек и	1	1
377	в следующем	1	1
378	в такой	3	1
379	и без	1	1
380	всяком случае	3	1
381	вторая часть	1	1
382	в характеристике	1	1
383	от времени	1	1
384	в которых	3	1
385	мысли и	6	1
386	предпосылки для	1	1
387	к новой	1	1
388	он лишается	1	1
389	что было	1	1
390	их в	4	1
391	и относительно	1	1
392	не могли	2	1
393	детей до	1	1
394	новое и	1	1
395	всего его	3	1
396	связи с	3	1
397	раз и	1	1
398	результате его	1	1
399	в отношении	10	1
400	слова до	1	1
401	вплоть до	1	1
402	человека но	1	1
403	она не	3	1
404	на котором	1	1
405	его внутренняя	1	1
406	скорей мы	1	1
407	в основе	8	1
408	время как	4	1
409	чтобы стать	1	1
410	анализа не	1	1
411	виде в	2	1
412	находятся в	1	1
413	этом процессе	1	1
414	более что	1	1
415	всей жизни	1	1
416	эти три	2	1
417	только с	1	1
418	как будто	1	1
419	в каком	3	1
420	впрочем мы	1	1
421	может показаться	1	1
422	детей в	3	1
423	что можно	1	1
424	принадлежит к	1	1
425	во все	1	1
426	чтобы сделать	1	1
427	ли не	1	1
428	как только	1	1
429	себе дорогу	3	1
430	же самое	3	1
431	анализа в	1	1
432	и возникает	2	1
433	гласит что	2	1
434	как мы	5	1
435	тем и	3	1
436	что человек	1	1
437	говорит сам	1	1
438	с ее	1	1
439	что все	4	1
440	в виду	1	1
441	на другой	1	1
442	для читателя	1	1
443	языка и	1	1
444	эти свойства	1	1
445	то время	5	1
446	приводит к	4	1
447	сознания в	2	1
448	и взаимодействие	1	1
449	третий и	1	1
450	на нее	2	1
451	собой по	1	1
452	не с	2	1
453	ясно что	2	1
454	к анализу	3	1
455	каждого из	2	1
456	бывает у	1	1
457	когда его	1	1
458	еще в	1	1
459	всей вероятности	1	1
460	по сравнению	6	1
461	не на	1	1
462	мы всегда	1	1
463	она выявляется	1	1
464	понятие введенное	1	1
465	в детском	9	1
466	в самой	1	1
467	в раннем	2	1
468	что перед	2	1
469	говорит об	1	1
470	промежуточной между	1	1
471	таким же	1	1
472	может не	3	1
473	которого не	1	1
474	и смысловой	1	1
475	он прямо	1	1
