N	4gram	Vygotskiy__1	Psycholo
1	заключается в том что	4	4
2	одно и то же	2	3
3	о котором мы говорили	1	2
4	ответ на этот вопрос	2	2
5	мы могли бы сказать	2	2
6	а с другой стороны	2	2
7	указывает на то что	2	2
8	одной и той же	2	2
9	могли бы сказать что	2	2
10	так же точно как	1	2
11	если не останавливаться на	1	1
12	для того чтобы показать	2	1
13	ни для чего не	1	1
14	видим таким образом что	3	1
15	в том что мы	1	1
16	с психологической точки зрения	1	1
17	можно было бы назвать	1	1
18	заключается в том чтобы	1	1
19	для того чтобы сделать	1	1
20	в то время как	4	1
21	с этой точки зрения	1	1
22	мы видим таким образом	3	1
23	в том что он	1	1
24	в силу того что	1	1
25	которых мы говорили выше	1	1
26	вперед по сравнению с	1	1
27	именно в силу того	1	1
28	о которых мы говорили	1	1
29	что с точки зрения	1	1
30	проистекает из того что	1	1
31	в том что в	1	1
32	с одной стороны и	1	1
33	дело в том что	1	1
34	в каком отношении стоят	1	1
35	так же точно и	1	1
36	но вместе с тем	4	1
37	того чтобы заметить что	1	1
38	же точно как в	1	1
39	бы для того чтобы	1	1
40	в собственном смысле слова	1	1
41	так же как и	4	1
42	приводит к тому что	1	1
43	для того чтобы заметить	1	1
44	с мы видим таким	2	1
45	оказывается не в состоянии	1	1
