N	2gram	Losev_Vlad_3	Hudozhes
1	том что	18	16
2	и в	40	14
3	так и	6	13
4	не только	25	12
5	при этом	3	12
6	о том	11	12
7	в том	18	12
8	а не	8	12
9	в себе	9	11
10	в этом	16	11
11	прежде всего	10	11
12	в своей	9	10
13	для него	8	10
14	то же	4	9
15	как и	7	9
16	что он	5	9
17	в качестве	3	9
18	у него	24	9
19	в этой	8	8
20	как в	1	8
21	то что	28	8
22	же время	2	8
23	ничего не	5	8
24	в его	14	8
25	в то	7	8
26	еще не	4	7
27	это не	3	7
28	не в	3	7
29	личности в	1	7
30	к тому	7	7
31	уже не	9	7
32	именно в	3	7
33	не может	14	7
34	как бы	3	7
35	а в	7	7
36	в первой	1	6
37	в глазах	1	6
38	было бы	4	6
39	никогда не	11	6
40	что в	17	6
41	самом деле	1	5
42	с его	2	5
43	перед нами	3	5
44	но в	4	5
45	об этом	6	5
46	ни в	10	5
47	точки зрения	13	5
48	не менее	9	5
49	и его	10	5
50	потому что	11	5
51	и он	1	5
52	можно было	5	5
53	во второй	1	5
54	только в	13	5
55	по мнению	4	5
56	друг друга	2	5
57	может быть	8	5
58	но и	18	5
59	в частности	1	5
60	к жизни	1	5
61	интерес к	1	5
62	в этих	2	5
63	жизни и	1	5
64	мы уже	5	4
65	он уже	2	4
66	и о	4	4
67	в ней	5	4
68	а только	7	4
69	в своем	8	4
70	и к	2	4
71	в действительности	1	4
72	то в	6	4
73	в самом	4	4
74	та же	1	4
75	на то	4	4
76	что она	2	4
77	он не	8	4
78	и с	9	4
79	несмотря на	7	4
80	тем не	10	4
81	тому что	4	4
82	человеческого я	1	4
83	она не	2	4
84	по своей	2	4
85	связи с	2	4
86	как будто	1	4
87	в духе	3	4
88	и это	6	4
89	можно сказать	1	4
90	того что	7	4
91	один из	1	4
92	из них	2	4
93	в я	3	4
94	в конце	12	4
95	как раз	10	4
96	не было	5	4
97	и все	4	4
98	человеческой жизни	1	4
99	бытия и	2	4
100	только что	2	4
101	и от	6	4
102	речь идет	1	3
103	по преимуществу	2	3
104	с точки	6	3
105	не имеют	2	3
106	едва ли	11	3
107	в мире	2	3
108	и на	6	3
109	в ее	1	3
110	отнюдь не	5	3
111	все же	4	3
112	но он	1	3
113	в нем	3	3
114	и по	2	3
115	лишь в	1	3
116	его в	2	3
117	с этим	2	3
118	даже в	4	3
119	в своих	7	3
120	такой же	4	3
121	она в	1	3
122	возвращается к	1	3
123	все эти	5	3
124	тем что	5	3
125	этом отношении	2	3
126	что при	1	3
127	для себя	5	3
128	как мы	8	3
129	того чтобы	3	3
130	еще в	5	3
131	том как	1	3
132	если бы	3	3
133	а также	8	3
134	же в	3	3
135	в литературе	1	3
136	но не	4	3
137	будто бы	1	3
138	и даже	6	3
139	со стороны	2	3
140	если говорить	1	3
141	то и	2	3
142	однако и	4	3
143	в связи	3	3
144	в творчестве	1	3
145	по своему	1	3
146	такого рода	4	3
147	и для	3	3
148	или не	3	3
149	может и	1	3
150	в таком	3	3
151	к этой	2	3
152	я и	1	2
153	например в	1	2
154	же как	3	2
155	начинается с	1	2
156	по адресу	1	2
157	на самом	3	2
158	только потому	1	2
159	в их	2	2
160	для своего	1	2
161	мы не	2	2
162	вопрос о	4	2
163	к своему	2	2
164	не нужно	2	2
165	но как	2	2
166	если в	1	2
167	себе и	2	2
168	его я	1	2
169	хотя и	7	2
170	в целом	2	2
171	так или	2	2
172	так в	1	2
173	только на	5	2
174	как он	1	2
175	так сказать	1	2
176	наш взгляд	1	2
177	в первую	1	2
178	л м	11	2
179	на наш	1	2
180	с такими	1	2
181	же касается	5	2
182	в другом	2	2
183	ясно что	1	2
184	первую очередь	1	2
185	особенно в	1	2
186	уже знаем	1	2
187	по себе	6	2
188	одной из	2	2
189	все равно	1	2
190	должно быть	5	2
191	автора и	1	2
192	в такой	1	2
193	наше внимание	1	2
194	не столько	3	2
195	сих пор	1	2
196	все это	1	2
197	для нее	1	2
198	как все	1	2
199	они не	1	2
200	бы на	2	2
201	не раз	1	2
202	и другое	1	2
203	не о	2	2
204	не имеет	4	2
205	одна из	1	2
206	на себе	1	2
207	для всего	1	2
208	мышления и	1	2
209	заметить что	2	2
210	тех кто	3	2
211	на него	2	2
212	что на	2	2
213	личность не	1	2
214	все еще	1	2
215	с ее	1	2
216	здесь не	3	2
217	в себя	1	2
218	и каждый	1	2
219	теоретических проблем	1	2
220	о своей	1	2
221	на вопрос	1	2
222	и поэтому	1	2
223	внимание на	1	2
224	никак не	4	2
225	и что	8	2
226	до сих	1	2
227	с того	1	2
228	там же	7	2
229	говорить об	1	2
230	и об	1	2
231	но с	2	2
232	о двух	2	2
233	и потому	10	2
234	и так	2	2
235	впрочем и	1	2
236	так что	14	2
237	в начале	2	2
238	за ним	1	2
239	а и	2	2
240	мы знаем	3	2
241	а то	2	2
242	при всей	1	2
243	внутреннего мира	1	2
244	представляют собой	1	2
245	влияние на	1	2
246	или иначе	2	2
247	ему не	1	2
248	с той	1	2
249	а с	4	2
250	себя и	1	2
251	до конца	4	2
252	в третьей	1	2
253	ближе к	1	2
254	в человеке	1	2
255	в изображении	2	2
256	что же	9	2
257	да и	6	2
258	в это	2	2
259	и не	25	2
260	с этой	2	2
261	еще раз	2	2
262	своей жизни	1	2
263	только для	1	2
264	видно что	1	2
265	нет ничего	2	2
266	пока еще	1	2
267	в результате	4	2
268	ни к	2	2
269	в системе	1	2
270	всего мира	1	2
271	легко заметить	1	2
272	но еще	2	2
273	а между	1	1
274	смысле слова	6	1
275	как известно	1	1
276	можно говорить	1	1
277	в сфере	1	1
278	таком случае	2	1
279	человека и	3	1
280	и то	9	1
281	и др	1	1
282	тех же	1	1
283	это и	1	1
284	в иных	1	1
285	не принимая	1	1
286	из его	1	1
287	под которым	1	1
288	он всегда	2	1
289	о речи	1	1
290	и за	2	1
291	по его	2	1
292	также и	17	1
293	его не	1	1
294	с самых	1	1
295	есть нечто	1	1
296	в сущности	2	1
297	но она	1	1
298	принадлежит к	1	1
299	я не	3	1
300	хотя бы	6	1
301	проблемы мы	1	1
302	не сразу	1	1
303	как впрочем	1	1
304	так а	1	1
305	в каждой	1	1
306	это время	2	1
307	а еще	1	1
308	нам представляется	2	1
309	что его	2	1
310	в чем	3	1
311	без которого	1	1
312	иных случаях	1	1
313	и думал	1	1
314	чем это	2	1
315	совсем не	5	1
316	а тем	2	1
317	бы в	2	1
318	в сторону	2	1
319	не все	3	1
320	в общем	1	1
321	с совершенно	1	1
322	тут же	5	1
323	нет и	1	1
324	в свои	1	1
325	в настоящем	2	1
326	один и	1	1
327	к сожалению	1	1
328	есть личность	1	1
329	относится к	1	1
330	как первые	1	1
331	это одно	1	1
332	его на	1	1
333	общего с	2	1
334	решительно все	1	1
335	стороны и	2	1
336	что касается	2	1
337	переживания и	1	1
338	понять и	1	1
339	и думать	1	1
340	сознания в	1	1
341	и как	7	1
342	это тоже	2	1
343	не являются	1	1
344	знаю что	1	1
345	от этого	2	1
346	в этот	2	1
347	есть на	1	1
348	и последний	1	1
349	да еще	1	1
350	к чему	1	1
351	и конечно	1	1
352	в которой	2	1
353	точку зрения	1	1
354	он в	1	1
355	можно не	2	1
356	бы не	1	1
357	всей своей	2	1
358	из этих	3	1
359	поскольку в	3	1
360	вопрос что	1	1
361	не годится	1	1
362	но на	2	1
363	его но	1	1
364	чувствовал себя	1	1
365	о которой	1	1
366	же это	2	1
367	к одному	1	1
368	не как	2	1
369	что еще	1	1
370	в силу	2	1
371	и вот	1	1
372	с таким	2	1
373	содержит в	5	1
374	на земле	1	1
375	не исчерпывает	1	1
376	чтобы в	1	1
377	его от	1	1
378	что ни	1	1
379	смысле как	1	1
380	и этот	2	1
381	поскольку она	1	1
382	несомненно есть	1	1
