N	3gram	Vygotskiy__4	Tvorches
1	по нашему мнению	2	4
2	по отношению к	1	3
3	до сих пор	1	3
4	не может быть	1	3
5	в самом деле	6	2
6	в отличие от	2	2
7	едва ли не	1	2
8	так же как	5	2
9	в том же	1	2
10	все же не	1	2
11	во всяком случае	3	2
12	с другой стороны	8	2
13	о том что	3	2
14	в целом и	2	2
15	в том что	31	2
16	том что в	1	1
17	мы уже говорили	2	1
18	в психологическом отношении	1	1
19	потому что в	1	1
20	с первого взгляда	3	1
21	мы узнаем что	1	1
22	в том числе	2	1
23	о том как	1	1
24	же как и	4	1
25	он приходит к	1	1
26	имеет в виду	1	1
27	в первую очередь	4	1
28	может быть в	1	1
29	мы видим в	2	1
30	можно было бы	5	1
31	точно так же	3	1
32	и в истории	1	1
33	что дает нам	1	1
34	в том смысле	2	1
35	и что в	2	1
36	только то что	1	1
37	по мере своего	1	1
38	мере своего развития	1	1
39	в противоречии с	1	1
40	не могут быть	2	1
41	а с другой	2	1
42	он говорит что	1	1
43	в свою очередь	2	1
44	в связи с	3	1
45	к тому же	1	1
46	являются как бы	1	1
47	в целом ряде	2	1
48	одну и ту	1	1
49	по себе не	1	1
50	в то время	1	1
51	решающую роль в	1	1
52	отнюдь не означает	1	1
53	так например в	1	1
54	том смысле что	1	1
55	в истории человечества	1	1
56	решения этой задачи	1	1
57	ничего общего с	1	1
58	с самого начала	1	1
59	том числе и	2	1
60	мы знаем что	1	1
61	содержит в себе	2	1
62	на всем протяжении	2	1
63	когда он видит	1	1
64	и ту же	1	1
65	является в высшей	1	1
66	как и у	1	1
67	в поле зрения	1	1
68	в высшей степени	2	1
69	как и в	1	1
70	мы говорим о	1	1
