N	2gram	Vygotskiy__5	Dialekti
1	не есть	4	40
2	и не	12	30
3	и есть	7	19
4	а не	10	18
5	ничего не	5	17
6	может быть	9	17
7	то что	26	16
8	и в	16	15
9	как бы	5	14
10	точки зрения	18	14
11	не имеет	4	14
12	так как	16	14
13	что это	1	13
14	по себе	7	13
15	это есть	4	13
16	того что	16	13
17	это не	4	12
18	в этом	25	11
19	говорить о	3	11
20	ясно что	1	11
21	в том	18	11
22	прежде всего	3	11
23	не может	18	11
24	и все	1	11
25	том что	15	10
26	в основе	8	10
27	потому что	21	10
28	с ее	1	10
29	она есть	1	10
30	это и	3	9
31	то же	8	9
32	мы не	3	9
33	было бы	10	9
34	с точки	9	9
35	в виду	2	9
36	и что	12	9
37	значит что	5	9
38	все это	2	9
39	что иное	1	8
40	в чем	3	8
41	не в	6	8
42	в себе	1	8
43	не только	16	8
44	ни в	1	8
45	и это	1	8
46	и о	1	8
47	и ее	1	8
48	иное как	1	8
49	это значит	5	8
50	не что	1	8
51	должна быть	5	7
52	что именно	1	7
53	как и	8	7
54	теперь мы	1	7
55	и его	3	7
56	что оно	6	7
57	только в	10	7
58	что мы	4	7
59	что он	25	7
60	что в	16	7
61	есть просто	1	6
62	перед нами	1	6
63	и тем	3	6
64	если бы	8	6
65	в то	5	6
66	что и	3	6
67	так что	4	6
68	вовсе не	2	6
69	и даже	2	6
70	в результате	4	6
71	тем более	4	6
72	сказать что	13	6
73	ни на	2	6
74	в сфере	5	5
75	той же	4	5
76	мы имеем	1	5
77	в сущности	13	5
78	и на	6	5
79	быть в	2	5
80	с его	1	5
81	сама по	4	5
82	в своем	5	5
83	то в	3	5
84	учение о	2	5
85	на то	1	5
86	что она	2	5
87	в нем	7	5
88	есть не	2	5
89	в жизни	2	5
90	же это	1	5
91	что я	2	5
92	в ней	2	5
93	но что	3	5
94	но только	2	5
95	того чтобы	17	5
96	тогда когда	5	5
97	как таковой	1	5
98	я не	2	5
99	в каком	1	5
100	таким образом	19	5
101	как только	1	5
102	о том	8	5
103	в себя	3	5
104	так и	7	5
105	можно сказать	5	5
106	именно в	4	5
107	в свете	4	5
108	если мы	7	5
109	не говорит	2	5
110	для того	14	5
111	как же	1	5
112	знания и	2	5
113	в меру	4	5
114	в смысле	3	5
115	и для	1	5
116	но если	6	5
117	меру того	2	4
118	также и	1	4
119	или по	1	4
120	хотя бы	5	4
121	что они	5	4
122	в этой	6	4
123	и как	3	4
124	с их	4	4
125	не как	1	4
126	в силу	10	4
127	подобно тому	4	4
128	и с	3	4
129	этом смысле	1	4
130	с тем	3	4
131	и уже	1	4
132	она не	1	4
133	видим что	2	4
134	так то	1	4
135	уже о	1	4
136	той или	1	4
137	ничего общего	3	4
138	что все	6	4
139	идет речь	1	4
140	еще не	4	4
141	в его	11	4
142	мы должны	8	4
143	мы видим	4	4
144	с ними	1	4
145	есть в	1	4
146	в одном	3	4
147	само по	2	4
148	как раз	1	4
149	и отношение	2	4
150	так же	15	4
151	тому как	4	4
152	но это	3	4
153	один из	1	4
154	тех или	1	4
155	бы в	4	4
156	или не	2	4
157	жизни и	2	4
158	но и	6	4
159	должны быть	2	4
160	отношения к	2	3
161	и то	4	3
162	только потому	1	3
