N	2gram	Tiupa_Anal_3	Vladivir
1	и в	18	30
2	в году	3	24
3	в этом	14	20
4	то что	2	20
5	у него	1	19
6	и не	12	18
7	в том	9	18
8	что он	4	13
9	в конце	5	13
10	не только	22	12
11	том что	12	12
12	что в	9	12
13	как мы	1	11
14	в его	7	11
15	а в	10	11
16	сказать что	2	11
17	а также	2	10
18	не было	3	10
19	и даже	8	10
20	все же	4	9
21	было бы	3	9
22	не в	6	9
23	в то	3	9
24	не может	2	9
25	для него	6	9
26	потому что	1	9
27	в своем	4	8
28	но в	2	8
29	не мог	2	8
30	связи с	1	8
31	но и	13	8
32	в связи	1	8
33	вместе с	2	8
34	то есть	10	7
35	точки зрения	3	7
36	никогда не	5	7
37	не менее	4	7
38	может быть	9	7
39	а не	9	7
40	как это	3	7
41	между прочим	1	7
42	и все	2	7
43	он был	1	6
44	хотя и	2	6
45	и к	4	6
46	в себе	2	6
47	об этом	2	6
48	в москве	1	6
49	тем не	2	6
50	и его	13	6
51	у нас	1	6
52	всякого рода	1	6
53	только в	2	6
54	всяком случае	2	6
55	а именно	1	6
56	еще и	3	6
57	прежде всего	5	6
58	о чем	4	6
59	к этому	3	6
60	жизни и	1	6
61	во всяком	2	6
62	того же	5	5
63	с этим	3	5
64	то в	2	5
65	все эти	2	5
66	при этом	11	5
67	как и	14	5
68	в своей	1	5
69	по себе	4	5
70	для себя	1	5
71	в дальнейшем	2	5
72	так и	14	5
73	с ним	1	5
74	того что	1	5
75	тот же	1	5
76	так что	1	5
77	в течение	1	5
78	как бы	10	5
79	о его	2	5
80	все это	3	5
81	в результате	5	5
82	из этого	1	5
83	то же	3	4
84	той же	5	4
85	я не	1	4
86	и он	2	4
87	в ней	2	4
88	и на	4	4
89	мы читаем	1	4
90	время в	1	4
91	с его	8	4
92	отношение к	1	4
93	в целом	3	4
94	в этой	6	4
95	на его	2	4
96	в нем	2	4
97	он не	6	4
98	его в	3	4
99	это было	1	4
100	несмотря на	2	4
101	мы знаем	1	4
102	разного рода	1	4
103	по крайней	4	4
104	мы должны	1	4
105	можно судить	1	4
106	не есть	4	4
107	и о	1	4
108	здесь не	3	4
109	можно сказать	4	4
110	судить по	1	4
111	о том	6	4
112	вовсе не	1	4
113	крайней мере	4	4
114	со стороны	9	4
115	именно в	3	4
116	с этой	1	4
117	но это	1	4
118	в начале	6	4
119	на этот	1	4
120	ко всему	1	4
121	по поводу	3	4
122	отношения к	2	3
123	нам кажется	2	3
124	говоря о	1	3
125	едва ли	3	3
126	и вот	2	3
127	во всех	2	3
128	но не	7	3
129	отличие от	2	3
130	как в	3	3
131	что касается	3	3
132	и как	4	3
133	так или	1	3
134	из этих	3	3
135	поскольку в	1	3
136	учение о	1	3
137	всех этих	1	3
138	таким образом	4	3
139	те же	2	3
140	только одно	1	3
141	в них	2	3
142	должно быть	1	3
143	в следующем	1	3
144	с точки	2	3
145	не столько	3	3
146	в отличие	2	3
147	вплоть до	2	3
148	а а	5	3
149	же время	3	3
150	он и	3	3
151	когда мы	2	3
152	в из	1	3
153	никак не	1	3
154	что и	5	3
155	мы будем	1	3
156	уже не	5	3
157	я в	5	3
158	уже в	3	3
159	здесь мы	1	3
160	он именует	1	3
161	или иначе	1	3
162	дело в	2	3
163	наконец в	1	3
164	не говоря	1	3
165	из трех	1	3
166	в данном	4	3
167	да и	2	3
168	своей жизни	1	3
169	под названием	1	3
170	и для	2	3
171	уже на	1	3
172	тем более	1	3
173	хотя бы	1	3
174	в свою	5	3
175	в таком	1	3
176	я и	3	2
177	также что	1	2
178	сам по	1	2
179	и есть	1	2
180	и до	1	2
181	из его	1	2
