N	2gram	Losev_Vesc_1	Istorich
1	и т	19	27
2	и в	21	26
3	т д	19	24
4	так же	1	18
5	т е	55	18
6	то что	27	16
7	не только	36	15
8	может быть	16	14
9	что в	9	14
10	же как	1	13
11	между двумя	1	12
12	но и	18	12
13	и пр	6	11
14	так и	3	10
15	таким образом	8	10
16	и его	2	10
17	что он	1	10
18	при помощи	2	10
19	все же	4	9
20	его в	2	9
21	что и	3	9
22	так как	7	9
23	и не	29	9
24	то же	6	8
25	мы знаем	1	8
26	а в	4	8
27	мы имеем	7	7
28	в этом	4	7
29	об этом	3	7
30	как и	8	7
31	в этих	1	7
32	их в	3	7
33	нас к	1	7
34	в качестве	1	7
35	превращается в	1	7
36	и то	10	6
37	еще не	8	6
38	что они	6	6
39	мы видели	1	6
40	таким же	1	6
41	мы можем	4	6
42	могут быть	1	6
43	в дальнейшем	1	6
44	к нему	1	6
45	мы видим	2	6
46	потому что	16	6
47	а не	19	6
48	не может	17	6
49	вместе с	1	6
50	когда он	1	6
51	это и	6	5
52	мы уже	3	5
53	то это	3	5
54	но не	5	5
55	и как	8	5
56	но в	5	5
57	уже не	9	5
58	и только	3	5
59	в силу	3	5
60	и по	1	5
61	с собой	2	5
62	в другом	2	5
63	и с	8	5
64	это не	5	5
65	не в	5	5
66	ничего не	3	5
67	и у	3	5
68	как мы	4	5
69	на нем	1	5
70	и здесь	4	5
71	и что	15	5
72	в его	2	5
73	с ними	3	5
74	в одном	2	5
75	у него	2	5
76	тем что	2	5
77	до сих	1	5
78	из которых	1	5
79	сих пор	1	5
80	мы должны	2	5
81	к этому	1	5
82	вопрос о	1	4
83	на себя	1	4
84	тогда как	1	4
85	не просто	19	4
86	его на	1	4
87	но он	2	4
88	в своей	5	4
89	так в	1	4
90	о том	6	4
91	и даже	6	4
92	вовсе не	10	4
93	с другой	6	4
94	все что	1	4
95	другой стороны	2	4
96	что иное	7	3
97	из этих	1	3
98	видели что	1	3
99	только тогда	3	3
100	относится к	5	3
101	перед нами	2	3
102	все эти	3	3
103	одном случае	1	3
104	на то	4	3
105	и если	2	3
106	что она	15	3
107	при этом	1	3
108	что у	5	3
109	а затем	2	3
110	должен был	1	3
111	не мог	1	3
112	том что	8	3
113	по сравнению	7	3
114	и более	1	3
115	как это	2	3
116	что эта	1	3
117	меня не	2	3
118	во всем	1	3
119	к себе	4	3
120	есть только	7	3
121	все еще	3	3
122	и он	1	3
123	она не	4	3
124	данном случае	2	3
125	большей частью	1	3
126	на вопрос	1	3
127	иное как	7	3
128	но мы	1	3
129	а также	1	3
130	о природе	1	3
131	это приводит	1	3
132	в том	8	3
133	только в	14	3
134	как нечто	2	3
135	в руки	2	3
136	а именно	1	3
137	не на	1	3
138	в свете	7	3
139	о чем	1	3
140	что мы	14	3
141	входить в	1	3
142	в данном	5	3
143	сравнению с	6	3
144	наряду с	1	3
145	как бы	12	3
146	по существу	2	3
147	указать на	1	3
148	или в	2	3
149	для нас	2	3
150	из своего	1	3
151	но это	10	3
152	только что	2	3
153	же в	1	3
154	уже нет	1	3
155	е в	7	3
156	между ними	3	3
157	является и	1	3
158	не что	7	3
159	и другие	1	3
160	что образ	2	2
161	и есть	26	2
162	должна быть	4	2
163	только это	3	2
164	связана с	1	2
165	ему в	1	2
166	или от	1	2
167	то мы	2	2
168	отношение к	1	2
169	тут же	2	2
170	в этой	3	2
171	в истории	1	2
172	с этим	3	2
173	в своем	6	2
174	этой стороны	1	2
175	хотя и	4	2
176	говорит что	1	2
177	конечно не	1	2
178	что это	13	2
179	еще один	1	2
180	в себе	14	2
181	в нем	2	2
182	же это	4	2
183	не к	1	2
184	содержит в	4	2
185	поле и	1	2
186	его от	1	2
187	на этом	2	2
188	такого же	1	2
189	здесь мы	1	2
190	главным образом	1	2
191	хотя бы	6	2
192	было бы	14	2
193	в свой	2	2
194	из них	4	2
195	и тем	3	2
196	с тем	5	2
197	и их	7	2
198	также есть	1	2
199	знает и	2	2
200	бы мы	1	2
201	что я	24	2
202	тем не	3	2
203	все это	5	2
204	однако в	1	2
205	по себе	13	2
206	случае мы	1	2
207	что есть	5	2
208	не менее	3	2
209	меня я	1	2
210	дело не	2	2
211	или другие	4	2
212	это мы	1	2
213	одна из	5	2
214	по своей	2	2
215	что на	2	2
216	от того	3	2
217	у нас	7	2
218	во все	1	2
219	его с	1	2
220	не есть	49	2
221	формы и	1	2
