N	3gram	Berdyaev_M_2	Myslijsy
1	по отношению к	2	13
2	в том что	2	13
3	не может быть	8	9
4	и в этом	3	6
5	в нем самом	1	5
6	потому что в	1	4
7	но и в	1	4
8	только тогда когда	1	4
9	а между тем	1	3
10	подобно тому как	2	3
11	с точки зрения	1	3
12	сама по себе	1	3
13	может быть названо	1	3
14	и той же	2	3
15	что и в	4	3
16	одной и той	2	3
17	мы увидим что	2	3
18	что иное как	3	2
19	нельзя себе представить	1	2
20	к тому что	3	2
21	для того чтобы	4	2
22	в нем есть	6	2
23	если бы не	1	2
24	не что иное	3	2
25	как и в	2	2
26	а следовательно и	1	1
27	не в себе	1	1
28	другу и не	1	1
29	может быть назван	2	1
30	а не в	2	1
31	но так как	1	1
32	что она ведет	1	1
33	на самом деле	1	1
34	в разных местах	1	1
35	не могли быть	1	1
36	то он должен	1	1
37	сам по себе	1	1
38	не потому что	1	1
39	а не из	1	1
40	в этом отношении	1	1
41	до сих пор	3	1
42	но это не	2	1
43	как в жизни	1	1
44	не достигает того	1	1
45	так же как	3	1
46	от того что	3	1
47	но в действительности	1	1
48	никогда не достигает	1	1
49	человеческого духа которая	1	1
50	себя и других	1	1
51	смысле этого слова	1	1
52	между тем в	1	1
53	друг на друга	1	1
54	и в этой	1	1
55	потому что она	3	1
56	потому только что	1	1
57	и самого себя	2	1
58	между тем как	1	1
59	не мог бы	1	1
60	после того как	2	1
61	о том что	2	1
62	точки зрения так	1	1
63	как и во	2	1
64	в человеке но	1	1
65	не есть еще	1	1
66	все к одному	1	1
67	том что все	1	1
68	на то что	1	1
69	что не все	1	1
70	она не может	1	1
