N	2gram	Vygotskiy__4	Formalny
1	и в	20	24
2	в его	11	23
3	прежде всего	2	22
4	и не	8	20
5	так и	5	18
6	точки зрения	24	16
7	не может	6	16
8	в этом	24	15
9	в нем	2	14
10	может быть	12	14
11	таким образом	25	13
12	с точки	11	13
13	в своем	4	11
14	как и	9	11
15	в своей	7	11
16	в их	12	11
17	не менее	3	11
18	должно быть	3	11
19	в ней	2	10
20	то же	16	10
21	настоящее время	2	10
22	и ее	1	10
23	и его	5	10
24	и их	1	10
25	а не	7	10
26	в настоящее	2	10
27	в то	1	9
28	в процессе	27	9
29	и потому	1	9
30	все это	1	9
31	и на	6	8
32	как в	5	8
33	и с	4	8
34	не в	4	8
35	именно в	3	8
36	то что	15	8
37	в свою	2	8
38	на самом	1	7
39	должна быть	2	7
40	не только	15	7
41	место в	2	7
42	и от	3	7
43	но и	9	7
44	еще не	2	6
45	самом деле	7	6
46	отнюдь не	3	6
47	в целом	11	6
48	все эти	5	6
49	в этой	3	6
50	как бы	7	6
51	входит в	2	6
52	как таковой	1	6
53	свою очередь	2	6
54	на основе	10	6
55	и здесь	2	6
56	до сих	1	6
57	в том	42	6
58	было бы	8	6
59	в живом	1	6
60	как это	9	6
61	художественное произведение	1	6
62	сих пор	1	6
63	а в	2	6
64	во всех	1	5
65	но в	3	5
66	в самом	6	5
67	при этом	12	5
68	по себе	1	5
69	у нас	1	5
70	должен быть	1	5
71	как мы	13	5
72	того что	10	5
73	только на	2	5
74	со стороны	3	5
75	с другой	12	5
76	формы и	3	5
77	по отношению	1	4
78	в истории	10	4
79	независимо от	1	4
80	и к	5	4
81	в которой	3	4
82	главным образом	1	4
83	не как	1	4
84	не из	1	4
85	с другими	1	4
86	и может	1	4
87	задачи и	1	4
88	как о	1	4
89	друг друга	4	4
90	целом и	2	4
91	никогда не	5	4
92	если бы	5	4
93	для этого	1	4
94	мы увидим	1	4
95	всяком случае	3	4
96	с одной	9	4
97	конечно не	1	4
98	одной стороны	9	4
99	в связи	3	4
100	в частности	5	4
101	отношению к	1	4
102	стороны и	2	4
103	с этой	4	4
104	что в	19	4
105	так же	11	4
106	во всяком	4	4
107	действительности и	1	3
108	мы не	1	3
109	зависимости от	2	3
110	бы то	1	3
111	но не	3	3
112	со всеми	3	3
113	значение и	1	3
114	все же	5	3
115	когда он	3	3
116	целый ряд	5	3
117	и как	9	3
118	в себе	10	3
119	так сказать	1	3
120	он не	1	3
121	роли в	1	3
122	он должен	1	3
123	так например	1	3
124	в каждом	2	3
125	то ни	1	3
126	на все	3	3
127	его в	6	3
128	со всей	2	3
129	среды и	1	3
130	они не	2	3
131	в отношении	10	3
132	тем самым	7	3
133	но для	2	3
134	в основе	17	3
135	в систему	1	3
136	на язык	1	3
137	связи с	3	3
138	не по	2	3
139	отличается от	2	3
140	всего в	1	3
141	к тому	6	3
142	они мыслят	2	3
143	здесь не	2	3
144	ясно что	2	3
145	бы в	3	3
146	говорит он	5	3
147	как она	1	3
148	развития эта	1	3
149	и история	3	3
150	один из	3	3
151	и других	3	3
152	для него	2	3
153	и даже	1	3
154	в области	4	3
155	его как	1	3
156	ни на	1	3
157	смысле этого	7	3
158	этого слова	11	3
159	в основном	1	3
160	но это	1	3
161	у них	1	3
162	с помощью	31	3
163	же в	1	3
164	между ними	4	3
165	что он	6	3
166	различны и	1	3
167	же как	6	2
168	и это	2	2
169	тех же	1	2
170	оно было	1	2
171	в зависимости	1	2
