N	2gram	Trubetskoy_1	Vladivir
1	и в	14	40
2	то что	13	28
3	не только	9	25
4	и не	19	25
5	у него	2	24
6	то есть	1	24
7	том что	9	18
8	в том	17	18
9	но и	10	18
10	еще и	1	18
11	также и	1	17
12	что в	4	17
13	в этом	17	16
14	в его	4	14
15	так что	2	14
16	не может	22	14
17	в виде	3	13
18	точки зрения	11	13
19	вовсе не	1	13
20	только в	5	13
21	в конце	3	12
22	даже и	2	12
23	никогда не	5	11
24	потому что	5	11
25	таким образом	11	11
26	о том	7	11
27	не просто	2	10
28	ни в	2	10
29	тем не	1	10
30	то это	3	10
31	не есть	3	10
32	прежде всего	8	10
33	и потому	3	10
34	это есть	2	10
35	и то	4	9
36	уже не	2	9
37	что это	3	9
38	в себе	9	9
39	и с	7	9
40	в своей	5	9
41	не менее	1	9
42	есть только	1	9
43	что же	4	9
44	как мы	1	8
45	в своем	6	8
46	в этой	4	8
47	он не	5	8
48	не был	1	8
49	и что	2	8
50	для него	6	8
51	может быть	9	8
52	а не	2	8
53	так же	2	8
54	а только	1	7
55	и как	3	7
56	и если	7	7
57	что все	3	7
58	с тем	6	7
59	как и	4	7
60	несмотря на	3	7
61	в то	10	7
62	что и	3	7
63	того что	3	7
64	так как	4	7
65	в те	1	7
66	вместе с	4	7
67	к тому	7	7
68	а в	5	7
69	в своих	6	7
70	оно есть	1	6
71	и на	5	6
72	то в	3	6
73	не будет	7	6
74	с точки	9	6
75	по себе	2	6
76	во всем	4	6
77	и это	1	6
78	и от	2	6
79	так и	1	6
80	об этом	1	6
81	и даже	2	6
82	если не	2	6
83	да и	3	6
84	но это	2	6
85	хотя бы	5	6
86	отношения к	2	5
87	мы уже	2	5
88	в ней	2	5
89	отнюдь не	7	5
90	в истории	1	5
91	более или	4	5
92	все эти	2	5
93	тому же	1	5
94	можно было	4	5
95	должно быть	3	5
96	или менее	4	5
97	но если	3	5
98	дело в	1	5
99	тем что	3	5
100	для нас	2	5
101	для себя	2	5
102	с другой	1	5
103	конце концов	3	5
104	что он	6	5
105	только на	2	5
106	не было	3	5
107	в данном	7	5
108	между прочим	1	5
109	это учение	2	5
110	в самом	3	4
111	то же	11	4
112	и о	2	4
113	вопрос о	5	4
114	но даже	2	4
115	еще не	3	4
116	но не	4	4
117	все же	4	4
118	но в	2	4
119	на то	5	4
120	было бы	5	4
121	такой же	1	4
122	в котором	2	4
123	даже в	1	4
124	тому что	2	4
125	только при	1	4
126	мог бы	1	4
127	никак не	1	4
128	если мы	1	4
129	от того	4	4
130	а с	2	4
131	до конца	1	4
132	однако и	1	4
133	и все	1	4
134	как это	1	4
135	в течение	2	4
136	по существу	5	4
137	в результате	2	4
138	мы должны	7	4
139	есть и	2	4
140	точно так	2	4
141	же как	1	3
142	на самом	6	3
143	которое в	1	3
144	с большим	1	3
145	бы то	4	3
146	перед нами	1	3
147	не удалось	1	3
148	и у	1	3
149	из этих	3	3
150	в нем	5	3
151	при этом	5	3
152	раз навсегда	2	3
153	в россии	6	3
154	является не	2	3
155	но все	1	3
156	то ни	4	3
157	том случае	4	3
158	в качестве	3	3
159	это не	1	3
160	этого не	2	3
161	нисколько не	2	3
162	не столько	1	3
163	не в	4	3
164	того чтобы	8	3
165	сводится к	3	3
166	в духе	1	3
167	отличается от	2	3
168	если бы	6	3
169	настоящее время	2	3
170	к нему	2	3
171	что бы	3	3
172	и тем	2	3
173	по этому	2	3
174	мы знаем	1	3
175	не так	2	3
176	всяком случае	6	3
177	церкви и	9	3
178	само собой	1	3
179	и только	5	3
180	даже не	2	3
181	именно в	3	3
182	а наоборот	1	3
183	в связи	1	3
184	как бы	4	3
185	это свое	1	3
186	же самое	1	3
187	но для	2	3
188	и для	6	3
189	в настоящее	2	3
190	или не	1	3
191	ее в	2	3
192	как на	8	3
193	в таком	2	3
194	во всяком	9	3
195	не хочет	1	2
196	должна быть	2	2
197	с таким	1	2
198	и этот	3	2
199	и за	1	2
200	есть не	1	2
201	мы не	1	2
202	имеет свою	1	2
203	на эти	1	2
204	в сущности	1	2
205	на себя	2	2
206	при таких	4	2
207	он был	1	2
208	он сам	3	2
209	что его	1	2
210	но тогда	1	2
211	исключительно только	1	2
212	данном случае	3	2
213	но как	1	2
214	в сторону	1	2
215	к богу	7	2
216	себе и	4	2
217	его учение	1	2
218	которые не	1	2
219	во что	3	2
220	всю эту	2	2
221	с этим	2	2
222	что касается	1	2
223	и наконец	2	2
224	и к	6	2
225	появляется у	1	2
226	от этого	1	2
227	только то	1	2
228	в которой	1	2
229	остановиться на	1	2
230	иначе и	1	2
231	но на	1	2
232	говоря только	1	2
233	он всегда	1	2
234	а скорее	1	2
235	творца и	1	2
236	же это	1	2
237	если они	2	2
238	не к	2	2
239	в силу	2	2
240	и по	3	2
241	случае если	3	2
242	в другом	3	2
243	об этой	1	2
244	те или	1	2
245	нечего и	1	2
246	в жизни	1	2
247	о которых	3	2
248	на первый	1	2
249	в этих	2	2
250	и сейчас	3	2
251	что такая	1	2
252	с виду	3	2
253	в их	4	2
254	оказывается что	1	2
255	знаем что	3	2
256	и более	2	2
257	есть ничто	1	2
258	можно ли	3	2
259	тем самым	2	2
260	что эта	1	2
261	она не	2	2
262	на него	1	2
263	иметь в	1	2
264	но только	1	2
265	найти в	1	2
266	и всегда	1	2
267	в разных	1	2
268	же время	10	2
269	по своей	1	2
270	был и	3	2
271	связи с	3	2
272	здесь же	1	2
273	что на	1	2
274	точке зрения	3	2
275	вот в	1	2
276	нет ни	1	2
277	не могут	4	2
278	той или	3	2
279	бы это	1	2
280	ни стало	3	2
281	что оба	1	2
282	роль в	1	2
283	в мире	4	2
284	которая в	1	2
285	тем чем	1	2
286	больше чем	2	2
287	и вся	1	2
288	но мы	3	2
289	его в	4	2
290	на отдельные	1	2
291	путь к	4	2
