N	2gram	Propp_Isto_3	Otkroven
1	у него	3	22
2	и в	22	19
3	но и	12	13
4	и не	12	13
5	в этом	17	12
6	человека в	1	11
7	не в	4	11
8	не только	14	11
9	может быть	11	11
10	а не	6	11
11	человека и	1	10
12	вопрос о	2	10
13	в нем	9	10
14	и все	3	10
15	прежде всего	3	9
16	не было	2	9
17	никогда не	3	9
18	потому что	3	9
19	и он	2	8
20	в его	3	7
21	человек не	1	7
22	он не	5	7
23	в глубине	1	7
24	нет ничего	2	7
25	но он	4	7
26	от него	2	7
27	как и	3	6
28	все это	1	6
29	отношение к	4	5
30	в том	9	5
31	в этой	5	5
32	о его	1	5
33	а в	6	5
34	то что	7	5
35	он сам	1	4
36	все эти	4	4
37	него и	2	4
38	что не	2	4
39	не может	4	4
40	т е	16	4
41	человек и	1	4
42	и его	4	4
43	что в	15	4
44	и есть	2	3
45	о том	3	3
46	еще не	10	3
47	к нему	5	3
48	было бы	3	3
49	того что	5	3
50	что он	9	3
51	и ее	3	3
52	и вот	2	3
53	что человек	1	3
54	это не	6	3
55	только одно	1	3
56	никто не	2	3
57	могут быть	5	3
58	как бы	1	3
59	с ним	1	3
60	в русской	3	3
61	и от	3	3
62	до самой	1	3
63	в этих	11	3
64	хотя бы	1	3
65	все что	3	3
66	и с	4	2
67	и то	2	2
68	в ее	1	2
69	этого мира	1	2
70	что у	3	2
71	так и	2	2
72	его не	3	2
73	и о	2	2
74	по себе	1	2
75	и на	4	2
76	не все	6	2
77	что и	9	2
78	что они	8	2
79	же можно	2	2
80	в своем	2	2
81	все же	5	2
82	и к	3	2
83	в этот	2	2
84	не очень	1	2
85	и потому	2	2
86	должен был	3	2
87	и этим	1	2
88	он в	1	2
89	так что	5	2
90	уже в	1	2
91	одно из	1	2
92	он весь	1	2
93	так как	7	2
94	тем что	4	2
95	в других	4	2
96	в другом	2	2
97	к черту	1	2
98	его в	3	2
99	сказать что	3	2
100	с тем	2	2
101	и очень	1	2
102	чем в	1	2
103	том что	8	2
104	к этому	7	2
105	что же	1	2
106	и там	4	2
107	то к	1	2
108	не могли	1	2
109	можно ли	3	2
110	своей жизни	1	2
111	не имеет	2	2
112	у кого	1	2
113	и для	2	2
114	ничего не	6	2
115	к ней	4	2
116	не есть	1	2
117	в своей	1	2
118	отношений это	1	2
119	к этой	1	2
120	хотя и	2	2
121	ее в	3	2
122	все еще	6	2
123	но в	10	2
124	всегда в	1	1
125	и это	2	1
126	если вы	1	1
127	что делается	2	1
128	кто бы	1	1
129	также и	1	1
130	например в	2	1
131	и действительно	2	1
132	и через	1	1
133	связана с	3	1
134	на нем	1	1
135	на самом	2	1
136	с тайной	1	1
137	но тем	2	1
138	это подтверждается	1	1
139	уже с	3	1
140	и до	1	1
141	не имеют	2	1
142	должна быть	1	1
143	видеть в	1	1
144	ней возвращается	1	1
145	этот период	1	1
146	можно было	1	1
147	из всех	1	1
148	не с	2	1
149	есть не	1	1
150	мы не	1	1
151	ту же	2	1
152	связан с	2	1
153	если бы	6	1
154	и делают	1	1
155	находится в	4	1
156	не вполне	6	1
157	разрушения и	1	1
158	в ней	2	1
159	и что	2	1
160	почему же	1	1
161	после того	2	1
162	с того	2	1
163	это должно	1	1
164	самом деле	1	1
165	но не	7	1
166	из сторон	1	1
167	всего он	1	1
168	очень ясно	1	1
169	к богу	1	1
170	в новом	1	1
171	иногда и	1	1
172	себе и	2	1
173	есть просто	1	1
174	это лишь	1	1
175	все время	2	1
176	он попал	1	1
177	человека как	1	1
178	в одной	3	1
179	как в	2	1
180	что как	1	1
181	в частности	5	1
182	один из	5	1
183	еще больше	1	1
184	и как	3	1
185	хочет сделать	1	1
186	с ними	3	1
187	с душой	1	1
188	с чертом	1	1
189	который в	1	1
190	этот случай	8	1
191	не хочет	1	1
192	что это	1	1
193	представляет собой	3	1
194	за это	2	1
195	со всеми	1	1
196	к которой	1	1
197	с какой	1	1
198	уже не	7	1
199	говорят о	1	1
200	на то	1	1
201	еще одну	2	1
202	что она	5	1
203	больше всего	1	1
204	да и	2	1
205	речи и	1	1
206	из них	7	1
207	после этого	2	1
208	его и	4	1
209	видел в	1	1
210	они в	2	1
211	в силу	2	1
212	есть один	1	1
213	в корне	1	1
214	в одном	2	1
215	вовсе не	2	1
216	и сам	1	1
217	у нее	2	1
218	так часто	2	1
219	из него	1	1
220	от того	1	1
221	же не	2	1
222	и даже	2	1
223	со стороны	3	1
224	где оно	1	1
225	как у	1	1
226	заключается в	1	1
227	подходит к	1	1
228	а именно	4	1
229	и прежде	1	1
230	и кто	1	1
231	приходит в	3	1
232	они живут	1	1
233	в жизни	2	1
234	смерть и	2	1
235	говорит о	1	1
236	и пр	11	1
237	этого она	1	1
238	в них	6	1
239	этого слова	1	1
240	она и	1	1
241	на этот	1	1
242	попадает в	11	1
243	всю жизнь	2	1
244	о чем	1	1
245	ведет к	1	1
246	и скажет	1	1
247	в мире	1	1
248	над его	1	1
249	под влиянием	1	1
250	в царстве	1	1
251	он и	3	1
252	связь с	6	1
253	от разрушения	1	1
254	начиная с	1	1
255	художественного творчества	1	1
256	исходит от	1	1
257	как это	4	1
258	в котором	2	1
259	русской и	1	1
260	любовь и	1	1
261	одном из	3	1
262	смысле этого	1	1
263	есть на	1	1
264	героя из	1	1
265	над ними	2	1
266	тех которые	1	1
267	что было	2	1
268	всяком случае	2	1
269	с тобой	2	1
270	видно что	2	1
271	и более	2	1
272	друг с	1	1
273	один когда	1	1
274	и здесь	7	1
275	но это	3	1
276	оба они	1	1
277	на своем	1	1
278	отличается от	1	1
279	она не	4	1
280	одну особенность	1	1
281	того как	1	1
282	одна из	2	1
283	она должна	1	1
284	ее с	1	1
285	было у	1	1
286	указать на	2	1
287	не существует	1	1
288	есть одно	1	1
289	все делают	1	1
290	в разных	1	1
291	к одной	1	1
292	особого рода	3	1
293	показывает нам	2	1
294	но еще	1	1
295	идти в	1	1
296	говорит в	1	1
297	еще более	2	1
298	в русском	2	1
299	во всем	1	1
300	его он	2	1
301	и дело	1	1
302	дома но	1	1
303	как будто	2	1
304	ты не	2	1
305	а те	1	1
306	но есть	2	1
307	с другом	1	1
308	перед ним	1	1
309	есть у	2	1
310	у нас	4	1
311	и эта	1	1
312	состоит из	1	1
313	но там	1	1
314	была бы	1	1
315	от всех	1	1
316	но можно	1	1
317	совершенно не	2	1
