N	3gram	Losev_Dial_3	FransuaR
1	то же время	1	6
2	в то же	1	6
3	до сих пор	1	4
4	в связи с	1	4
5	на самом деле	1	3
6	как и все	2	3
7	не было ни	2	3
8	и прежде всего	3	3
9	жизни и смерти	1	2
10	в этом отношении	1	2
11	это вовсе не	1	2
12	одной и той	1	2
13	и той же	1	2
14	не может быть	6	2
15	в данном случае	1	2
16	о том что	5	2
17	той или иной	2	2
18	как и в	3	2
19	что иное как	6	1
20	о мире как	1	1
21	но и самого	1	1
22	одном из самых	1	1
23	что в основе	1	1
24	том что в	1	1
25	но только не	1	1
26	не знает ни	1	1
27	имеем в виду	1	1
28	мы уже сказали	1	1
29	и в особенности	1	1
30	подобно тому как	4	1
31	но даже и	2	1
32	для этого он	2	1
33	имеется в виду	3	1
34	может быть только	1	1
35	как раз и	3	1
36	не видит что	1	1
37	с точки зрения	14	1
38	на первый план	4	1
39	дело вовсе не	1	1
40	и не может	1	1
41	отличающий ее от	1	1
42	бы то ни	1	1
43	он и не	1	1
44	но и всякие	1	1
45	значит не только	1	1
46	есть и в	1	1
47	и в частности	1	1
48	это может быть	1	1
49	в применении к	1	1
50	имели в виду	1	1
51	ни во что	1	1
52	не что иное	6	1
53	то ни было	1	1
54	в самом существенном	1	1
55	и в этом	2	1
56	все что было	1	1
57	это конечно не	1	1
58	во всяком случае	2	1
59	с другой стороны	2	1
60	само по себе	5	1
61	очень мало и	1	1
62	одно из них	1	1
63	я бы сказал	1	1
64	есть не что	3	1
65	в вопросе о	2	1
66	в сущности и	2	1
67	это и есть	2	1
68	что в ней	1	1
69	связи с этим	1	1
70	в одном из	1	1
71	к нему и	1	1
72	вовсе не в	1	1
73	мы имеем в	1	1
74	но все эти	1	1
75	тех или иных	1	1
76	в том что	3	1
77	что и в	1	1
78	одна из самых	2	1
