N	2gram	Bakhtin_Pr_4	FransuaR
1	и в	46	40
2	рабле в	1	21
3	то есть	40	18
4	и его	6	17
5	у рабле	2	16
6	прежде всего	9	16
7	в этом	16	15
8	в романе	6	15
9	мы уже	3	13
10	не только	14	13
11	в его	9	13
12	и не	27	13
13	вовсе не	9	12
14	что в	4	12
15	как и	12	11
16	но и	12	11
17	таким образом	4	10
18	как мы	12	10
19	и т.п	14	10
20	в сущности	7	9
21	он не	4	9
22	в них	1	9
23	может быть	23	9
24	и все	9	9
25	и до	3	8
26	той же	3	8
27	и на	11	8
28	отношение к	3	8
29	все эти	4	8
30	и с	7	8
31	во время	1	8
32	в эпоху	1	8
33	в том	9	8
34	у него	5	8
35	но в	6	8
36	то же	6	7
37	в своем	3	7
38	на площади	5	7
39	он и	4	7
40	в виду	4	7
41	в одном	11	7
42	и др	1	7
43	в духе	2	7
44	этот образ	1	7
45	во всех	5	6
46	в самом	9	6
47	в этих	4	6
48	в то	5	6
49	же время	5	6
50	связи с	1	6
51	и других	4	6
52	до конца	4	6
53	в той	3	6
54	в своей	3	6
55	к этому	1	6
56	здесь и	3	5
57	в нем	17	5
58	со всеми	1	5
59	так сказать	5	5
60	вернемся к	2	5
61	и для	3	5
62	хвала и	1	5
63	те же	2	5
64	в литературе	1	5
65	мы видим	1	5
66	для него	2	5
67	то что	4	5
68	не было	2	5
69	а не	11	5
70	в связи	1	5
71	как раз	7	5
72	в своих	1	5
73	смысле слова	2	4
74	также и	3	4
75	жизни и	5	4
76	из всех	1	4
77	в ней	1	4
78	смеха в	1	4
79	в нашем	1	4
80	мы слышим	4	4
81	в мире	3	4
82	было бы	3	4
83	ни в	6	4
84	и вы	1	4
85	том что	4	4
86	в их	4	4
87	хвалы и	1	4
88	даже в	1	4
89	того чтобы	1	4
90	в области	1	4
91	у нас	2	4
92	о том	5	4
93	вы не	1	4
94	и о	3	4
95	так в	2	4
96	роль в	1	4
97	особенно в	5	4
98	мировой литературе	1	4
99	и здесь	4	4
100	и во	3	4
101	один из	1	4
102	только на	3	4
103	так как	5	4
104	и даже	3	4
105	до сих	8	4
106	здесь в	2	4
107	века и	1	4
108	и потому	1	4
109	в данном	2	4
110	сих пор	8	4
111	все это	6	4
112	в мировой	1	4
113	и брани	1	4
114	еще более	3	4
115	в заключение	2	4
116	самом деле	4	3
117	на самом	1	3
118	в приведенном	3	3
119	и есть	1	3
120	поэтому он	1	3
121	первой книге	1	3
122	с его	5	3
123	по отношению	5	3
124	отличие от	3	3
125	в этой	3	3
126	кроме того	4	3
127	и как	2	3
128	и наконец	4	3
129	и к	9	3
130	в себе	7	3
131	мы чувствуем	2	3
132	но ведь	2	3
133	эпохи возрождения	2	3
134	при этом	5	3
135	большей или	2	3
136	для понимания	2	3
137	смех и	2	3
138	но дело	2	3
139	об этом	2	3
140	но именно	3	3
141	в отличие	3	3
142	их в	3	3
143	для этого	2	3
144	вплоть до	1	3
145	дело не	1	3
146	одна из	2	3
147	во всем	4	3
148	и мысли	2	3
149	о нем	6	3
150	начиная с	1	3
151	но все	2	3
152	правда не	1	3
153	и самое	1	3
154	здесь не	4	3
155	в ее	1	3
156	можно было	2	3
157	еще в	1	3
158	если бы	3	3
159	в другом	2	3
160	никак не	3	3
161	в значительной	1	3
162	между тем	2	3
163	что и	3	3
164	и брань	1	3
165	этого нельзя	2	3
166	и следовательно	2	3
167	или меньшей	2	3
168	еще не	7	3
169	только в	6	3
170	поэтому и	2	3
171	так и	4	3
172	же и	4	3
173	для историка	1	3
174	мы находим	5	3
175	в конце	3	3
176	тем что	3	3
177	в других	2	3
178	сказать что	2	3
179	там где	2	3
180	жизнь в	3	3
181	в частности	1	3
182	не может	19	3
183	вместе с	2	3
184	как в	4	3
185	как бы	19	3
186	и смерти	1	3
187	весь этот	1	3
188	в более	1	3
189	но это	6	3
190	а в	2	3
191	слово в	6	3
192	между ними	10	3
193	к этой	1	3
194	они не	2	3
195	том числе	4	3
196	в обычном	1	2
197	одним из	3	2
198	например в	4	2
199	того же	3	2
200	тем же	3	2
201	из самых	1	2
202	по преимуществу	1	2
203	этого он	1	2
204	мы не	4	2
205	при анализе	1	2
206	со смертью	1	2
207	и стиль	1	2
208	на тему	1	2
209	хотя бы	2	2
210	меньшей степени	2	2
211	не был	1	2
212	в последних	1	2
213	характер он	1	2
214	но конечно	2	2
215	но не	4	2
216	вот как	2	2
217	что он	6	2
218	все же	4	2
219	односторонней серьезности	2	2
220	его к	2	2
221	в целом	1	2
222	из этих	3	2
223	раз в	2	2
224	и если	1	2
225	на его	1	2
226	как он	3	2
227	в первой	2	2
228	он воспринимает	2	2
229	и еще	1	2
230	не к	3	2
231	в корне	2	2
232	и вот	1	2
233	в плане	1	2
234	на этом	3	2
235	людей которые	1	2
236	значительной степени	1	2
237	здесь мы	1	2
238	друг в	3	2
239	лишь в	2	2
240	это вовсе	2	2
241	не боится	1	2
242	ни одной	1	2
243	далеко не	3	2
244	характер и	1	2
245	от языка	1	2
246	в один	1	2
247	точки зрения	11	2
248	в котором	5	2
249	в условиях	3	2
250	своего рода	4	2
251	смех в	3	2
252	одном из	2	2
253	тонах и	1	2
254	но он	3	2
255	что было	1	2
256	том же	4	2
257	нельзя понять	1	2
258	и очень	1	2
259	такие образы	1	2
260	не менее	2	2
261	ее не	1	2
262	дело в	3	2
263	значение этого	1	2
264	числе и	3	2
265	должны быть	1	2
266	той или	2	2
267	они и	1	2
268	и это	3	2
269	данном случае	1	2
270	следовательно и	2	2
271	и сам	5	2
272	времени и	2	2
273	здесь нет	3	2
274	по сравнению	1	2
275	поэтому в	1	2
276	даны в	3	2
277	приводит его	1	2
278	карнавальный характер	1	2
279	можно сказать	4	2
280	редуцированного смеха	2	2
281	но здесь	3	2
282	характер это	1	2
283	с другой	3	2
284	увидим дальше	1	2
285	эти стороны	1	2
286	в языке	2	2
287	это не	5	2
288	рождение в	1	2
289	в большей	2	2
290	к нему	5	2
291	образов и	2	2
292	и так	2	2
293	но как	1	2
294	и рождение	1	2
295	в эти	1	2
296	конечно не	8	2
297	с нею	2	2
298	и у	1	2
299	уже в	4	2
300	и они	2	2
301	слова в	13	2
302	него и	1	2
303	мы знаем	1	2
304	т.п все	1	2
305	как его	1	2
306	в системе	2	2
307	на их	1	2
308	в форме	1	2
309	даже и	1	2
310	рядом с	5	2
311	или иной	2	2
312	влияние на	2	2
