N	2gram	Trubetskoy_1	Myshleni
1	в этом	15	29
2	точки зрения	13	28
3	и в	26	26
4	для себя	1	24
5	не только	10	24
6	то что	7	24
7	таким образом	22	23
8	с точки	6	21
9	представляет собой	3	19
10	того чтобы	5	19
11	для того	5	18
12	в том	11	18
13	и не	8	18
14	том что	7	17
15	потому что	7	16
16	как и	1	15
17	того что	3	14
18	так как	9	14
19	так же	5	14
20	с помощью	1	13
21	и его	1	12
22	вместе с	15	12
23	что в	9	12
24	в которой	3	11
25	в слове	1	11
26	только не	2	11
27	но и	9	11
28	не может	4	11
29	что они	1	10
30	по своей	2	10
31	в сущности	1	9
32	в самом	4	9
33	в себе	6	9
34	по сравнению	2	9
35	тем что	1	9
36	что мы	2	9
37	по своему	2	9
38	же как	3	8
39	то же	4	8
40	той же	1	8
41	что она	1	8
42	что он	4	8
43	только в	4	8
44	сравнению с	2	8
45	сказать что	2	8
46	мы не	1	7
47	и к	5	7
48	с самого	3	7
49	представление о	6	7
50	самого начала	2	7
51	к тому	6	7
52	по мере	1	7
53	может быть	10	7
54	прежде всего	2	7
55	самом деле	1	6
56	во всех	2	6
57	по отношению	1	6
58	все же	6	6
59	что это	3	6
60	все эти	6	6
61	было бы	1	6
62	в ее	1	6
63	в учении	1	6
64	в сознании	1	6
65	речь есть	1	6
66	между собой	1	6
67	и что	4	6
68	заключается в	1	6
69	связь между	1	6
70	иначе как	1	6
71	именно в	2	6
72	а не	5	6
73	как бы	12	6
74	в смысле	4	6
75	мы должны	6	6
76	от слова	1	6
77	как на	8	6
78	все что	2	6
79	тем же	1	5
80	из всех	3	5
81	оно есть	1	5
82	могли бы	1	5
83	с внешней	1	5
84	в силу	5	5
85	и с	10	5
86	с тем	18	5
87	что с	1	5
88	тогда когда	2	5
89	в процессе	2	5
90	же самое	2	5
91	данном случае	1	5
92	если бы	3	5
93	в виду	2	5
94	можно сказать	3	5
95	и следовательно	1	5
96	как она	1	5
97	с одной	7	5
98	в качестве	3	5
99	в начале	2	5
100	одно из	2	5
101	себе в	1	5
102	и их	1	5
103	одной стороны	7	5
104	с внутренней	1	5
105	в данном	1	5
106	отношению к	3	5
107	с этой	3	5
108	и для	5	5
109	бы в	1	5
110	только что	2	5
111	еще не	2	4
112	с другой	8	4
113	в нашем	1	4
114	если в	3	4
115	это и	1	4
116	как в	1	4
117	целый ряд	4	4
118	но в	7	4
119	не можем	1	4
120	на то	2	4
121	и во	1	4
122	чем в	1	4
123	в такой	1	4
124	в котором	4	4
125	не в	2	4
126	в той	1	4
127	не менее	3	4
128	не по	1	4
129	никогда не	5	4
130	учения о	1	4
131	связи с	9	4
132	в области	9	4
133	в момент	1	4
134	не могут	2	4
135	что оно	4	4
136	не есть	1	4
137	слова с	1	4
138	перейти к	1	4
139	приводит к	2	4
140	о том	6	4
141	в пользу	2	4
142	в его	5	4
143	и только	4	4
144	одной из	5	4
145	так что	3	4
146	к мысли	1	4
147	в конце	6	4
148	друг друга	1	4
149	нужно было	1	4
150	это есть	1	4
151	о чем	1	4
152	должны быть	1	4
153	и от	4	4
154	то о	1	4
155	и наконец	2	4
156	этой точки	2	4
157	связана с	2	3
158	в первом	1	3
159	что эти	3	3
160	мы уже	1	3
161	есть не	1	3
162	совпадает с	1	3
163	в ней	1	3
164	в чем	1	3
165	но не	8	3
166	в этой	4	3
167	в одной	1	3
168	как к	1	3
169	в этот	1	3
170	из этих	10	3
171	учение о	4	3
172	как совершенно	1	3
173	он не	4	3
174	чем у	1	3
175	и по	4	3
176	так и	6	3
177	с другими	4	3
178	не совпадает	1	3
179	мы видели	2	3
180	такой же	1	3
181	для него	3	3
182	в своей	1	3
183	тем не	3	3
184	состоит в	2	3
185	по себе	1	3
186	случае в	1	3
187	в самой	2	3
188	пути и	1	3
189	этом отношении	2	3
190	нам нужно	1	3
191	отличается от	2	3
192	его с	1	3
193	значения и	1	3
194	с собой	1	3
195	для этого	2	3
196	с ним	1	3
197	во втором	1	3
198	что и	6	3
199	это не	1	3
200	к нему	7	3
201	мы видим	1	3
202	и является	2	3
203	только на	1	3
204	представить себе	1	3
205	мы можем	2	3
206	как раз	1	3
207	из двух	1	3
208	до сих	5	3
209	эти особенности	1	3
210	исторического развития	2	3
211	и потому	6	3
212	смысле этого	1	3
213	этого слова	1	3
214	и о	3	3
215	сих пор	5	3
216	но это	1	3
217	о его	1	3
218	все это	6	3
219	не является	1	3
220	совершается в	1	3
221	находит свое	1	3
222	есть то	1	3
223	первом случае	1	3
224	в то	4	3
225	и другой	2	3
226	и состоит	1	3
227	не означает	1	3
228	как известно	1	2
229	отношения к	1	2
230	одним из	2	2
231	мере в	1	2
232	и есть	1	2
233	то в	1	2
234	можно говорить	1	2
235	и до	1	2
236	все те	1	2
237	время как	1	2
238	мы и	1	2
239	к общему	1	2
240	что его	1	2
241	отношение к	5	2
242	отличие от	1	2
243	друга и	1	2
244	относится к	2	2
245	идет о	1	2
246	эта связь	1	2
247	с этим	1	2
248	его к	1	2
249	но эта	1	2
250	бы с	1	2
251	не могла	2	2
252	на его	1	2
253	в нем	4	2
254	этот период	2	2
255	его от	2	2
256	от нее	1	2
257	в одну	1	2
258	значение в	1	2
259	к другу	2	2
260	а по	1	2
261	лишь в	5	2
262	его в	1	2
263	ни в	1	2
264	о которых	1	2
265	несмотря на	6	2
266	должно быть	1	2
267	в этих	4	2
268	во время	4	2
269	но если	2	2
270	и при	3	2
271	в их	1	2
272	оказывается что	3	2
273	в отличие	1	2
274	в которых	4	2
275	признать что	2	2
276	должны были	1	2
277	которые в	2	2
278	том же	1	2
279	даже в	1	2
280	в отношении	6	2
281	не имеет	5	2
282	того как	1	2
283	в уме	1	2
284	это мы	1	2
285	казалось бы	1	2
286	ничего не	1	2
287	и весь	1	2
288	прежде чем	1	2
289	и делает	1	2
290	с другом	5	2
291	у нас	1	2
292	ли не	1	2
293	и больше	2	2
294	которого мы	1	2
295	с ее	1	2
296	что все	4	2
297	свою очередь	1	2
298	то время	1	2
299	образом в	5	2
300	совершенно особую	1	2
301	и здесь	2	2
302	одновременно и	2	2
303	одного из	1	2
304	входит в	1	2
305	должно было	2	2
306	во всей	1	2
307	своему значению	1	2
308	наконец в	2	2
309	один из	2	2
310	которое мы	1	2
311	находим в	1	2
312	этот факт	2	2
313	и ее	1	2
314	со всеми	2	2
315	уже в	2	2
316	на этих	1	2
317	и других	1	2
318	мы знаем	1	2
319	никто не	1	2
320	случае не	3	2
321	и вместе	4	2
322	видно из	1	2
323	по своим	2	2
324	в свою	2	2
325	с ней	3	2
326	по тем	1	2
327	представляется в	1	2
328	она является	1	2
329	позволяет нам	1	2
330	границы между	1	2
331	к его	2	2
332	значения к	1	2
333	из которых	4	2
334	оно имеет	1	2
335	могут быть	1	2
336	внешней стороны	1	2
337	ко всему	2	2
338	друг с	5	2
339	никем не	2	2
340	благодаря этому	2	2
341	к двум	1	2
342	но для	1	2
343	но с	3	2
344	не представляет	1	2
345	а в	4	2
346	на двух	1	2
347	может и	1	2
348	совершенно не	1	2
349	из этого	2	2
350	но именно	1	2
351	к этой	1	2
352	в своих	1	2
353	к этому	3	2
354	точно так	3	2
355	во всяком	6	2
356	эта новая	1	1
357	с новыми	1	1
358	представляют себе	1	1
359	начинается с	1	1
360	которого в	1	1
361	того же	6	1
362	становится в	1	1
363	он может	1	1
364	к своей	1	1
365	что дает	1	1
366	полагают что	1	1
367	недоступной для	1	1
368	а возникает	1	1
369	и друг	1	1
370	к учению	1	1
371	объясняется и	1	1
372	и этот	1	1
373	и могут	1	1
374	этом направлении	1	1
375	а как	1	1
376	языка с	1	1
377	мы имеем	2	1
378	это совершенно	1	1
379	что уже	1	1
380	нам в	1	1
381	именно к	1	1
382	он как	1	1
383	представлением о	1	1
384	психологического и	1	1
385	ему в	2	1
386	и образуют	1	1
387	с дифференциацией	1	1
388	двух или	1	1
389	не был	1	1
390	сказать и	1	1
391	их расположение	1	1
392	друг к	1	1
393	они у	1	1
394	совсем не	1	1
395	друг на	2	1
396	и всякий	1	1
397	одном и	1	1
398	только тогда	1	1
399	силу этого	1	1
400	эта особенность	1	1
401	в план	1	1
402	на которого	1	1
403	с психологической	1	1
404	более как	1	1
405	двум различным	1	1
406	оно является	2	1
407	этих людей	1	1
408	там где	1	1
409	от связи	3	1
410	от до	1	1
411	некоторое время	1	1
412	в среду	1	1
413	в своем	3	1
414	образцом для	1	1
415	рассматриваться как	1	1
416	кроме того	1	1
417	мысль о	2	1
418	трех слов	1	1
419	и как	3	1
420	две разные	1	1
421	есть ли	1	1
422	от этого	1	1
423	за собой	3	1
424	к чему	1	1
425	еще на	2	1
426	та же	1	1
427	тому же	5	1
428	не обнаруживает	1	1
429	нами и	2	1
430	думать что	1	1
431	что к	1	1
432	с их	1	1
433	по форме	1	1
434	и тот	1	1
435	как основной	1	1
436	и те	3	1
437	вследствие этого	1	1
438	при этом	3	1
439	время и	1	1
440	перестает быть	2	1
441	они в	2	1
442	всех этих	1	1
443	в первую	1	1
444	к разным	1	1
445	не как	2	1
446	что еще	1	1
447	новое и	1	1
448	чтобы в	1	1
449	но вместе	2	1
450	на этом	1	1
451	так например	2	1
452	заключает в	2	1
453	но все	7	1
454	факт что	1	1
455	в сторону	1	1
456	внутренней стороны	1	1
457	на все	2	1
458	на этой	1	1
459	говорить не	1	1
460	что перед	1	1
461	это было	1	1
