N	3gram	Bakhtin_sl_2	Problema
1	с точки зрения	3	11
2	той или иной	5	11
3	тем не менее	1	10
4	в том что	4	8
5	в той или	3	7
6	с другой стороны	1	6
7	в какой мере	1	4
8	те или иные	1	4
9	не только в	2	4
10	во всяком случае	2	4
11	не только не	1	4
12	то есть не	1	3
13	в зависимости от	4	3
14	тех или иных	1	3
15	в связи с	2	3
16	того или иного	1	3
17	о том что	1	3
18	и ни в	1	3
19	и т д	2	3
20	хотя и не	1	2
21	к своему пределу	1	2
22	хотя бы и	2	2
23	сами по себе	1	2
24	в другом случае	1	2
25	жизни и в	1	2
26	даже и не	1	2
27	а также и	2	2
28	то перед нами	1	2
29	для того чтобы	2	2
30	более или менее	2	2
31	это и не	1	2
32	в то же	4	2
33	сама по себе	3	2
34	и может быть	1	1
35	но все же	4	1
36	а следовательно и	1	1
37	в чем не	2	1
38	иметь в виду	1	1
39	далеко не все	1	1
40	xix и начала	1	1
41	и все происходящие	1	1
42	том что он	1	1
43	и не в	1	1
44	но все это	1	1
45	и не может	1	1
46	следовательно не только	1	1
47	как мы сказали	2	1
48	и в то	1	1
49	рядом с собой	1	1
50	что он не	1	1
51	ни в чем	2	1
52	том числе и	1	1
53	здесь уже не	1	1
54	в мировой литературе	2	1
55	во всех областях	4	1
56	до сих пор	2	1
57	но здесь это	1	1
58	слова своего собеседника	1	1
59	мы не знаем	1	1
60	с одной стороны	5	1
61	все сливается в	1	1
62	вовсе не обязательно	1	1
63	в чем же	1	1
64	всяком случае не	1	1
65	бы и не	1	1
66	по себе еще	1	1
67	но именно в	1	1
68	это не значит	1	1
69	друг к другу	1	1
70	и в новое	2	1
71	в том числе	1	1
72	в новое время	2	1
73	то есть чисто	1	1
74	в себе все	1	1
75	здесь одно и	1	1
76	одной из возможных	1	1
77	а в том	1	1
78	здесь не только	1	1
79	точном смысле слова	1	1
80	по себе а	1	1
81	так и в	3	1
82	для нас и	1	1
83	в свою очередь	2	1
84	в соединении с	1	1
85	и т п	33	1
86	портрет дориана грея	1	1
87	относящихся сюда явлений	1	1
88	с самого начала	1	1
89	в романах достоевского	1	1
90	не менее в	1	1
91	и начала xx	1	1
92	его об этом	1	1
93	на то что	1	1
94	могут быть и	1	1
95	на фоне этого	1	1
96	конечно не в	1	1
97	конечно не только	1	1
98	человека в этом	1	1
99	или в другом	1	1
100	как и в	1	1
101	в результате их	1	1
102	для этого необходимо	1	1
103	и представить себе	1	1
