N	3gram	Bakhtin_Pr_3	Hudozhes
1	в том что	3	11
2	по отношению к	1	7
3	о том что	2	7
4	то же время	5	4
5	в то же	5	4
6	а между тем	2	3
7	мы уже отмечали	2	3
8	но при этом	1	3
9	не может быть	1	3
10	как и в	3	3
11	тем не менее	2	3
12	в соответствии с	2	3
13	состоит в том	1	2
14	а не в	1	2
15	с точки зрения	2	2
16	до сих пор	5	2
17	и в то	2	2
18	можно было бы	1	2
19	как он сам	1	2
20	то что было	1	2
21	но тем не	1	2
22	то же самое	1	2
23	в этом и	1	2
24	нет и не	1	1
25	то что я	1	1
26	самим собою в	1	1
27	той или иной	1	1
28	в ней все	1	1
29	в глазах других	1	1
30	да и не	1	1
31	это было бы	1	1
32	в котором он	1	1
33	весьма характерной для	1	1
34	в этом отношении	1	1
35	в этом произведении	2	1
36	жизнь в ее	1	1
37	том числе и	10	1
38	с самим собою	4	1
39	с самим собой	1	1
40	жизни на земле	1	1
41	не то что	3	1
42	и то что	1	1
43	в них нет	1	1
44	человеческой жизни и	1	1
45	в его жизни	1	1
46	это своего рода	2	1
47	особенно в его	1	1
48	и все его	1	1
49	а также и	3	1
50	жизни и смерти	2	1
51	имеем дело с	1	1
52	так или иначе	1	1
53	все более и	1	1
54	этом и заключается	1	1
55	и тот и	1	1
56	я не могу	1	1
57	с другой стороны	1	1
58	потому что это	2	1
59	внешней и внутренней	1	1
60	позиции по отношению	1	1
61	более того именно	1	1
62	них нет ничего	1	1
63	с самого начала	3	1
64	более и более	1	1
65	одной из форм	1	1
66	смысле можно сказать	1	1
67	именно потому что	1	1
68	можно сказать что	4	1
69	друг от друга	1	1
70	после того как	1	1
71	в том числе	11	1
72	мы имеем дело	1	1
73	человека и его	3	1
74	именно тем что	1	1
