N	2gram	Propp_Isto_2	Dialekti
1	и не	11	30
2	т е	29	30
3	может быть	17	20
4	не только	18	19
5	и в	15	19
6	по себе	1	18
7	и т	19	17
8	в мифе	2	16
9	а не	5	16
10	в себе	4	15
11	т д	18	15
12	что она	5	14
13	потому что	9	14
14	то что	12	14
15	в том	6	14
16	так как	14	14
17	как бы	6	14
18	вовсе не	1	13
19	то же	10	12
20	не просто	2	12
21	но и	14	12
22	значит что	1	12
23	и как	1	10
24	что это	6	10
25	в нем	7	10
26	ни в	2	10
27	как и	2	10
28	том что	7	10
29	сказать что	2	10
30	так и	5	10
31	это не	2	10
32	никогда не	15	9
33	же и	3	9
34	не может	5	9
35	мы уже	6	8
36	в этом	11	8
37	в своей	1	8
38	не в	7	8
39	она не	5	8
40	прежде всего	5	8
41	это значит	1	8
42	и то	2	7
43	есть не	1	7
44	так что	6	7
45	и к	1	7
46	как это	3	7
47	но что	1	7
48	как будто	3	7
49	но это	4	7
50	что в	12	7
51	я не	2	6
52	в религии	1	6
53	но не	2	6
54	что они	10	6
55	отнюдь не	1	6
56	в то	1	6
57	что он	24	6
58	что не	1	6
59	того что	3	6
60	да и	2	6
61	и может	2	6
62	есть и	2	6
63	и потому	1	5
64	и это	3	5
65	говорить о	1	5
66	есть ли	2	5
67	в силу	2	5
68	и его	3	5
69	на свете	1	5
70	и с	4	5
71	в виду	2	5
72	о том	3	5
73	и что	6	5
74	но как	1	5
75	не то	1	5
76	что и	6	5
77	тела и	1	5
78	с другой	2	5
79	а именно	3	5
80	и пр	7	5
81	и следовательно	1	5
82	в одно	1	5
83	по своему	1	5
84	в самом	1	5
85	только в	6	5
86	и есть	5	4
87	еще не	9	4
88	самом деле	2	4
89	тут же	2	4
90	в одной	4	4
91	все же	9	4
92	как он	3	4
93	и если	2	4
94	при этом	4	4
95	он не	8	4
96	и по	2	4
97	таким образом	7	4
98	а потом	4	4
99	нисколько не	2	4
100	в одном	5	4
101	но он	4	4
102	все это	3	4
103	с ним	1	4
104	связи с	8	4
105	в таком	1	4
106	в каком	1	4
107	не могут	1	4
108	без всякого	1	4
109	и когда	2	4
110	говорят что	5	4
111	в другом	9	4
112	все на	1	4
113	к нему	5	4
114	и только	2	4
115	вопрос об	1	4
116	уже в	2	4
117	ни с	1	4
118	одно из	2	4
119	нельзя сказать	1	4
120	в связи	5	4
121	могут быть	2	4
122	быть и	1	4
123	хотя бы	2	4
124	а в	12	4
125	другой стороны	2	4
126	по одному	1	4
127	же как	5	3
128	сам по	1	3
129	это и	1	3
130	как мы	1	3
131	вопрос о	4	3
132	что иное	2	3
133	это время	1	3
134	иное как	2	3
135	а только	1	3
136	в этой	4	3
137	она сама	1	3
138	с этим	5	3
139	кроме того	2	3
140	и где	1	3
141	от этого	1	3
142	это за	2	3
143	одно время	1	3
144	после этого	4	3
145	всех этих	3	3
146	в глубину	1	3
147	об этом	11	3
148	его в	10	3
149	это было	1	3
150	чтобы все	1	3
151	было бы	5	3
152	уже знаем	3	3
153	мы имеем	15	3
154	но я	1	3
155	в этих	11	3
156	что такое	1	3
157	и более	2	3
158	что этот	3	3
159	даже в	1	3
160	не менее	1	3
161	важно что	1	3
162	миф или	1	3
163	ничего не	7	3
164	в разных	2	3
165	как только	1	3
166	это только	2	3
167	миф же	1	3
168	уже не	1	3
169	нуждается в	1	3
170	может иметь	1	3
171	же мы	2	3
172	будто бы	2	3
173	у меня	1	3
174	из них	2	3
175	и из	2	3
176	о котором	1	3
177	и их	2	3
178	не было	2	3
179	себе не	1	3
180	о чем	1	3
181	в той	1	3
182	когда мы	2	3
183	в это	1	3
184	его с	1	3
185	это как	1	3
186	то не	2	3
187	е в	1	3
188	понимать как	1	3
189	не что	2	3
190	то оно	1	3
191	они не	4	3
192	также что	2	2
193	связана с	6	2
194	на самом	2	2
195	он может	1	2
196	что эти	4	2
197	его не	2	2
198	например в	2	2
199	из всего	1	2
200	так чтобы	1	2
201	то это	6	2
202	зависимости от	1	2
203	в ней	4	2
204	по линии	1	2
205	во всех	2	2
