N	2gram	Losev_Vlad_1	Freidism
1	таким образом	3	24
2	и не	17	23
3	не может	6	20
4	точки зрения	2	19
5	прежде всего	1	18
6	к отцу	1	16
7	в этом	14	15
8	в его	12	15
9	и пр	1	15
10	с помощью	1	14
11	мы можем	1	13
12	может быть	6	13
13	и его	7	12
14	все эти	3	11
15	как и	4	11
16	то что	18	11
17	самом деле	1	10
18	но в	12	10
19	с ним	5	10
20	как мы	9	10
21	так и	6	10
22	и потому	6	10
23	с его	11	9
24	во всех	1	9
25	по отношению	1	9
26	и в	31	9
27	то же	6	8
28	не только	24	8
29	он не	10	8
30	в своей	4	8
31	еще не	2	8
32	что он	12	8
33	только в	9	8
34	так как	8	8
35	все это	5	8
36	и все	4	8
37	все что	2	8
38	в самом	2	7
39	мы уже	7	7
40	отношение к	3	7
41	ни в	2	7
42	те же	1	7
43	к нему	4	7
44	один из	4	7
45	тот же	3	7
46	мы знаем	2	7
47	всяком случае	2	7
48	что же	5	7
49	сказать что	7	7
50	во всяком	2	7
51	в ней	1	6
52	за пределы	3	6
53	так сказать	1	6
54	и с	14	6
55	на протяжении	1	6
56	того что	2	6
57	для него	7	6
58	вовсе не	5	6
59	никогда не	9	6
60	протяжении всей	1	6
61	хотя бы	2	6
62	совершенно не	2	6
63	на самом	1	5
64	и на	3	5
65	он сам	2	5
66	в чем	2	5
67	и к	6	5
68	в этой	4	5
69	что такое	2	5
70	знаем что	2	5
71	не в	5	5
72	мы должны	2	5
73	в то	8	5
74	в каком	2	5
75	с сознанием	1	5
76	но мы	2	5
77	можно сказать	6	5
78	для того	2	5
79	по мнению	1	5
80	а в	9	5
81	но и	19	5
82	связь с	1	5
83	его жизни	6	5
84	в период	5	5
85	в свою	1	5
86	что в	14	5
87	и за	2	4
88	той же	2	4
89	мы не	1	4
90	в которой	4	4
91	я не	4	4
92	совсем не	4	4
93	но не	3	4
94	все же	3	4
95	не было	5	4
96	из этих	2	4
97	в нем	4	4
98	на этом	2	4
99	то ни	1	4
100	при этом	2	4
101	об этом	7	4
102	с другими	1	4
103	в жизни	3	4
104	на основании	2	4
105	во время	3	4
106	не менее	2	4
107	же время	4	4
108	всей жизни	3	4
109	потому что	11	4
110	и для	2	4
111	к тому	3	4
112	того чтобы	2	4
113	сводится к	1	4
114	с самого	1	4
115	которой мы	2	4
116	с ними	2	4
117	конечно не	2	4
118	уже не	3	4
119	в котором	6	4
120	как раз	7	4
121	от того	1	4
122	себя и	1	4
123	в данном	1	4
124	и о	2	4
125	в более	1	4
126	в этих	1	4
127	между ними	1	4
128	в таком	1	4
129	и есть	1	3
130	на место	1	3
131	на себя	3	3
132	он был	14	3
133	в общем	3	3
134	один и	2	3
135	него только	1	3
136	как в	3	3
137	и той	1	3
138	и как	4	3
139	сказать о	1	3
140	учение о	2	3
141	и тот	2	3
142	в себе	4	3
143	и те	1	3
144	главным образом	4	3
145	о которой	3	3
146	и вот	3	3
147	одной и	1	3
148	и по	8	3
149	всех своих	1	3
150	что все	2	3
151	было бы	2	3
152	уже знаем	1	3
153	отца и	3	3
154	мы имеем	1	3
155	нисколько не	2	3
156	мысли и	4	3
157	случае не	1	3
158	тому что	1	3
159	этой области	2	3
160	одна из	1	3
161	на него	3	3
