N	2gram	Bakhtin_Pr_1	Problema
1	то есть	24	46
2	в его	24	43
3	и не	34	42
4	и в	23	38
5	не может	11	27
6	может быть	21	26
7	как бы	28	22
8	по отношению	11	21
9	в художественном	2	20
10	отношению к	11	19
11	и с	4	17
12	к содержанию	1	17
13	и его	13	16
14	в этом	25	15
15	в нем	20	15
16	только в	8	13
17	прежде всего	7	13
18	но не	8	12
19	за пределы	6	12
20	художественного творчества	2	12
21	в единстве	7	12
22	в искусстве	2	12
23	во всех	5	11
24	в области	3	11
25	ни в	3	11
26	и для	3	11
27	не входит	1	10
28	отношение к	1	10
29	таким образом	11	10
30	в их	3	10
31	материала в	1	10
32	к нему	3	10
33	художественная форма	1	10
34	не только	13	9
35	его в	4	9
36	художественной формы	5	9
37	но и	11	9
38	и как	8	8
39	входит в	2	8
40	было бы	6	8
41	точки зрения	21	8
42	место в	1	8
43	в том	11	8
44	то что	18	8
45	еще не	5	7
46	в самом	8	7
47	вообще не	1	7
48	в плане	5	7
49	как и	8	7
50	не в	6	7
51	содержание в	1	7
52	как мы	5	7
53	художественное творчество	1	7
54	с другой	2	7
55	между тем	5	7
56	совершенно не	1	7
57	в своей	11	7
58	что в	8	7
59	отношения к	2	6
60	самом деле	5	6
61	там где	6	6
62	и наконец	5	6
63	в пределах	9	6
64	не к	1	6
65	с точки	15	6
66	по поэтике	1	6
67	не есть	1	6
68	и этим	2	6
69	ничего не	6	6
70	все же	5	6
71	а в	7	6
72	только как	1	6
73	себя как	5	5
74	художественном произведении	1	5
75	высшей степени	1	5
76	тем как	4	5
77	отличие от	2	5
78	в своем	8	5
79	все эти	8	5
80	при этом	3	5
81	то же	10	5
82	в музыке	4	5
83	это не	10	5
84	в них	3	5
85	рядом с	13	5
86	в высшей	1	5
87	далеко не	1	5
88	в отличие	2	5
89	творчества и	2	5
90	так и	10	5
91	произведения в	1	5
92	его целом	5	5
93	в основе	5	5
94	и о	3	5
95	никогда не	5	5
96	с ним	6	5
97	конечно не	1	5
98	большинстве случаев	2	5
99	дело и	1	5
100	в большинстве	2	5
101	не на	3	5
102	а не	20	5
103	могут быть	1	5
104	быть только	1	5
105	должно быть	1	5
106	формы и	1	5
107	на границах	1	5
108	все они	1	5
