N	2gram	Vygotskiy__6	FransuaR
1	и в	28	65
2	и др	2	24
3	как бы	11	22
4	и не	11	22
5	вовсе не	1	18
6	в сущности	7	16
7	в том	28	16
8	в этом	27	15
9	но в	5	14
10	в нем	7	13
11	мы уже	2	12
12	и на	5	11
13	прежде всего	2	11
14	все эти	2	10
15	не только	16	10
16	и его	3	10
17	так и	6	10
18	но и	10	10
19	том числе	1	10
20	во всех	4	9
21	в его	3	9
22	все это	2	9
23	форм и	2	9
24	за пределы	1	8
25	всех этих	1	8
26	в своем	7	8
27	в основе	3	8
28	и даже	1	8
29	здесь в	1	8
30	по своему	2	8
31	и другие	2	8
32	его в	6	7
33	точки зрения	13	7
34	в области	6	7
35	только в	18	7
36	влияние на	1	7
37	числе и	1	7
38	на самом	1	6
39	еще не	8	6
40	все же	2	6
41	и у	1	6
42	главным образом	1	6
43	при этом	3	6
44	том что	19	6
45	в отношении	10	6
46	никогда не	8	6
47	как мы	10	6
48	в значительной	2	6
49	так как	10	6
50	может быть	13	6
51	не знает	3	6
52	сказать что	13	6
53	с его	3	5
54	отличие от	1	5
55	его развития	3	5
56	как в	3	5
57	с их	1	5
58	в них	3	5
59	рядом с	1	5
60	как и	6	5
61	есть в	3	5
62	в своей	2	5
63	потому что	22	5
64	той или	1	5
65	между тем	1	5
66	для него	6	5
67	в одном	2	5
68	или иной	1	5
69	еще и	1	5
70	в частности	4	5
71	в той	4	5
72	и все	5	5
73	в большей	1	5
74	в своих	3	5
75	и до	1	4
76	и к	6	4
77	в самом	8	4
78	в этой	5	4
79	и еще	1	4
80	на всю	1	4
81	входит в	1	4
82	во время	1	4
83	в их	3	4
84	в отличие	1	4
85	мысли и	2	4
86	не в	4	4
87	до сих	3	4
88	можно только	2	4
89	на всех	1	4
90	связи с	3	4
91	из них	2	4
92	отношение к	7	4
93	сих пор	3	4
94	это как	1	4
95	для нас	2	4
96	между ними	7	4
97	совершенно не	1	4
98	это в	2	4
99	самом деле	2	3
100	мы и	4	3
101	жить и	1	3
102	не просто	1	3
103	связанный с	1	3
104	в себя	3	3
105	уже не	1	3
106	но все	1	3
107	то что	28	3
108	в себе	4	3
109	но на	2	3
110	и с	1	3
111	на этой	5	3
112	и других	7	3
113	это не	5	3
114	далеко не	1	3
115	в ее	1	3
116	он и	1	3
117	с точки	10	3
118	дает в	2	3
119	но это	2	3
120	даже в	1	3
121	на котором	2	3
122	по своей	3	3
123	этом отношении	3	3
124	и здесь	3	3
125	не могут	5	3
126	и вообще	2	3
127	с ним	2	3
128	с другой	2	3
129	и во	1	3
130	к нему	1	3
131	вся эта	1	3
132	во всей	1	3
133	что он	18	3
134	но как	3	3
135	и новое	1	3
136	где они	2	3
137	в известной	1	3
138	друг друга	4	3
139	в системе	3	3
140	как раз	6	3
141	иерархических отношений	1	3
142	в других	2	3
143	на весь	1	3
144	в ряду	2	3
145	на фоне	3	3
146	и их	1	3
147	в тех	1	3
148	в состоянии	4	3
149	в более	1	3
150	не может	19	3
151	что в	17	3
152	отношения к	3	2
153	одним из	2	2
154	например в	4	2
155	видеть в	1	2
156	для своего	1	2
157	и само	1	2
158	это всегда	1	2
159	и он	1	2
160	в чем	6	2
161	но не	10	2
162	постановке проблемы	1	2
163	нет и	1	2
164	от господствующей	1	2
165	и наконец	2	2
166	его к	1	2
167	это определение	1	2
168	в чисто	1	2
169	из этих	3	2
170	он не	7	2
171	в заключение	1	2
172	на его	3	2
173	новое и	1	2
174	и по	3	2
175	на все	1	2
176	это было	1	2
177	в этих	2	2
178	и без	1	2
179	их в	1	2
180	и очень	1	2
181	раз и	2	2
182	дело в	1	2
183	в процессе	9	2
184	образом в	3	2
185	в стадии	1	2
186	этих двух	1	2
187	всего на	1	2
188	во всем	1	2
189	же он	1	2
190	начиная с	1	2
191	и именно	1	2
192	есть только	1	2
193	могут быть	5	2
194	к тому	10	2
195	особый тип	1	2
196	и это	1	2
197	значительной мере	2	2
198	говорили что	1	2
199	приводит к	6	2
200	во второй	2	2
201	но у	1	2
202	из основных	1	2
203	мы всегда	2	2
204	о том	1	2
205	второй половине	1	2
206	можно сказать	6	2
207	ни на	1	2
208	на отдельные	1	2
209	представления о	2	2
210	в свете	5	2
211	но с	2	2
212	мы видим	7	2
213	этот вопрос	3	2
214	с одной	1	2
215	лежащие в	1	2
216	только на	2	2
217	или даже	1	2
218	не для	1	2
219	от того	10	2
220	и человека	2	2
221	одной стороны	1	2
222	на этот	4	2
223	до конца	3	2
224	более того	2	2
225	несмотря на	2	2
226	выражения и	1	2
227	в разной	1	2
228	его на	1	2
229	его теории	1	2
230	к жизни	4	2
231	в это	1	2
232	того что	24	2
233	что мы	11	2
234	в основном	1	2
235	в целом	3	2
236	кроме того	1	2
237	при таком	1	2
238	и от	2	2
239	хотя и	3	2
240	совершенно иной	1	2
241	от него	2	2
242	интерес к	2	2
243	от всякого	1	2
244	на самих	1	2
245	из тех	1	2
246	речи и	5	2
247	одновременно и	1	2
248	никакого понимания	1	1
249	так резко	1	1
250	функции в	1	1
251	а из	2	1
252	тех же	1	1
253	это и	3	1
254	все его	1	1
255	же по	1	1
256	в приведенном	1	1
257	между двумя	2	1
258	от своей	1	1
259	собственном смысле	1	1
260	то же	7	1
261	еще остается	1	1
262	если я	4	1
263	мы не	6	1
264	этого нет	1	1
265	к новой	2	1
266	нам в	1	1
267	что нам	2	1
268	оба эти	3	1
269	совпадает с	4	1
270	принадлежит к	2	1
271	они связаны	1	1
272	и осознание	1	1
273	даже самый	1	1
274	предмет исследования	1	1
275	первый план	1	1
276	появляется и	1	1
277	совершается с	1	1
278	и своеобразного	1	1
279	с которыми	1	1
280	отвлеченной мысли	1	1
281	по отношению	10	1
282	а и	2	1
283	уже как	1	1
284	изменения и	1	1
285	мы назвали	2	1
286	друг от	1	1
287	человеку и	1	1
288	только путем	1	1
289	как первые	1	1
290	с этим	4	1
291	чем мы	1	1
292	как к	1	1
293	этого развития	1	1
294	не хватает	2	1
295	определения этих	1	1
296	что совершается	1	1
297	просто как	1	1
298	в полном	1	1
299	далее и	1	1
300	на высшем	1	1
301	не остается	1	1
302	и понимания	1	1
303	и как	6	1
304	самом начале	4	1
305	имеет в	1	1
306	силе и	1	1
307	как таковое	2	1
308	от этого	3	1
309	в этот	1	1
310	поэтому он	2	1
311	в которой	7	1
312	ступени развития	6	1
313	совершенно иначе	1	1
314	он в	1	1
315	в нашем	4	1
316	в другие	1	1
317	в известном	1	1
318	в последнее	2	1
319	раз в	3	1
320	остановиться на	3	1
321	основных момента	1	1
322	как он	1	1
323	на то	4	1
324	говоря только	1	1
325	в максимальной	1	1
326	вообще не	6	1
327	своем развитии	4	1
328	освобождение от	2	1
329	но именно	1	1
330	для того	8	1
331	представлениями и	1	1
332	первым и	1	1
333	этой стадии	2	1
334	и более	2	1
335	не могли	5	1
336	на этом	4	1
337	конца и	1	1
338	последнее слово	1	1
339	и осмысления	1	1
340	как они	2	1
341	связанные с	3	1
342	и может	1	1
343	они должны	1	1
344	в совершенно	2	1
345	об этом	1	1
346	связанных с	1	1
347	слова или	1	1
348	особенности в	1	1
349	развития на	3	1
350	всех областях	1	1
351	действительности в	1	1
352	было бы	9	1
353	отношений на	1	1
354	ведь в	1	1
355	поэтому можно	1	1
356	но уже	1	1
357	нашего исследования	5	1
358	мы имеем	4	1
359	природу этого	1	1
360	его отношения	1	1
361	рода и	1	1
362	оно имеет	1	1
363	в развитии	24	1
364	ряд новых	1	1
365	на первый	1	1
366	места в	1	1
367	и при	1	1
368	с вещами	2	1
369	что такое	3	1
370	лежат в	2	1
