N	2gram	Propp_Russ_2	Analitik
1	не только	10	22
2	тогда как	2	20
3	и в	29	18
4	как и	11	14
5	так и	1	14
6	в этом	11	14
7	и его	1	13
8	но и	8	13
9	том что	22	12
10	в качестве	3	12
11	и не	1	12
12	при этом	6	11
13	а в	9	10
14	как бы	18	10
15	что в	22	9
16	может быть	13	9
17	а не	4	9
18	в том	22	9
19	своего рода	1	8
20	и даже	1	8
21	в русской	1	7
22	как раз	1	7
23	в его	1	7
24	с другой	2	7
25	но не	5	7
26	еще не	6	6
27	в этой	3	6
28	в их	2	6
29	не в	4	6
30	для него	1	6
31	о том	9	6
32	мы имеем	6	5
33	как правило	1	5
34	в самом	1	5
35	однако в	1	5
36	а а	8	5
37	что и	2	5
38	между тем	3	5
39	уже не	4	5
40	в конце	1	5
41	никогда не	2	5
42	в свою	1	5
43	прежде всего	2	5
44	не является	1	5
45	другой стороны	1	5
46	представляет собой	2	5
47	и на	6	4
48	а и	2	4
49	что он	1	4
50	отнюдь не	1	4
51	в своем	1	4
52	и как	2	4
53	что по	4	4
54	по пути	1	4
55	таким образом	6	4
56	приводит к	1	4
57	состоит в	15	4
58	в одном	1	4
59	не менее	2	4
60	свою очередь	1	4
61	в пределах	1	4
62	можно сказать	1	4
63	далеко не	4	4
64	о чем	4	4
65	в данном	6	4
66	все же	2	4
67	перед нами	1	4
68	здесь и	1	3
69	по его	1	3
70	который в	1	3
71	мы не	6	3
72	говорить о	1	3
73	уже в	1	3
74	здесь не	1	3
75	если в	1	3
76	ответ на	1	3
77	что они	1	3
78	как в	7	3
79	с этим	2	3
80	что касается	1	3
81	из этих	2	3
82	тому же	1	3
83	подобно тому	3	3
84	в году	3	3
85	то же	4	3
86	не будет	1	3
87	его в	8	3
88	не столько	2	3
89	все это	10	3
90	в то	2	3
91	дело не	2	3
92	ничего не	1	3
93	следует признать	1	3
94	говорит и	1	3
95	в ее	3	3
96	данном случае	7	3
97	так в	2	3
98	жизнь и	2	3
99	именно в	4	3
100	было бы	3	3
101	и е	2	3
102	во всем	2	3
103	этом отношении	1	3
104	в особенности	1	3
105	не было	2	3
106	не всегда	3	3
107	как это	4	3
108	к жизни	5	3
109	пока еще	2	3
110	к этому	5	3
111	например в	1	2
112	на себя	2	2
113	в ней	1	2
114	не от	1	2
115	во всех	3	2
116	очевидно что	2	2
117	отличие от	3	2
118	это и	2	2
119	когда он	1	2
120	как уже	2	2
121	но в	5	2
122	все эти	3	2
123	в тех	1	2
124	после чего	2	2
125	не могла	1	2
126	так сказать	1	2
127	что она	3	2
128	в нем	1	2
129	о которой	1	2
130	и по	3	2
131	могла бы	1	2
132	входит в	1	2
133	это не	5	2
134	в них	4	2
135	с тем	6	2
136	несмотря на	1	2
137	или из	1	2
138	или точнее	1	2
139	в отличие	3	2
140	состоит не	1	2
141	тем не	2	2
142	но они	1	2
143	дело в	1	2
144	одна из	11	2
145	по своей	1	2
146	сводится к	1	2
147	в момент	2	2
148	могут быть	2	2
149	не с	2	2
150	об этом	2	2
151	лицо его	1	2
152	и здесь	1	2
153	в глаза	2	2
154	в форме	2	2
155	один из	2	2
156	но с	1	2
157	только в	1	2
158	который как	1	2
159	и ее	2	2
160	с одной	2	2
161	с нею	1	2
162	вопроса о	1	2
163	в большинстве	1	2
164	всяком случае	1	2
165	тем что	3	2
166	это по	1	2
167	указание на	1	2
168	своей дочери	1	2
169	одной стороны	2	2
170	говорит о	2	2
171	чем речь	1	2
172	на эту	2	2
173	там где	2	2
174	совершенно очевидно	2	2
175	связь с	3	2
176	не может	5	2
177	вместе с	6	2
178	и потому	1	2
179	по своему	1	2
180	когда мы	2	2
181	тому как	3	2
182	этого слова	1	2
183	на пути	1	2
184	и для	2	2
185	и от	3	2
186	хотя и	1	2
187	и все	4	2
188	не более	1	2
189	же в	6	2
190	то что	5	2
191	о своем	1	2
192	сказать что	1	2
193	совершенно не	2	2
194	к числу	2	2
195	а также	4	2
196	во всяком	1	2
197	собой так	1	1
198	а между	1	1
199	например по	1	1
200	также что	2	1
201	человека и	1	1
202	себе этот	1	1
203	на самом	2	1
204	ее до	1	1
205	и есть	1	1
206	из самых	1	1
207	и до	1	1
208	на две	2	1
209	с таким	1	1
210	> под	1	1
211	мы уже	1	1
212	собой как	1	1
213	что между	1	1
214	что если	1	1
215	вопрос о	4	1
216	что иное	2	1
217	в полной	1	1
218	мы и	1	1
219	стороны его	1	1
220	в таком	4	1
221	он был	1	1
222	между собой	2	1
223	иное как	2	1
224	этом и	2	1
225	если первое	1	1
226	тем как	1	1
227	там и	2	1
228	рассмотрение их	1	1
229	не все	4	1
230	собою как	1	1
231	отношение к	1	1
232	должны были	2	1
233	говорилось выше	1	1
234	независимо от	1	1
235	не это	1	1
236	тех случаях	1	1
237	этом же	1	1
238	мир и	1	1
239	от этого	1	1
240	моментов в	2	1
241	сливается с	1	1
242	не можем	2	1
243	та же	2	1
244	прослеживается в	1	1
245	во многих	9	1
246	на то	1	1
247	не следует	1	1
248	в статье	1	1
249	видел в	1	1
250	и еще	2	1
251	возвращение к	1	1
252	том чтобы	2	1
253	характер в	2	1
254	чтобы на	3	1
255	в нее	1	1
256	от других	1	1
257	здесь мы	2	1
258	однако все	1	1
259	к г	1	1
260	совпадают с	1	1
261	а затем	4	1
262	в другом	1	1
263	связанных с	1	1
264	есть одна	1	1
265	а по	1	1
266	с другими	3	1
267	три дня	1	1
268	от одного	1	1
269	он есть	2	1
270	есть и	1	1
271	они по	1	1
272	чаще всего	1	1
273	> и	1	1
274	еще одно	1	1
275	только одно	1	1
276	из нее	2	1
277	рядом с	1	1
278	цикла одна	1	1
279	а за	4	1
280	должно быть	2	1
281	из круга	1	1
282	остается в	1	1
283	всех этих	1	1
284	и становится	1	1
285	в эту	3	1
286	в г	2	1
287	этом случае	6	1
288	в своей	2	1
289	таким же	1	1
290	право на	2	1
291	как все	1	1
292	этому же	1	1
293	место в	1	1
294	собой и	1	1
295	при рассмотрении	2	1
296	имеем не	2	1
297	на всю	1	1
298	для этого	5	1
299	однако к	1	1
300	остаются на	1	1
301	случае мы	1	1
302	нас к	3	1
303	с ним	1	1
304	как можно	2	1
305	другого на	1	1
306	как о	1	1
307	принадлежат к	2	1
308	на него	1	1
309	в основе	1	1
310	совпадает с	1	1
311	в фигуре	1	1
312	того чтобы	6	1
313	к тебе	1	1
314	каждый из	2	1
315	через него	2	1
316	с одним	1	1
317	многих отношениях	1	1
318	где уже	1	1
319	более что	1	1
320	и является	1	1
321	потому что	5	1
322	связи с	2	1
323	как будто	1	1
324	у нас	4	1
325	тем это	2	1
326	не вызывает	1	1
327	с полной	1	1
328	здесь пока	1	1
329	в поле	19	1
330	все еще	1	1
331	как некое	1	1
332	что при	2	1
333	не единственный	1	1
334	время они	1	1
335	в применении	1	1
336	как мы	3	1
337	и о	3	1
338	мнение что	2	1
339	что у	1	1
340	в одну	1	1
341	живет в	3	1
342	мог бы	1	1
343	своему происхождению	1	1
344	ко всему	1	1
345	они как	1	1
346	на них	4	1
347	с этого	1	1
348	если бы	1	1
349	образом в	2	1
350	за околицу	1	1
351	в состав	2	1
352	случае как	1	1
353	ой ли	1	1
354	должно было	3	1
355	того или	1	1
356	связь между	2	1
357	состав этого	1	1
358	не принадлежат	2	1
359	от них	1	1
360	во всей	1	1
361	тем более	1	1
362	может иметь	1	1
363	того что	3	1
364	году все	1	1
365	о двух	1	1
366	идет по	1	1
367	и дело	2	1
368	новое рождение	1	1
369	тот же	1	1
370	с ними	1	1
371	в стороне	2	1
372	и так	1	1
373	полной уверенностью	1	1
374	они могут	1	1
375	по этому	2	1
376	за ней	1	1
377	человека с	1	1
