N	2gram	Tiupa_Teor_1	Vladivir
1	и в	18	31
2	в году	1	30
3	не только	16	24
4	но и	9	19
5	то что	3	18
6	и не	13	17
7	и даже	2	15
8	у него	1	15
9	в этом	8	14
10	том что	9	14
11	что в	9	14
12	но в	9	12
13	в его	6	12
14	что он	1	12
15	по поводу	1	12
16	с его	5	11
17	о том	1	11
18	в том	16	11
19	потому что	3	11
20	и то	2	10
21	также и	1	10
22	он не	3	10
23	так что	1	10
24	как мы	1	9
25	никогда не	4	9
26	в конце	2	9
27	только в	6	9
28	а в	13	9
29	и по	2	8
30	в то	6	8
31	так как	1	8
32	как это	8	7
33	и его	8	7
34	для него	2	7
35	об этом	2	7
36	как раз	2	7
37	еще и	1	7
38	сказать что	3	7
39	того же	3	6
40	то же	7	6
41	и к	3	6
42	это было	2	6
43	у нас	2	6
44	и сам	1	6
45	так и	10	6
46	разного рода	1	6
47	и что	3	6
48	можно сказать	3	6
49	в качестве	24	6
50	может быть	17	6
51	и потому	2	6
52	не может	4	6
53	но как	1	5
54	на то	1	5
55	не в	7	5
56	что и	2	5
57	вовсе не	3	5
58	но он	3	5
59	не было	1	5
60	а с	3	5
61	все это	2	5
62	и от	1	5
63	а также	6	5
64	в своих	1	5
65	из его	1	4
66	я не	2	4
67	что его	1	4
68	совсем не	1	4
69	в этой	3	4
70	в своем	4	4
71	хотя и	3	4
72	и как	2	4
73	говорит что	2	4
74	в которой	2	4
75	в нашем	4	4
76	в себе	9	4
77	в нем	4	4
78	этом смысле	2	4
79	как и	4	4
80	в своей	6	4
81	а а	5	4
82	дело в	2	4
83	же время	5	4
84	никак не	1	4
85	к нему	1	4
86	по своей	3	4
87	один из	2	4
88	себя в	6	4
89	и теперь	1	4
90	для меня	2	4
91	в особенности	1	4
92	что для	1	4
93	и особенно	2	4
94	такого рода	8	4
95	но она	2	3
96	на себя	2	3
97	и на	1	3
98	но не	9	3
99	отношение к	5	3
100	за пределы	2	3
101	что они	1	3
102	отнюдь не	3	3
103	как в	5	3
104	более или	2	3
105	со своей	3	3
106	в целом	3	3
107	он в	1	3
108	все эти	2	3
109	но на	1	3
110	и вот	3	3
111	на его	1	3
112	здесь мы	1	3
113	то есть	12	3
114	из своего	1	3
115	всю жизнь	1	3
116	или менее	2	3
117	на свою	1	3
118	в отношении	3	3
119	и притом	2	3
120	таким образом	3	3
121	к тому	2	3
122	в жизни	2	3
123	здесь не	1	3
124	к его	2	3
125	жизнь и	1	3
126	свидетельствует о	1	3
127	и здесь	2	3
128	это была	1	3
129	человека как	1	3
130	тот же	1	3
131	уже не	4	3
132	только на	1	3
133	с этими	1	3
134	с другой	7	3
135	только к	1	3
136	если не	1	3
137	в связи	1	3
138	вместе с	2	3
139	к своему	1	3
140	по своему	2	3
141	но я	1	3
142	собственно говоря	1	3
143	другой стороны	5	3
144	одним из	2	2
145	и весьма	1	2
146	и до	1	2
147	той же	1	2
148	на первом	1	2
149	этом не	1	2
150	в полной	1	2
151	личности с	1	2
152	еще не	4	2
153	в чем	1	2
154	я никогда	1	2
155	к жизни	2	2
156	и я	1	2
157	как к	2	2
158	ей было	1	2
159	обращаются к	1	2
160	из этих	3	2
161	всей его	1	2
162	что она	2	2
163	при этом	12	2
164	время и	1	2
165	на этом	1	2
166	что все	1	2
167	лишь в	6	2
168	было бы	1	2
169	ни в	2	2
170	в них	2	2
171	за это	1	2
172	с тем	1	2
173	на первый	1	2
174	точки зрения	9	2
175	это делает	1	2
176	место в	5	2
177	значение для	1	2
178	тем не	3	2
179	даже в	3	2
180	не менее	4	2
181	тем самым	4	2
182	дело не	2	2
183	не по	1	2
184	того чтобы	1	2
185	того и	1	2
186	в каком	1	2
187	в момент	2	2
188	со стороны	2	2
189	указывает на	1	2
190	и такие	1	2
191	для того	1	2
192	на это	1	2
193	для себя	1	2
194	и о	4	2
195	во мне	2	2
196	из окна	1	2
197	то время	1	2
198	не столько	1	2
199	однако эта	2	2
200	о котором	1	2
201	ними и	1	2
202	и который	2	2
203	времени в	2	2
204	в которую	1	2
205	у одного	2	2
206	а именно	2	2
207	того что	4	2
208	с ними	1	2
209	по этому	1	2
210	одной из	2	2
211	из них	1	2
212	тем что	1	2
213	с которым	1	2
214	жизнь в	1	2
215	и а	4	2
216	еще на	1	2
217	по существу	1	2
218	в это	1	2
219	своей жизни	2	2
220	о его	1	2
221	и для	2	2
222	в результате	1	2
223	особого рода	2	2
224	тем более	1	2
225	совершенно не	1	2
226	из этого	1	2
227	в самом	4	2
228	и это	2	2
229	в частности	16	2
230	все что	1	2
231	не прямо	1	1
232	книги в	1	1
233	отношении к	2	1
234	то в	2	1
235	конечно с	1	1
236	можно говорить	1	1
237	субъект и	2	1
238	и больше	2	1
239	отношения к	2	1
240	в их	2	1
241	есть не	1	1
242	наличие у	1	1
243	не во	1	1
244	случае это	1	1
245	всех без	3	1
246	не вполне	2	1
247	что можно	3	1
248	на них	1	1
249	иное как	1	1
250	столь же	2	1
251	бы то	1	1
252	во всех	1	1
253	истинный смысл	1	1
254	для других	1	1
255	по отношению	4	1
256	а и	4	1
257	тогда как	15	1
258	а через	1	1
259	на вопрос	1	1
260	в отсутствие	1	1
261	ему не	1	1
262	к какой	1	1
263	встречи с	1	1
264	как уже	1	1
265	в противоположность	2	1
266	явления жизни	1	1
267	у е	1	1
268	для которого	1	1
269	из жизни	1	1
270	таковы например	1	1
271	момент его	1	1
272	так или	4	1
273	представляет собой	9	1
274	то я	1	1
275	говорят о	1	1
276	и те	1	1
277	на две	3	1
278	если он	1	1
279	все человеческие	1	1
280	не могла	1	1
281	у а	1	1
282	жизнью и	1	1
283	не следует	4	1
284	стороны а	1	1
285	свою собственную	1	1
286	по душе	1	1
287	в силу	1	1
288	содержит в	1	1
289	наконец наиболее	1	1
290	как содержание	1	1
291	в большой	1	1
292	ним на	1	1
293	все с	1	1
294	одно и	1	1
295	том же	1	1
296	однако все	2	1
297	не будет	2	1
298	те же	1	1
299	заключается в	2	1
300	с другими	5	1
301	его личности	1	1
302	и непосредственное	1	1
303	это не	2	1
304	на почве	4	1
305	и тем	3	1
306	согласно характеристике	1	1
307	в итоге	2	1
308	только одно	1	1
309	и канта	1	1
310	мы имеем	7	1
311	тому что	2	1
312	этим и	1	1
313	когда я	1	1
314	человек имеет	1	1
315	жизни но	2	1
316	только во	1	1
317	духовной жизни	1	1
318	остается в	1	1
319	в этих	3	1
320	таким же	1	1
321	заключать в	1	1
322	и без	1	1
323	но у	1	1
324	первом слоге	1	1
325	от его	1	1
326	вопрос о	1	1
327	действительность в	1	1
328	любовь и	1	1
329	сам же	1	1
330	но эта	1	1
331	но во	1	1
332	теми же	1	1
333	их в	3	1
334	ни было	1	1
335	с такими	1	1
336	свобода и	1	1
337	он выступает	1	1
338	и вся	1	1
339	она не	1	1
340	таких случаях	2	1
341	к такой	2	1
342	в таких	1	1
343	с которой	1	1
344	некоторого рода	1	1
345	это проявилось	1	1
346	на себе	1	1
347	и сама	1	1
348	эта внутренняя	1	1
349	случае не	2	1
350	что иное	1	1
351	не могло	2	1
352	он мог	1	1
353	только не	2	1
354	эта сторона	1	1
355	для всех	1	1
356	имеем дело	2	1
357	этих двух	2	1
358	он стоит	1	1
359	живые существа	1	1
360	связи с	1	1
361	в области	4	1
362	настоящего времени	1	1
363	личности в	3	1
364	очень часто	1	1
365	деятельности и	1	1
366	все то	1	1
367	не могут	2	1
368	сравнении с	1	1
369	мнения о	1	1
370	же самое	1	1
371	для такого	1	1
372	в стихотворении	4	1
373	слова с	1	1
374	в каждом	1	1
375	однако по	1	1
376	то ни	1	1
377	некоторого основания	1	1
378	из всего	1	1
379	с ее	3	1
380	над его	1	1
381	свою очередь	2	1
382	к нам	2	1
383	только то	1	1
384	в произведении	3	1
385	всей своей	1	1
386	так в	4	1
387	роль в	2	1
388	что может	2	1
389	стороны не	1	1
390	не с	3	1
391	а этот	1	1
392	особенно в	1	1
393	с самим	1	1
394	и религии	1	1
395	во второй	7	1
396	интересом к	1	1
397	строго говоря	1	1
398	если бы	3	1
399	о ней	2	1
400	сводится к	5	1
401	в порядке	3	1
402	искусства и	1	1
403	является весьма	1	1
404	роль принадлежит	2	1
405	тех кто	1	1
406	и поэтому	1	1
407	не содержит	1	1
408	одного из	1	1
409	в значительной	1	1
410	жизни если	1	1
411	во всей	1	1
412	в другой	1	1
413	сойти с	1	1
414	стихи и	1	1
415	о своих	1	1
416	и мир	1	1
417	говорит в	2	1
418	в литературе	2	1
419	в формах	2	1
420	на которой	1	1
421	но с	1	1
422	и одновременно	4	1
423	что даже	1	1
424	который в	2	1
425	самые разнообразные	1	1
426	между этими	1	1
427	жить и	2	1
428	теперь в	1	1
429	а после	1	1
430	с одной	2	1
431	человека с	2	1
432	в сторону	1	1
433	раз в	1	1
434	не стремился	1	1
435	что не	1	1
436	чем с	1	1
437	слова не	1	1
438	чего бы	1	1
439	этом в	1	1
440	в известной	1	1
441	ту же	1	1
442	в одном	2	1
443	у нее	1	1
444	ему принадлежит	1	1
445	на меня	3	1
446	весьма различной	1	1
447	той самой	1	1
448	ее на	1	1
449	и только	1	1
450	это совмещение	1	1
451	как у	1	1
452	или иначе	5	1
453	именно в	3	1
454	с той	1	1
455	далеко не	2	1
456	в свою	3	1
457	себя и	1	1
458	говорит о	1	1
459	прежде всего	2	1
460	одной стороны	2	1
461	свою жизнь	2	1
462	а не	9	1
463	однако и	1	1
464	человеческой жизни	1	1
465	о чем	1	1
466	с помощью	1	1
467	нет никаких	1	1
468	так же	2	1
469	в одной	1	1
470	поэтому не	1	1
471	и объект	1	1
472	в данном	8	1
473	на колени	1	1
474	с некоторыми	1	1
475	вследствие его	1	1
476	я с	5	1
477	никем не	1	1
478	и более	1	1
479	этого слова	3	1
480	отречение от	1	1
481	отдельно от	1	1
482	и того	3	1
483	из тех	2	1
484	в более	1	1
485	известной степени	3	1
486	еще одна	1	1
487	жизни когда	1	1
488	не существует	1	1
489	котором он	1	1
490	или в	3	1
491	которая в	1	1
492	это уже	1	1
493	бы в	1	1
494	не будучи	1	1
495	ни к	3	1
496	на языке	2	1
497	ее в	2	1
498	я в	16	1
499	личности и	4	1
500	жизни в	2	1
501	о своем	2	1
502	между ними	4	1
503	с ней	1	1
504	от своего	2	1
505	я скорее	1	1
506	дело с	1	1
507	жизни а	1	1
508	одновременно и	1	1
509	в сравнении	1	1
510	не что	1	1
511	и другие	2	1
512	которые в	1	1
513	как себя	1	1
514	тайны и	1	1
