N	3gram	Bakhtin_Pr_3	Literetu
1	то же время	12	9
2	в то же	12	9
3	не может быть	6	7
4	в том что	1	5
5	с другой стороны	3	4
6	с точки зрения	4	3
7	в этом отношении	1	3
8	в данном случае	1	3
9	по отношению к	5	3
10	о том что	2	2
11	в него не	1	2
12	подобно тому как	2	2
13	в этом случае	2	2
14	и т п	6	2
15	за то что	1	2
16	по крайней мере	3	2
17	одно и то	1	2
18	и то же	1	2
19	тем не менее	2	2
20	знает и не	1	1
21	но и не	1	1
22	становится для него	1	1
23	и наконец в	2	1
24	же время он	1	1
25	но даже и	1	1
26	какого бы то	1	1
27	что же касается	1	1
28	он не может	3	1
29	и не может	2	1
30	вместе с тем	2	1
31	что он не	1	1
32	в отличие от	2	1
33	бы то ни	4	1
34	же время не	2	1
35	а так как	1	1
36	говорит о себе	1	1
37	во всей своей	1	1
38	у него нет	1	1
39	я все еще	1	1
40	и то что	1	1
41	и в то	5	1
42	даже и не	1	1
43	все выше и	1	1
44	для него как	1	1
45	себя и других	1	1
46	в конце концов	3	1
47	и не было	1	1
48	в такой же	2	1
49	прежде всего в	1	1
50	как и само	1	1
51	с обратным знаком	1	1
52	о себе не	1	1
53	имел в виду	1	1
54	что может быть	1	1
55	в свою очередь	1	1
56	на самом деле	10	1
57	теперь же он	1	1
58	никогда не бывает	2	1
59	не только не	1	1
60	о мире и	2	1
61	и прежде всего	4	1
62	той или иной	2	1
63	то ни было	4	1
64	к тому что	1	1
65	вовсе не является	1	1
66	для того чтобы	1	1
67	всей своей полноте	1	1
68	для него в	1	1
69	для этого необходимо	2	1
70	как мы видели	2	1
