N	3gram	Bakhtin_Pr_3	Komedia
1	в том что	3	5
2	о том что	2	4
3	по отношению к	1	3
4	в том числе	11	3
5	так или иначе	1	3
6	в связи с	1	3
7	то же время	5	3
8	в то же	5	3
9	в обоих случаях	1	2
10	в этом смысле	1	2
11	в одной из	1	2
12	до сих пор	5	2
13	в той же	1	2
14	в отличие от	1	2
15	аттической комедии и	1	2
16	у того же	1	2
17	древней аттической комедии	1	2
18	во всяком случае	1	2
19	после того как	1	2
20	можно было бы	1	2
21	в так называемой	1	1
22	мы имеем дело	1	1
23	как и во	1	1
24	более широкое значение	1	1
25	в соответствии с	2	1
26	с точки зрения	2	1
27	и во всех	3	1
28	из них в	2	1
29	и в то	2	1
30	с самого начала	3	1
31	для этой цели	1	1
32	но и в	1	1
33	а может быть	1	1
34	мы находим в	1	1
35	в которую он	1	1
36	том числе и	10	1
37	может быть даже	1	1
38	загробное царство и	1	1
39	а вместе с	1	1
40	путешествие в загробное	1	1
41	той или иной	1	1
42	известный нам по	1	1
43	по сравнению с	4	1
44	имеем дело с	1	1
45	как он вел	1	1
46	но там они	1	1
47	что нас не	1	1
48	в разной степени	1	1
49	с другой стороны	1	1
50	дошедшие до нас	1	1
51	таким образом и	1	1
52	до нас дошли	1	1
53	не может быть	1	1
54	покончить с собой	1	1
55	в загробное царство	1	1
56	так и для	1	1
57	внешней и внутренней	1	1
58	для той же	1	1
59	более или менее	3	1
60	так и в	2	1
61	на протяжении всего	1	1
62	мы можем сказать	1	1
63	до самого конца	1	1
64	друг от друга	1	1
65	в большинстве случаев	4	1
66	в каждом из	3	1
67	тем не менее	2	1
68	во всех случаях	1	1
69	во всех других	2	1
70	можем сказать что	1	1
