N	2gram	Bakhtin_sl_2	Freidism
1	таким образом	8	24
2	и не	22	23
3	не может	20	20
4	точки зрения	8	19
5	прежде всего	8	18
6	в этом	16	15
7	в его	7	15
8	с помощью	4	14
9	мы можем	1	13
10	может быть	37	13
11	и его	33	12
12	все эти	6	11
13	как и	6	11
14	с точки	3	11
15	как бы	7	11
16	то что	2	11
17	но в	6	10
18	его в	4	10
19	с ним	7	10
20	как мы	7	10
21	так и	15	10
22	и потому	7	10
23	с его	7	9
24	во всех	12	9
25	по отношению	4	9
26	и в	39	9
27	то же	4	8
28	не только	24	8
29	он не	2	8
30	в своей	1	8
31	еще не	7	8
32	что он	2	8
33	только в	5	8
34	так как	4	8
35	все это	16	8
36	и все	5	8
37	отношению к	4	8
38	все что	2	8
39	в самом	1	7
40	мы уже	2	7
41	отношение к	4	7
42	и наконец	5	7
43	ни в	4	7
44	мы видели	2	7
45	те же	2	7
46	к нему	3	7
47	один из	5	7
48	всяком случае	2	7
49	сказать что	3	7
50	во всяком	3	7
51	в ней	3	6
52	за пределы	2	6
53	все те	1	6
54	так сказать	6	6
55	и с	9	6
56	на протяжении	2	6
57	и ее	1	6
58	точку зрения	3	6
59	того что	1	6
60	для него	7	6
61	вовсе не	10	6
62	никогда не	7	6
63	хотя бы	3	6
64	и на	4	5
65	он сам	1	5
66	в чем	3	5
67	и к	6	5
68	в этой	1	5
69	что такое	1	5
70	не в	9	5
71	в то	4	5
72	могут быть	7	5
73	в себя	2	5
74	для этого	4	5
75	но мы	2	5
76	можно сказать	1	5
77	для того	2	5
78	в большинстве	6	5
79	большинстве случаев	5	5
80	а в	4	5
81	но и	21	5
82	с этим	2	5
83	в свою	3	5
84	что в	3	5
85	смысле слова	1	4
86	в зависимости	4	4
87	и за	1	4
88	той же	3	4
89	мы не	2	4
90	говорить о	3	4
91	зависимости от	4	4
92	совсем не	1	4
93	но не	6	4
94	нашего сознания	2	4
95	в собственном	3	4
96	все же	6	4
97	не было	2	4
98	в пределах	13	4
99	с их	3	4
100	в нем	19	4
101	всех этих	4	4
102	на этом	3	4
103	связанные с	4	4
104	при этом	7	4
105	об этом	1	4
106	с другими	4	4
107	на основании	1	4
108	не менее	4	4
109	в основе	4	4
110	же время	4	4
111	таким путем	1	4
112	всей жизни	1	4
113	и для	5	4
114	того чтобы	2	4
115	характер и	1	4
116	с самого	1	4
117	другими словами	1	4
118	которой мы	1	4
119	с ними	5	4
120	конечно не	5	4
121	уже не	5	4
122	мы находим	1	4
123	как раз	1	4
124	на которые	1	4
125	и др	4	4
126	себя и	4	4
127	в данном	2	4
128	и о	1	4
129	в более	2	4
130	сознания и	1	4
131	в этих	7	4
132	в последнем	1	4
133	в таком	4	4
134	человека и	3	3
135	и есть	1	3
136	собственном смысле	3	3
137	как в	13	3
138	и как	3	3
139	между двумя	1	3
140	в себе	2	3
141	и те	1	3
142	этот процесс	1	3
143	в узком	4	3
144	и по	1	3
145	всех своих	1	3
146	и может	1	3
147	конечно в	2	3
148	зрения на	2	3
149	может стать	2	3
150	эти высказывания	1	3
151	такой же	1	3
152	нисколько не	1	3
153	мысли и	1	3
154	случае не	1	3
155	можем сказать	1	3
156	самого начала	1	3
157	одна из	4	3
158	на него	2	3
159	чем не	2	3
160	в сознании	1	3
161	к себе	1	3
162	не могут	5	3
163	она не	6	3
164	с ее	2	3
165	свою очередь	2	3
166	всем этим	2	3
167	и этим	1	3
168	приводит к	1	3
169	и что	1	3
170	и она	1	3
171	со всеми	2	3
172	себя в	8	3
173	из которого	1	3
174	у него	3	3
175	в них	6	3
176	и т.п	2	3
177	и оно	2	3
178	о себе	1	3
179	вместе с	2	3
180	слова и	8	3
181	и от	3	3
182	но это	3	3
183	не является	1	3
184	сам человек	1	3
185	узком смысле	4	3
186	это как	1	3
187	не знает	2	3
188	жизни и	6	3
189	отношения к	4	2
190	все снова	1	2
191	в такой	1	2
192	не остается	1	2
193	это и	2	2
194	и до	1	2
195	нам в	1	2
196	в составе	1	2
197	как не	1	2
198	того же	1	2
199	между собой	1	2
200	словесных высказываний	1	2
201	для жизни	1	2
202	видели что	1	2
203	но как	2	2
204	отличие от	13	2
205	из важнейших	2	2
206	чем же	1	2
207	что как	1	2
208	в своем	6	2
209	сознания в	1	2
210	не приходится	3	2
211	в нашем	2	2
212	сил в	1	2
213	выражение в	1	2
214	человек не	1	2
215	что она	1	2
216	но все	5	2
217	сознание и	3	2
218	них не	1	2
219	на этой	1	2
220	всех областях	4	2
221	это было	1	2
222	это не	5	2
223	на почве	4	2
224	но их	1	2
225	в свой	2	2
226	чаще всего	1	2
227	поэтому они	1	2
228	только о	2	2
229	этого не	1	2
230	и уже	1	2
231	выйти за	1	2
232	и становится	1	2
233	том что	5	2
234	в эту	1	2
235	во второй	1	2
236	и при	2	2
237	лежат в	1	2
238	в их	2	2
239	мы говорили	1	2
240	в отличие	12	2
241	сих пор	2	2
242	но во	1	2
243	силу и	1	2
244	возможно только	1	2
245	освободиться от	1	2
246	как это	3	2
247	в отношении	4	2
248	его целом	1	2
249	в таких	1	2
250	дело не	1	2
251	и притом	1	2
252	в процессе	13	2
253	в нас	1	2
254	для всего	1	2
255	только не	1	2
256	тем не	1	2
257	только с	2	2
258	этом отношении	3	2
259	в области	2	2
260	все то	1	2
261	здесь оно	1	2
262	отличается от	2	2
263	для развития	1	2
264	что оно	4	2
265	социальные и	1	2
266	и снова	1	2
267	оно не	8	2
268	оно может	2	2
269	и самое	1	2
270	в виду	1	2
271	роль в	2	2
272	не исчерпывается	1	2
273	сознание не	1	2
274	о нем	2	2
275	в другом	2	2
276	притом в	2	2
277	до сих	2	2
278	нуждается в	2	2
279	что и	3	2
280	во всей	1	2
281	от этих	1	2
282	всего этого	1	2
283	также в	1	2
284	человека как	1	2
285	и об	1	2
286	в него	7	2
287	мир в	1	2
288	быть и	3	2
289	проникнуть в	1	2
290	в какой	1	2
291	для нее	1	2
292	может сказать	1	2
293	с одной	5	2
294	для всех	4	2
295	на всем	1	2
296	не можем	1	2
297	уже в	2	2
298	только на	1	2
299	борьбы с	3	2
300	его и	2	2
301	точка зрения	2	2
302	в прошлом	2	2
303	в конце	1	2
304	с этими	1	2
305	в систему	1	2
306	свое выражение	1	2
307	рядом с	3	2
308	и даже	7	2
309	влияние на	2	2
310	с другой	5	2
311	человека в	5	2
312	здесь в	3	2
313	до конца	17	2
314	связано с	3	2
315	них и	2	2
316	одной стороны	5	2
317	которых мы	2	2
318	более того	2	2
319	зависит от	1	2
320	а не	14	2
321	для сознания	2	2
322	чужеродное тело	1	2
323	речи и	3	2
324	и всей	1	2
325	со всею	3	2
326	для понимания	1	2
327	в основном	4	2
328	только для	1	2
329	и таким	1	2
330	похоже на	1	2
331	и часто	3	2
332	в силах	1	2
333	для нас	5	2
334	и ни	2	2
335	все они	2	2
336	да и	1	2
337	связанный с	1	2
338	к его	2	2
339	устойчивые и	1	2
340	всех других	1	2
341	и другие	2	2
342	в своих	1	2
343	снова и	1	2
344	к этому	1	2
345	они не	2	2
346	с новыми	1	1
347	ту же	3	1
348	можно говорить	2	1
349	и т	35	1
350	не должны	1	1
351	одним из	2	1
352	в движение	1	1
353	являются такими	1	1
354	науки о	1	1
355	и должны	1	1
356	вероятно очень	1	1
357	сюда входит	1	1
358	ведь и	2	1
359	оно было	2	1
360	когда это	1	1
361	с таким	2	1
362	и этот	1	1
363	а как	1	1
364	со всех	1	1
365	на тех	1	1
366	и другими	1	1
367	она опирается	1	1
368	и новых	1	1
369	никак нельзя	1	1
370	но она	2	1
371	нечего делать	1	1
372	конечно и	2	1
373	в целом	1	1
374	и заставляет	1	1
375	всех сторон	2	1
376	проявляется в	1	1
377	и воля	2	1
378	такое отношение	1	1
379	не был	2	1
380	что его	1	1
381	без всякого	2	1
382	но конечно	1	1
383	одним словом	2	1
384	к которой	1	1
385	силы и	1	1
386	в качестве	1	1
387	иметь дело	2	1
388	и речи	2	1
389	конечно совершенно	1	1
390	к сожалению	1	1
391	в истории	11	1
392	независимо от	2	1
393	от содержания	1	1
394	в различные	2	1
395	и нет	2	1
396	однако не	1	1
397	нас за	1	1
398	как уже	2	1
399	человека правда	2	1
400	определенная идеологическая	1	1
401	за собой	1	1
402	но эта	2	1
403	лежит на	2	1
404	та же	1	1
405	бы и	3	1
406	время это	2	1
407	свой голос	2	1
408	он в	1	1
409	степени и	2	1
410	по преимуществу	1	1
411	объекта в	1	1
412	в маленьком	1	1
413	говорят о	1	1
414	оттенков и	1	1
415	о других	1	1
416	как он	2	1
417	на то	1	1
418	если он	1	1
419	дальше и	1	1
420	свой материал	1	1
421	а вовсе	2	1
422	материал из	2	1
423	зрения его	1	1
424	но прежде	2	1
425	вообще не	1	1
426	заимствуют свою	1	1
427	от его	1	1
428	стихии которая	1	1
429	он ни	1	1
430	т д	2	1
431	и социальной	3	1
432	действии и	1	1
433	идеологического творчества	3	1
434	из него	2	1
435	его от	3	1
436	прямого и	1	1
437	но всегда	1	1
438	без исключения	1	1
439	в нее	2	1
440	конца и	1	1
441	других видов	1	1
442	мы слышим	1	1
443	как они	1	1
444	борьбы и	1	1
445	он стремится	2	1
446	глубокий и	1	1
447	говорить не	1	1
448	художественный образ	4	1
449	входит в	4	1
450	не умеет	1	1
451	и которые	1	1
452	связанная с	1	1
453	уже сказано	2	1
454	должен был	1	1
455	и тем	1	1
456	о которых	1	1
457	всего тот	1	1
458	далеко не	2	1
459	и совершается	1	1
460	оно все	1	1
461	этой борьбы	1	1
462	не всегда	2	1
463	рода и	1	1
464	чем в	2	1
465	во внешнюю	1	1
466	рождается и	2	1
467	в один	1	1
468	мифологических образов	1	1
469	здесь она	1	1
470	на первый	1	1
471	этом случае	6	1
472	сознания но	1	1
473	наконец даже	2	1
474	наших дней	1	1
475	и без	1	1
476	себе оно	1	1
477	себе а	1	1
478	нему и	1	1
479	для изучения	1	1
480	в одном	2	1
481	которые в	2	1
482	есть именно	1	1
483	уже сказали	1	1
484	вещей и	1	1
485	однако в	2	1
486	этого мало	1	1
487	в идеологическом	2	1
488	до известной	1	1
489	человека но	1	1
490	и должно	1	1
491	отметить что	3	1
492	друг друга	1	1
493	точности и	2	1
494	тогда когда	2	1
495	она ни	1	1
496	к новым	1	1
497	и политические	1	1
498	без остатка	1	1
499	материала в	2	1
500	и внутренней	2	1
501	и отдельных	1	1
502	образом в	1	1
503	полное органическое	1	1
504	человека от	1	1
505	дело в	2	1
506	а во	1	1
507	или как	4	1
508	заложенные в	1	1
509	может конечно	3	1
510	к ней	2	1
511	слове и	2	1
512	себе во	1	1
513	но теперь	1	1
514	языка который	1	1
