N	3gram	Losev_Prob_1	VeschiIm
1	и т д	10	20
2	не может быть	2	18
3	это значит что	1	17
4	бы то ни	1	9
5	что иное как	2	8
6	не что иное	2	8
7	т д и	4	7
8	д и т	3	7
9	от всего прочего	1	6
10	по крайней мере	2	6
11	не есть ни	5	6
12	в том что	5	6
13	на то что	8	6
14	в чем же	1	5
15	одно и то	1	5
16	содержит в себе	7	5
17	и то же	1	5
18	значит что мы	1	5
19	есть не что	2	5
20	тем не менее	18	5
21	с точки зрения	3	4
22	и то что	2	4
23	не есть только	1	4
24	что не есть	1	4
25	не только в	1	4
26	в то же	4	4
27	не есть просто	1	4
28	более или менее	3	3
29	в самом деле	2	3
30	подобно тому как	2	3
31	от самой вещи	1	3
32	можно ли сказать	2	3
33	ли сказать что	2	3
34	что она есть	2	3
35	и в то	1	3
36	сам по себе	7	3
37	можно было бы	2	3
38	то и другое	2	3
39	вместе с тем	1	3
40	если мы возьмем	1	3
41	указывает на то	3	3
42	только то что	4	3
43	вещи не есть	1	3
44	не есть вещь	1	3
45	сама по себе	4	3
46	есть нечто совершенно	1	2
47	можно сказать что	3	2
48	мы говорим что	2	2
49	то это значит	1	2
50	дело в том	3	2
51	а есть только	2	2
52	но то что	1	2
53	но даже и	1	2
54	не случайно не	1	2
55	о том как	2	2
56	мы находим в	1	2
57	в основе своей	1	2
58	не есть ли	1	2
59	ничего не значит	1	2
60	в отдельности и	1	2
61	ни о каком	1	2
62	в данном случае	8	2
63	вещи есть ее	19	2
64	самой вещи и	1	2
65	которая была бы	1	2
66	и не просто	2	2
67	есть не только	1	2
68	уже не просто	1	2
69	именно тем что	1	2
70	что же такое	1	2
71	есть не просто	1	2
72	с самой вещью	1	2
73	что оно есть	1	2
74	заключается в том	1	2
75	есть еще и	2	2
76	не только это	1	2
77	то или другое	1	2
78	к тому что	1	2
79	никакого отношения к	1	2
80	так или иначе	2	2
81	но еще и	1	2
82	есть ни только	1	2
83	есть именно вещь	1	1
84	таким образом что	1	1
85	и того же	2	1
86	и может быть	1	1
87	только в виде	1	1
88	а потому что	1	1
89	это такой смысл	1	1
90	но как раз	1	1
91	о смысле вещи	1	1
92	есть сразу и	1	1
93	он должен быть	1	1
94	есть также и	2	1
95	не просто смысл	2	1
96	при современном состоянии	2	1
97	только потому что	2	1
98	и пр но	1	1
99	даже больше того	1	1
100	только впервые и	1	1
101	а не в	1	1
102	это было бы	1	1
103	то что смысл	1	1
104	мы уже сказали	1	1
105	необходимо чтобы его	1	1
106	то ясно что	1	1
107	которое было бы	1	1
108	и ни на	1	1
109	смысл вещи есть	1	1
110	не больше как	1	1
111	в этом смысле	6	1
112	есть прежде всего	1	1
113	в себе не	3	1
114	себе отнюдь не	1	1
115	не менее сущность	1	1
116	между собою и	1	1
117	должен признать что	1	1
118	но ясно что	1	1
119	в этом случае	2	1
120	не имеют никакого	1	1
121	том что это	1	1
122	и это вовсе	1	1
123	как раз и	7	1
124	того чтобы обеспечить	1	1
125	на первый план	1	1
126	до сих пор	3	1
127	и во всех	1	1
128	тот или иной	1	1
129	сих пор мы	2	1
130	предстают перед нами	1	1
131	вещи а не	1	1
132	сами по себе	3	1
133	в смысловом отношении	1	1
134	не то что	1	1
135	также и то	2	1
136	в самом общем	1	1
137	мы без труда	1	1
138	бы оно было	1	1
139	не есть она	1	1
140	себе не содержит	2	1
141	труда заметим что	1	1
142	в настоящий момент	1	1
143	тем или другим	3	1
144	без труда заметим	1	1
145	в то или	1	1
146	д все это	1	1
147	и тем не	8	1
148	не может считаться	1	1
149	вещи всегда есть	1	1
150	может быть и	3	1
151	говорили о смысле	1	1
152	это совершенно не	1	1
153	и ее внешнее	1	1
154	даже и не	2	1
155	что бы то	1	1
156	свой смысл и	1	1
157	как раз в	1	1
158	того чтобы мы	1	1
159	то время как	1	1
160	является не просто	2	1
161	совершенно не важно	1	1
162	в самом начале	1	1
163	так же как	2	1
164	того что мы	1	1
165	то что для	1	1
