N	2gram	Ircho_Kome_2	Vvedenie
1	и т	2	42
2	т е	1	35
3	и в	26	32
4	в том	11	31
5	в этом	10	30
6	том что	9	26
7	может быть	11	26
8	не только	7	22
9	для того	5	21
10	того чтобы	6	20
11	таким образом	6	19
12	то что	6	16
13	потому что	6	15
14	так как	4	15
15	не может	3	14
16	в самом	4	13
17	в нем	6	13
18	о том	6	13
19	со стороны	2	13
20	в их	3	12
21	в общем	1	12
22	представляет собой	1	12
23	в его	4	12
24	только в	4	12
25	xix в	1	12
26	и не	14	12
27	как на	1	12
28	как мы	4	11
29	в ее	2	11
30	ясно что	8	11
31	что в	9	10
32	то же	3	9
33	в истории	5	9
34	и как	1	9
35	но в	3	9
36	по себе	1	9
37	между тем	4	9
38	в той	2	9
39	этом смысле	2	9
40	этого рода	1	9
41	это не	2	8
42	не в	2	8
43	тем не	1	8
44	не менее	4	8
45	с другой	2	8
46	именно в	1	8
47	самом деле	1	7
48	вопрос о	3	7
49	но не	3	7
50	все же	4	7
51	к выводу	1	7
52	было бы	8	7
53	точки зрения	4	7
54	можно было	4	7
55	выводу что	1	7
56	дело с	3	7
57	прежде всего	4	7
58	о котором	1	7
59	только как	1	7
60	и это	2	6
61	из этих	4	6
62	как он	3	6
63	том чтобы	1	6
64	его в	4	6
65	с тем	5	6
66	как и	4	6
67	представить себе	3	6
68	вовсе не	2	6
69	в то	6	6
70	в качестве	5	6
71	же время	3	6
72	тем что	3	6
73	н э	7	6
74	до н	1	6
75	один из	5	6
76	и его	12	6
77	и даже	1	6
78	до сих	2	6
79	но и	10	6
80	сих пор	2	6
81	все это	3	6
82	хотя бы	2	6
83	xviii в	1	6
84	одним из	2	5
85	мере в	1	5
86	в целом	4	5
87	с их	4	5
88	об этом	2	5
89	в них	4	5
90	но если	3	5
91	сказать что	1	5
92	как например	1	5
93	так что	5	5
94	уже в	4	5
95	т п	2	5
96	что не	1	5
97	на этот	4	5
98	а не	1	5
99	по своему	2	5
100	в течение	2	5
101	как бы	2	5
102	в г	17	5
103	другой стороны	1	5
104	в какой	2	5
105	вместе с	9	5
106	как это	4	4
107	в чисто	1	4
108	в первом	2	4
109	той же	3	4
110	в и	1	4
111	мы имеем	2	4
112	по отношению	3	4
113	не просто	1	4
114	независимо от	5	4
115	как уже	1	4
116	от этого	2	4
117	так или	3	4
118	в себе	1	4
119	в своей	3	4
120	в котором	3	4
121	по сравнению	1	4
122	как о	1	4
123	не имеет	3	4
124	в разных	1	4
125	в каждом	3	4
126	здесь нет	1	4
127	времени и	1	4
128	внимание на	1	4
129	и что	2	4
130	еще не	6	4
131	что он	5	4
132	и ее	2	4
133	с одной	2	4
