N	2gram	Bakhtin_fo_2	Problema
1	то есть	10	39
2	то что	7	38
3	вовсе не	13	37
4	и не	9	37
5	и в	46	35
6	не только	11	24
7	сказать что	1	24
8	том что	4	19
9	у нас	2	18
10	о том	4	18
11	может быть	7	18
12	в этом	22	17
13	и вообще	1	16
14	но и	9	16
15	в настоящее	1	16
16	только в	11	14
17	потому что	8	13
18	не может	2	13
19	и что	1	13
20	во всяком	2	13
21	также и	4	12
22	того что	3	12
23	в том	10	12
24	никак не	1	11
25	и даже	3	11
26	так что	4	11
27	прежде всего	14	11
28	что в	5	11
29	в таком	1	11
30	и то	1	10
31	говорить о	2	10
32	еще не	6	10
33	и с	6	10
34	а не	4	10
35	в данном	2	10
36	да и	1	10
37	тем более	3	10
38	в этой	2	9
39	для себя	1	9
40	значение и	4	8
41	все же	6	8
42	по себе	2	8
43	в виду	3	8
44	было бы	2	8
45	уже не	3	8
46	смысле слова	2	7
47	есть нечто	1	7
48	совсем не	2	7
49	бы и	1	7
50	все эти	5	7
51	мы не	1	7
52	не имеет	1	7
53	не является	3	7
54	в конце	2	7
55	так и	7	7
56	в его	8	7
57	конце концов	1	7
58	так как	6	7
59	этом случае	2	7
60	и т	14	6
61	есть не	1	6
62	с другой	2	6
63	но как	1	6
64	но в	10	6
65	т д	3	6
66	что все	2	6
67	был бы	1	6
68	мы можем	1	6
69	когда мы	1	6
70	же самое	3	6
71	можно сказать	2	6
72	в виде	1	6
73	ни в	1	6
74	о чем	3	6
75	но это	2	6
76	и для	9	6
77	в то	5	6
78	то же	8	5
79	между собой	1	5
80	по своему	2	5
81	отнюдь не	4	5
82	с этим	5	5
83	в самом	1	5
84	в себе	4	5
85	как и	8	5
86	что всякий	1	5
87	представление о	2	5
88	и более	2	5
89	раз и	1	5
90	под этим	1	5
91	связи с	8	5
92	той или	1	5
93	и это	2	5
94	человеческая речь	1	5
95	как мы	6	5
96	данном случае	1	5
97	и на	7	5
98	без всякой	1	5
99	тот или	1	5
100	с одной	2	5
101	же это	1	5
102	одной стороны	1	5
103	или иной	2	5
104	еще и	1	5
105	что не	1	5
106	другой стороны	1	5
107	в частности	5	5
108	так же	2	5
109	кроме того	3	5
110	в связи	8	5
111	и все	6	5
112	самом деле	1	4
113	на самом	1	4
114	и есть	2	4
115	что если	1	4
116	не был	2	4
117	но не	5	4
118	в общем	1	4
119	в своем	5	4
120	и как	3	4
121	вообще не	1	4
122	всех этих	7	4
123	их в	4	4
124	таким образом	3	4
125	и тем	1	4
126	далеко не	2	4
127	которой он	2	4
128	на первый	3	4
129	в этих	3	4
130	самое время	3	4
131	в отношении	2	4
132	есть прежде	1	4
133	до сих	2	4
134	но только	1	4
135	что на	3	4
136	не могут	1	4
137	и о	2	4
138	без всякого	2	4
139	если бы	1	4
140	и здесь	1	4
141	и только	2	4
142	значит что	2	4
143	тех пор	1	4
144	всякого рода	1	4
145	тот же	3	4
146	что он	3	4
147	есть в	1	4
148	не можем	1	4
149	то и	1	4
150	тем что	3	4
151	и самый	2	4
152	и следовательно	1	4
153	если не	2	4
154	как бы	10	4
155	это значит	3	4
156	слова и	3	4
157	сих пор	2	4
158	все это	6	4
159	в результате	1	4
160	а в	3	4
161	можно говорить	1	3
162	мы здесь	1	3
163	это и	1	3
164	в их	3	3
165	мы уже	9	3
166	вопрос о	1	3
167	мы еще	3	3
168	первый план	2	3
169	в нашем	1	3
170	нет и	3	3
171	и речи	1	3
172	что они	4	3
173	в истории	4	3
174	хотя и	3	3
175	не было	3	3
176	не являются	1	3
177	и к	2	3
178	бы не	1	3
179	из этих	4	3
180	и тот	1	3
181	только один	2	3
182	в случае	1	3
183	быть только	1	3
184	при этом	6	3
185	по самому	1	3
186	перестает быть	2	3
187	и по	3	3
188	здесь мы	3	3
189	лишь в	2	3
190	его в	6	3
191	о которых	1	3
192	все равно	1	3
193	с тем	2	3
194	несмотря на	1	3
195	и того	1	3
196	но эта	2	3
197	тому что	1	3
198	иной раз	1	3
199	чистом виде	1	3
200	при всех	1	3
201	или что	1	3
202	в таких	1	3
203	о значении	1	3
204	с которой	1	3
205	одна из	1	3
206	и притом	1	3
207	в основе	6	3
208	слова как	1	3
209	и является	1	3
210	как только	1	3
211	не знает	2	3
212	оно не	1	3
213	если же	1	3
214	она не	2	3
215	значительной мере	1	3
216	с самого	1	3
217	с самим	1	3
218	имеется в	1	3
219	мы в	1	3
220	он сам	1	3
221	внимание на	1	3
222	но мы	1	3
223	требует для	1	3
224	в значительной	1	3
225	и наконец	6	3
226	отдельных и	1	3
227	один из	2	3
228	ли он	1	3
229	по этому	1	3
230	уже в	4	3
231	а это	1	3
232	и их	4	3
233	уже и	1	3
234	для того	8	3
235	мы скажем	1	3
236	к тому	3	3
237	и от	2	3
238	всем этим	1	3
239	бы в	1	3
240	и ни	1	3
241	одновременно и	1	3
242	все что	2	3
243	то на	1	2
244	чтобы не	1	2
245	из самых	2	2
246	по преимуществу	1	2
247	свое место	1	2
248	в какой-то	1	2
249	большую роль	1	2
250	в ней	1	2
251	но при	1	2
252	столько же	2	2
253	здесь не	2	2
254	во всех	11	2
255	от его	1	2
256	реальной человеческой	1	2
257	себе и	1	2
258	друг от	2	2
259	учение о	1	2
260	в той	2	2
