N	3gram	Vygotskiy__5	Myslijsy
1	по отношению к	1	13
2	в том что	14	13
3	не может быть	2	9
4	и в этом	1	6
5	с другой стороны	5	5
6	потому что в	2	4
7	в свою очередь	1	4
8	само по себе	2	4
9	по его мнению	2	4
10	в этом смысле	1	4
11	в том смысле	1	4
12	и т д	3	4
13	с точки зрения	2	3
14	потому что на	1	3
15	удовольствие и неудовольствие	1	3
16	с тем что	3	3
17	и что в	3	3
18	том смысле в	1	3
19	с одной стороны	12	3
20	и той же	2	3
21	и в том	1	3
22	а в том	1	3
23	и как бы	4	3
24	с самого начала	3	3
25	не только в	2	3
26	одной и той	2	3
27	мы увидим что	6	3
28	таким образом что	3	2
29	по его словам	1	2
30	что иное как	2	2
31	только потому что	1	2
32	дело в том	1	2
33	в том и	2	2
34	мы не имеем	1	2
35	заключает в себе	4	2
36	на этот вопрос	3	2
37	по крайней мере	1	2
38	к тому что	6	2
39	в применении к	1	2
40	во внимание что	1	2
41	можем представить себе	1	2
42	и при этом	1	2
43	не могут быть	1	2
44	для того чтобы	19	2
45	что при таком	1	2
46	все то что	2	2
47	потому что мы	1	2
48	и того же	2	2
49	не только не	4	2
50	том что по	1	2
51	и т п	3	2
52	одного и того	2	2
53	не что иное	2	2
54	друг от друга	2	2
55	и от этой	1	1
56	мы будем иметь	1	1
57	в том виде	1	1
58	на том что	1	1
59	это могло бы	1	1
60	имеет дело с	2	1
61	другой стороны он	1	1
62	в каждом отдельном	1	1
63	но так как	1	1
64	на самом деле	2	1
65	во многих случаях	1	1
66	в ответ на	1	1
67	одной стороны и	1	1
68	мы не можем	1	1
69	чтобы показать что	1	1
70	что рядом с	1	1
71	в произведении искусства	1	1
72	его действия и	1	1
73	сам по себе	3	1
74	сами по себе	2	1
75	сказать что и	1	1
76	не пробуждаются в	1	1
77	только то что	1	1
78	в этом отношении	3	1
79	то что в	2	1
80	том что именно	1	1
81	из того что	3	1
82	в собственном смысле	1	1
83	до сих пор	5	1
84	что в нем	1	1
85	обратить внимание на	2	1
86	но все они	1	1
87	можно было бы	3	1
88	потому что для	1	1
89	это приводит к	1	1
90	с этой точки	1	1
91	как если бы	1	1
92	не в состоянии	3	1
93	или даже с	1	1
94	тем что мы	1	1
95	более или менее	1	1
96	показать что и	1	1
97	так же невозможно	1	1
98	так же как	2	1
99	так как каждое	1	1
100	если бы мы	2	1
101	никогда не достигает	1	1
102	если скажем что	1	1
103	невозможно потому что	1	1
104	заключается в том	6	1
105	что у нас	1	1
106	решить вопрос о	1	1
107	жизни но и	1	1
108	на задний план	1	1
109	смысле этого слова	1	1
110	с психологической точки	1	1
111	потому что оно	1	1
112	психологической точки зрения	1	1
113	и в этой	1	1
114	указывает на то	2	1
115	потому что она	1	1
116	могут быть сведены	1	1
117	что чувство и	1	1
118	на деле же	1	1
119	утверждает что у	1	1
120	но совершенно ясно	1	1
121	то окажется что	1	1
122	мы видели что	1	1
123	именно в том	2	1
124	не мог бы	1	1
125	по себе не	2	1
126	и таким образом	2	1
127	в этой теории	1	1
128	и все же	1	1
129	нет ничего общего	1	1
130	с таким образом	2	1
131	таким образом мы	2	1
132	в то время	1	1
133	хотим сказать что	1	1
134	ничего не может	2	1
135	то что мы	2	1
136	или наоборот как	1	1
137	после того как	1	1
138	о том что	6	1
139	этой точки зрения	1	1
140	или вернее сказать	2	1
141	и тем более	1	1
142	не есть еще	1	1
143	вопрос о том	2	1
144	не может стать	1	1
145	на то что	16	1
146	таким образом три	1	1
147	не кажется нам	1	1
148	том в каком	1	1
149	не может в	1	1
150	привело к тому	1	1
