N	4gram	Bakhtin_Pr_1	KulturaY
1	и т п и	1	4
2	и тем не менее	1	3
3	не в том что	1	2
4	ни в какой мере	1	2
5	не говоря уже о	1	2
6	никогда не может быть	1	1
7	всего следует отметить что	1	1
8	в первом случае мы	1	1
9	если бы не было	1	1
10	и не может быть	1	1
11	прежде всего следует отметить	1	1
12	не выходит за пределы	1	1
13	во что бы то	1	1
14	в том смысле что	1	1
15	бы то ни стало	1	1
16	в тех же целях	1	1
17	что бы то ни	1	1
18	и в то же	2	1
19	ни в коем случае	2	1
20	тем или иным путем	1	1
21	в то же время	3	1
