N	3gram	Voloshinov_1	Psycholo
1	в самом деле	1	18
2	в том что	4	11
3	с точки зрения	2	9
4	то же самое	2	8
5	мы увидим что	1	7
6	с самого начала	1	6
7	до сих пор	3	5
8	совершенно ясно что	1	5
9	с одной стороны	2	5
10	с другой стороны	2	5
11	и в этом	1	3
12	как если бы	4	3
13	о том что	1	3
14	с уверенностью сказать	1	2
15	на самом деле	2	2
16	и та же	1	2
17	только то что	1	2
18	одно и то	2	2
19	то время как	1	2
20	не совпадает с	1	2
21	в данном случае	2	2
22	смысл и значение	2	2
23	и то же	2	2
24	все более и	1	2
25	во всяком случае	1	2
26	мы все время	2	2
27	в лучшем случае	1	2
28	в то время	1	2
29	в свою очередь	1	2
30	уверенностью сказать что	1	2
31	более и более	1	2
32	по аналогии с	1	2
33	но все же	1	1
34	а не к	1	1
35	это на примере	1	1
36	более или менее	1	1
37	имеем в виду	2	1
38	только там где	1	1
39	в том и	1	1
40	нам кажется что	1	1
41	в свои права	1	1
42	в зависимости от	2	1
43	в ней как	2	1
44	тем о ком	1	1
45	что мы воспринимаем	1	1
46	в этом отношении	1	1
47	что не только	1	1
48	можно было бы	1	1
49	ни в какой	1	1
50	и здесь мы	1	1
51	в основе своей	1	1
52	может быть и	3	1
53	и в своем	1	1
54	если бы действительно	1	1
55	подвести итоги нашему	1	1
56	в двух направлениях	1	1
57	может быть понято	1	1
58	все эти три	1	1
59	если бы оно	1	1
60	и к его	1	1
61	не может согласиться	1	1
62	на второй план	1	1
63	в такой же	2	1
64	мы никогда не	2	1
65	и на этом	1	1
66	по самому существу	1	1
67	одна и та	1	1
68	но если бы	1	1
69	что до сих	1	1
70	а между тем	1	1
71	самом деле в	1	1
72	один и тот	1	1
73	этой точки зрения	3	1
74	можно с уверенностью	1	1
75	вступает в свои	1	1
76	сих пор не	1	1
77	таким образом мы	1	1
78	для художественного произведения	1	1
79	для нас и	1	1
80	и что она	1	1
81	мы можем сказать	2	1
82	ней как в	1	1
83	и дает ложное	1	1
84	увидим что не	1	1
85	можно сказать что	5	1
86	не может быть	7	1
87	в высшей степени	1	1
88	она не может	1	1
89	подобно тому как	1	1
90	к тому же	1	1
91	как в ней	1	1
92	здесь не лишне	1	1
93	и тот же	1	1
