N	2gram	Bakhtin_fo_2	Dialekti
1	и не	9	30
2	по себе	2	25
3	и т	14	21
4	т д	3	19
5	и в	46	18
6	точки зрения	10	17
7	может быть	7	17
8	и есть	2	16
9	в нем	5	16
10	ни в	1	15
11	не имеет	1	15
12	так что	4	15
13	потому что	8	14
14	значит что	2	14
15	а не	4	14
16	не только	11	13
17	и даже	3	13
18	то что	7	13
19	что в	5	13
20	в этом	22	12
21	было бы	2	12
22	с точки	8	12
23	если бы	1	12
24	и что	1	12
25	не может	2	12
26	учение о	1	11
27	в себе	4	11
28	что он	3	11
29	так как	6	11
30	как бы	10	11
31	это значит	3	11
32	все это	6	11
33	то же	8	10
34	есть нечто	1	10
35	несмотря на	1	10
36	прежде всего	14	10
37	сказать что	1	10
38	и то	1	9
39	отнюдь не	4	9
40	стало быть	1	9
41	так и	7	9
42	это не	2	9
43	том что	4	9
44	никогда не	6	9
45	это есть	1	9
46	в том	10	9
47	но это	2	8
48	совершенно не	1	8
49	также и	4	7
50	и как	3	7
51	то в	2	7
52	что не	1	7
53	как она	1	7
54	той или	1	7
55	вовсе не	13	7
56	но и	9	7
57	в чем	1	6
58	но в	10	6
59	с другой	2	6
60	и вот	2	6
61	не в	9	6
62	она не	2	6
63	в то	5	6
64	с ним	4	6
65	никак не	1	6
66	можно сказать	2	6
67	ни с	1	6
68	не было	3	6
69	да и	1	6
70	и ни	1	6
71	говорить о	2	5
72	и он	4	5
73	отношение к	3	5
74	в своем	5	5
75	все же	6	5
76	и с	6	5
77	а потом	2	5
78	в этих	3	5
79	в отношении	2	5
80	в виду	3	5
81	в дальнейшем	5	5
82	он сам	1	5
83	в особенности	6	5
84	и пр	2	5
85	есть и	4	5
86	а в	3	5
87	это и	1	4
88	почти всегда	2	4
89	как он	2	4
90	одно и	1	4
91	об этом	1	4
92	нисколько не	1	4
93	смысл и	1	4
94	и более	2	4
95	и притом	1	4
96	это мы	1	4
97	же время	4	4
98	к тому	3	4
99	как мы	6	4
100	и вообще	1	4
101	о том	4	4
102	и об	1	4
103	быть и	2	4
104	мы видим	2	4
105	но не	5	4
106	и жизни	1	4
107	в котором	4	4
108	в конце	2	4
109	мы можем	1	4
110	как это	2	4
111	хотя и	3	4
112	так же	2	4
113	другой стороны	1	4
114	во всяком	2	4
115	отношения к	4	3
116	самом деле	1	3
117	должна быть	1	3
118	действительности и	1	3
119	есть не	1	3
120	в ней	1	3
121	на самом	1	3
122	если в	2	3
123	все равно	1	3
124	что они	4	3
125	конечно не	4	3
126	от этого	2	3
127	но эта	2	3
128	в самом	1	3
129	та же	3	3
130	от бога	1	3
131	он не	5	3
132	всех этих	7	3
133	и еще	1	3
134	не значит	1	3
135	но все	1	3
136	в них	7	3
137	должно быть	5	3
138	в их	3	3
139	точку зрения	1	3
140	друг другу	2	3
141	и почти	2	3
142	тому что	1	3
143	вплоть до	2	3
144	в основе	6	3
145	но только	1	3
146	в разных	1	3
147	только с	1	3
148	уже и	1	3
149	могут быть	2	3
150	и всех	2	3
151	его с	1	3
152	и о	2	3
153	жизнь и	3	3
154	чтобы понять	1	3
155	и та	2	3
156	нуждается в	1	3
157	что и	3	3
158	один из	2	3
159	только в	11	3
160	но что	1	3
161	же это	1	3
162	или иной	2	3
163	точек зрения	1	3
164	еще и	1	3
165	по направлению	1	3
166	ничем не	1	3
167	а он	1	3
168	и потому	2	3
169	в данном	2	3
170	в его	8	3
171	не является	3	3
172	и все	6	3
173	у них	2	3
174	бы в	1	3
175	еще более	4	3
176	и смысл	1	3
177	конце концов	1	3
178	дана в	3	3
179	состоит из	1	3
180	жизни и	8	3
181	можно говорить	1	2
182	говоря о	1	2
183	чтобы не	1	2
184	у гете	1	2
185	он всегда	1	2
186	и больше	1	2
187	для своего	1	2
188	что если	1	2
189	что уже	1	2
190	вопрос о	1	2
191	почти все	3	2
192	время как	1	2
193	в полной	1	2
194	и явлений	6	2
195	и говорить	1	2
196	но конечно	1	2
197	из этих	4	2
198	но как	1	2
199	точка зрения	3	2
200	себе и	1	2
201	с этим	5	2
202	что как	1	2
203	бы и	1	2
204	образом и	1	2
205	реальная жизнь	1	2
206	не был	2	2
207	все эти	5	2
208	к самому	1	2
209	всего необходимо	1	2
210	дальше и	1	2
211	связанные с	5	2
212	в виде	1	2
213	не как	1	2
214	сказал что	2	2
215	на земле	2	2
216	что тут	1	2
217	на этом	2	2
218	является не	1	2
219	в каждом	1	2
220	в мире	4	2
221	вещи и	2	2
222	это было	1	2
223	чаще всего	1	2
224	мы имеем	2	2
225	с этой	4	2
226	как и	8	2
227	одна и	2	2
228	для чего	2	2
229	буквально и	1	2
230	до сих	2	2
231	и тогда	1	2
232	в своей	1	2
233	во всем	1	2
234	в которых	3	2
235	для всякого	1	2
236	в корне	2	2
237	и от	2	2
238	ко всему	1	2
239	вещей и	7	2
240	не знает	2	2
241	раз и	1	2
242	или что	1	2
243	как можно	3	2
244	иной раз	1	2
245	к ним	2	2
246	себе самом	1	2
247	и является	1	2
248	из того	1	2
249	этом отношении	2	2
250	как только	1	2
251	и это	2	2
252	о которых	1	2
253	как не	1	2
254	и совершенно	3	2
255	в другом	3	2
256	отлична от	1	2
257	по сравнению	1	2
258	в эпоху	4	2
259	построена на	1	2
260	но к	1	2
261	каждом из	2	2
262	для того	8	2
263	и следовательно	1	2
264	в него	1	2
265	того что	3	2
266	что здесь	2	2
267	мы увидим	1	2
268	и так	2	2
269	поэтому и	1	2
270	с одной	2	2
271	в качестве	3	2
272	уже не	3	2
273	и у	5	2
274	то и	1	2
275	как более	1	2
276	из них	8	2
277	для него	3	2
278	и их	4	2
279	т п	11	2
280	ее на	1	2
281	как у	3	2
282	именно в	2	2
283	здесь в	6	2
284	стремится к	1	2
285	о чем	3	2
286	он и	1	2
287	стороны в	1	2
288	в частности	5	2
289	пространства и	2	2
290	как в	4	2
291	одной стороны	1	2
292	сравнению с	1	2
293	реальность и	1	2
294	необходимо дать	1	2
295	еще не	6	2
296	такой же	1	2
297	сих пор	2	2
298	с тождеством	2	2
299	она ни	3	2
300	и для	9	2
301	лишь как	1	2
302	тем более	3	2
303	и стало	1	2
304	пространстве и	4	2
305	свет и	2	2
