N	2gram	Tiupa_Vved_1	Analitik
1	в тексте	10	24
2	тогда как	10	19
3	в этом	21	18
4	не только	20	16
5	литературного произведения	1	16
6	максима максимыча	2	16
7	и в	13	16
8	в частности	13	16
9	так и	8	15
10	как и	11	14
11	своего рода	10	12
12	внутреннего зрения	1	12
13	но и	19	12
14	и не	12	12
15	том что	7	12
16	в том	10	12
17	иначе говоря	6	11
18	в качестве	8	11
19	при этом	26	10
20	могут быть	4	10
21	а не	15	10
22	как бы	4	10
23	в этой	1	9
24	лишь в	2	9
25	в пределах	2	9
26	и даже	1	9
27	на уровне	1	9
28	то есть	8	9
29	самого печорина	1	9
30	всего лишь	5	8
31	в целом	3	8
32	представляет собой	15	8
33	состоит в	10	8
34	в данном	13	8
35	для печорина	1	8
36	и т.п	9	8
37	отнюдь не	7	8
38	максим максимыч	1	8
39	уединенного сознания	1	8
40	особенно в	1	7
41	в игре	1	7
42	к тому	6	7
43	а также	8	7
44	о том	5	7
45	в себе	5	7
46	художественного целого	1	7
47	то что	6	7
48	в самом	2	6
49	и на	3	6
50	но в	6	6
51	в мире	8	6
52	говорить о	2	6
53	может быть	18	6
54	с другой	5	6
55	как это	1	6
56	текста в	3	6
57	на себя	1	5
58	в сторону	1	5
59	и к	2	5
60	данном случае	6	5
61	с одной	5	5
62	в контексте	1	5
63	фаталиста и	1	5
64	того же	1	4
65	между двумя	3	4
66	в поле	1	4
67	в сущности	1	4
68	столь же	1	4
69	как правило	6	4
70	но не	5	4
71	по отношению	7	4
72	как в	4	4
73	в своем	5	4
74	хотя и	7	4
75	он в	1	4
76	тому же	4	4
77	читателя в	1	4
78	уже говорилось	1	4
79	нашего времени	2	4
80	на этом	1	4
81	то же	5	4
82	не с	3	4
83	и тем	2	4
84	тем самым	5	4
85	для него	3	4
86	точки зрения	1	4
87	в ходе	2	4
88	не в	6	4
89	в конце	1	4
90	печорина в	1	4
91	коммуникативного события	5	4
92	имеет место	4	4
93	не менее	4	4
94	можно сказать	4	4
95	времени в	3	4
96	во всех	2	4
97	только в	6	4
98	в фаталисте	2	4
99	и его	5	4
100	уже не	5	4
101	в сознании	4	4
102	не так	1	4
103	у него	1	4
104	как раз	2	4
105	одной стороны	5	4
106	не может	7	4
107	и особенно	1	4
108	гибели вулича	1	4
109	этом случае	1	4
110	все это	1	4
111	в аспекте	2	4
112	отношению к	7	4
113	едва ли	3	3
114	в их	1	3
115	в конечном	1	3
116	мы имеем	5	3
117	высказывания в	1	3
118	своей судьбы	1	3
119	ответ на	1	3
120	в центре	2	3
121	что касается	5	3
122	как уже	1	3
123	в нашем	6	3
124	на его	1	3
125	печорин не	1	3
126	ключ к	1	3
127	и если	1	3
128	и сам	1	3
129	содержит в	1	3
130	подобно тому	2	3
131	главного героя	1	3
132	несмотря на	1	3
133	автора и	1	3
134	не мог	1	3
135	место в	2	3
136	не столько	4	3
137	на фоне	2	3
138	тем не	3	3
139	по крайней	1	3
140	на себе	1	3
141	как о	2	3
142	никогда не	4	3
143	имеем дело	3	3
144	со своим	1	3
145	сводится к	4	3
146	тем что	2	3
147	как будто	4	3
148	этом отношении	4	3
149	что на	2	3
150	ни о	1	3
151	той или	3	3
152	как мы	3	3
153	своем составе	1	3
154	приводит к	2	3
155	можно было	2	3
156	в результате	3	3
157	если бы	7	3
158	и т.д	5	3
159	одного из	3	3
160	художественного смысла	2	3
161	что и	2	3
162	крайней мере	1	3
163	и все	4	3
164	являет собой	2	3
165	вулича к	2	3
166	так что	1	3
167	есть в	2	3
168	из них	1	3
169	при всей	2	3
170	счастливы в	1	3
171	только на	1	3
172	со стороны	5	3
173	или иной	3	3
174	было бы	4	3
175	лишь одной	1	3
176	повествования и	3	3
177	в речи	2	3
178	в рамках	4	3
179	тому как	2	3
180	в первой	1	3
181	или в	1	3
182	вы счастливы	1	3
183	бы в	3	3
184	прежде всего	7	3
185	а в	6	3
186	на смену	2	3
187	не знает	1	3
188	по поводу	2	3
189	речь идет	1	2
190	таком случае	1	2
191	перед лицом	1	2
192	и до	1	2
193	той же	1	2
194	а как	1	2
195	да к	1	2
196	во времени	2	2
197	повествования в	2	2
198	зрения читателя	1	2
199	в изложении	2	2
200	и он	1	2
201	субъекта объекта	1	2
202	еще не	7	2
203	рассказчика хроникера	1	2
204	повествователя рассказчика	1	2
205	и вулича	1	2
206	на основе	1	2
207	конечном счете	1	2
208	отличие от	2	2
209	узнает о	1	2
210	смысловой значимости	1	2
211	в значительной	1	2
212	встречи с	1	2
213	о жизни	2	2
214	в противоположность	1	2
215	текста именно	1	2
216	с их	1	2
217	на то	1	2
218	в случае	2	2
219	вследствие этого	3	2
220	жизнью и	1	2
221	вообще не	1	2
222	не следует	3	2
223	он не	3	2
224	в четыре	1	2
225	художественного высказывания	2	2
226	картины мира	5	2
227	что она	1	2
228	таким образом	4	2
229	значительной степени	1	2
230	правило не	2	2
231	что все	1	2
232	же не	1	2
233	текста как	1	2
