N	3gram	Vinokur_Ku_3	Vladivir
1	о том что	3	7
2	в том что	8	7
3	в свое время	2	5
4	то что он	1	5
5	в этом смысле	1	4
6	что же касается	1	4
7	то же время	1	4
8	в то же	1	4
9	более или менее	2	3
10	что он не	1	3
11	с другой стороны	3	3
12	не может быть	3	3
13	один и тот	2	2
14	как раз и	2	2
15	и в то	1	2
16	так как он	2	2
17	то обстоятельство что	3	2
18	в том чтобы	3	2
19	не только в	3	2
20	в то время	1	2
21	и тот же	2	2
22	в связи со	1	2
23	во всяком случае	1	2
24	тем более что	2	2
25	тем не менее	9	2
26	для того чтобы	11	2
27	что и в	2	2
28	к тому же	2	2
29	и т д	8	2
30	потому что как	3	1
31	одной стороны а	1	1
32	которая как раз	1	1
33	тех пор пока	4	1
34	и не знаю	1	1
35	по одному тому	1	1
36	потому что в	2	1
37	и той же	1	1
38	должны сказать что	1	1
39	не говоря уже	2	1
40	в самом деле	11	1
41	не знаю кто	1	1
42	в этом слове	1	1
43	они ничего не	1	1
44	и не может	1	1
45	говоря уже о	2	1
46	еще и о	1	1
47	ответить на вопрос	1	1
48	бы то ни	1	1
49	только то что	2	1
50	что я хочу	1	1
51	вместе с тем	1	1
52	что даже в	1	1
53	мы сталкиваемся на	1	1
54	и я не	1	1
55	дело не в	2	1
56	как он будет	1	1
57	уже о том	1	1
58	можно сказать только	1	1
59	не потому что	1	1
60	с одной стороны	4	1
61	смысле этого слова	2	1
62	в связи с	4	1
63	который как мы	1	1
64	и в этом	4	1
65	а с другой	3	1
66	на вопросе о	1	1
67	мы должны сказать	1	1
68	по существу то	1	1
69	а в том	1	1
70	одной и той	1	1
71	внутреннюю связь между	1	1
72	до тех пор	4	1
73	и о том	1	1
74	в тех же	1	1
75	заключается в том	1	1
76	так и в	3	1
77	и вместе с	1	1
78	в свою очередь	1	1
79	стороны а с	1	1
80	с тем что	1	1
81	не только не	1	1
82	уже не только	2	1
83	что дело не	1	1
84	к тому что	1	1
85	по этому поводу	1	1
86	а именно что	1	1
87	несмотря на весь	1	1
88	также и в	1	1
