N	2gram	Tiupa_Teor_1	formyVre
1	и в	18	46
2	в этом	8	22
3	прежде всего	2	14
4	вовсе не	3	13
5	в романе	3	13
6	и его	8	12
7	во всех	1	11
8	не только	16	11
9	только в	6	11
10	как бы	5	10
11	то есть	12	10
12	точки зрения	9	10
13	в том	16	10
14	но в	9	10
15	не в	7	9
16	у него	1	9
17	но и	9	9
18	вместе с	2	9
19	и не	13	9
20	и для	2	9
21	мира и	1	9
22	то же	7	8
23	как и	4	8
24	с точки	3	8
25	для того	1	8
26	того чтобы	1	8
27	потому что	3	8
28	связи с	1	8
29	в его	6	8
30	из них	1	8
31	в связи	1	8
32	и на	1	7
33	так и	10	7
34	в них	2	7
35	в эпизоде	3	7
36	может быть	17	7
37	времени в	2	7
38	в одном	2	7
39	то что	3	7
40	как мы	1	6
41	еще не	4	6
42	при этом	12	6
43	этом мире	2	6
44	его в	2	6
45	в основе	3	6
46	никогда не	4	6
47	те же	1	6
48	так как	1	6
49	человеческое тело	1	6
50	в особенности	1	6
51	все это	2	6
52	но не	9	5
53	в своем	4	5
54	все эти	2	5
55	он не	3	5
56	в нем	4	5
57	должно быть	1	5
58	в то	6	5
59	в пространстве	2	5
60	и др	1	5
61	в частности	16	5
62	в пределах	5	5
63	по существу	1	5
64	что в	9	5
65	отношения к	2	4
66	также и	1	4
67	человека и	1	4
68	в мире	19	4
69	что они	1	4
70	как в	5	4
71	из этих	3	4
72	в себе	9	4
73	их в	3	4
74	том что	9	4
75	место в	5	4
76	том же	1	4
77	героев и	1	4
78	же время	5	4
79	о том	1	4
80	так что	1	4
81	и их	1	4
82	а не	9	4
83	человеческой жизни	1	4
84	отнюдь не	3	4
85	в ряду	1	4
86	жизни в	2	4
87	в виду	5	3
88	того же	3	3
89	слова и	1	3
90	для других	1	3
91	отношение к	5	3
92	хотя и	3	3
93	целый ряд	1	3
94	как уже	1	3
95	и как	2	3
96	весь мир	1	3
97	уже не	4	3
98	в большинстве	2	3
99	имеем в	3	3
100	игра с	1	3
101	при виде	1	3
102	и по	2	3
103	таким образом	3	3
104	здесь мы	1	3
105	а затем	1	3
106	на первый	1	3
107	в их	2	3
108	не могли	1	3
109	же самое	1	3
110	к тому	2	3
111	имеет место	2	3
112	себя и	1	3
113	на основе	2	3
114	зрения не	1	3
115	роль в	2	3
116	жизнь и	1	3
117	в другом	3	3
118	а также	6	3
119	как у	1	3
120	что и	2	3
121	того что	4	3
122	тот же	1	3
123	что он	1	3
124	во времени	3	3
125	все они	1	3
126	в качестве	24	3
127	большинстве случаев	1	3
128	для него	2	3
129	в прошлом	1	3
130	тем что	1	3
131	в форме	2	3
132	и даже	2	3
133	не было	1	3
134	не на	2	3
135	о чем	1	3
136	вещами и	1	3
137	мира в	1	3
138	с помощью	1	3
139	еще нет	1	3
140	в это	1	3
141	не является	4	3
142	тем более	1	3
143	в этих	3	3
144	ее в	2	3
145	а в	13	3
146	и другие	2	3
147	том числе	2	3
148	ту же	1	2
149	связи между	1	2
150	этого мира	1	2
151	тем же	1	2
152	и до	1	2
153	мы имеем	7	2
154	рядом в	1	2
155	в сущности	1	2
156	говорить о	3	2
157	жизни как	4	2
158	и т.п	4	2
159	совсем не	1	2
160	в соседстве	1	2
161	если в	2	2
162	к ним	1	2
163	вступают в	1	2
164	друг от	1	2
165	в одной	1	2
166	то в	2	2
167	и к	3	2
168	в этой	3	2
169	с одной	2	2
170	не могла	1	2
171	и вот	3	2
172	на земле	1	2
173	картины мира	1	2
174	на этом	1	2
175	мыслится как	1	2
176	лишь в	6	2
177	по себе	1	2
178	далеко не	2	2
179	с тем	1	2
180	автора и	1	2
181	и становится	1	2
182	строго говоря	1	2
183	значение для	1	2
184	дается в	1	2
185	своей жизни	2	2
186	новых форм	1	2
187	но эта	1	2
188	но он	3	2
189	друг другу	1	2
190	к оракулу	1	2
191	по ту	1	2
192	и более	1	2
193	в той	2	2
194	в отношении	3	2
195	своими корнями	1	2
196	она не	1	2
197	на котором	1	2
198	все человеческие	1	2
199	в самой	2	2
200	мире и	2	2
201	очень часто	1	2
202	принадлежит к	3	2
203	могут быть	4	2
204	числе и	1	2
205	и потому	2	2
206	и это	2	2
207	и о	4	2
208	от друга	1	2
209	здесь не	1	2
210	самим собою	2	2
211	и от	1	2
212	в себя	3	2
213	особенно в	1	2
214	в плоскости	1	2
215	можно сказать	3	2
216	каждом из	1	2
217	это не	2	2
218	и только	1	2
219	в литературе	2	2
220	быть и	2	2
221	один из	2	2
222	ее к	1	2
223	мы видим	1	2
224	своего значения	1	2
225	в поэзии	2	2
226	соседстве со	1	2
227	в конце	2	2
228	рядом с	1	2
229	или иной	4	2
230	с другой	7	2
231	именно в	3	2
232	было бы	1	2
233	наконец в	1	2
234	больше и	1	2
235	их не	1	2
236	смысла и	1	2
237	у нас	2	2
238	а на	3	2
239	не знает	3	2
240	жизни но	2	2
241	если не	1	2
242	возможности человеческого	1	2
243	что все	1	2
244	не может	4	2
245	так же	2	2
246	как это	8	2
247	о различных	1	2
248	по своему	2	2
249	в данном	8	2
250	о его	1	2
251	в аспекте	2	2
252	в двух	1	2
253	между ними	4	2
254	жизни а	1	2
255	все что	1	2
256	можно говорить	1	1
257	кто бы	1	1
258	говоря о	3	1
259	например в	1	1
260	мире это	1	1
261	чтобы не	1	1
262	себе этот	1	1
263	и то	2	1
264	жизни поэтому	1	1
265	значении этого	3	1
266	идет о	1	1
267	здесь и	1	1
268	конечно с	1	1
269	по преимуществу	4	1
270	свое место	1	1
271	и больше	2	1
272	действительности и	1	1
273	которыми он	1	1
274	есть не	1	1
275	со всех	1	1
276	принадлежит только	2	1
277	вопрос о	1	1
278	впечатление от	1	1
279	начинается с	1	1
280	реальность и	1	1
281	в полной	1	1
282	но чтобы	2	1
283	из того	1	1
284	имеют место	1	1
285	подчеркнуть что	1	1
286	в каждой	1	1
287	героев в	1	1
288	всех сторон	1	1
289	это утро	1	1
290	необходимая для	1	1
291	между собой	3	1
292	в широком	1	1
293	взгляде на	1	1
294	в чем	1	1
295	с его	5	1
296	тем как	1	1
297	это имеет	1	1
298	в нашем	4	1
299	истинный смысл	1	1
300	могло быть	2	1
301	внутренняя форма	1	1
302	не входит	1	1
303	сатирического и	1	1
304	и внутренний	1	1
305	герой не	3	1
306	отличие от	6	1
307	времени то	1	1
308	за пределы	2	1
309	вечных ценностей	1	1
310	как говорит	3	1
311	каждая вещь	1	1
312	первый взгляд	1	1
313	не входят	1	1
314	каждая из	1	1
315	напротив не	1	1
316	о жизни	1	1
317	в европейской	1	1
318	в самом	4	1
319	отношение как	1	1
320	в которой	2	1
321	тон в	1	1
322	и принципиальной	1	1
323	человеческому телу	1	1
324	так в	4	1
325	еще один	1	1
326	частности с	1	1
327	античности в	1	1
328	и те	1	1
329	ее как	1	1
330	в наших	1	1
331	в случае	1	1
332	вследствие этого	1	1
333	но прежде	1	1
334	с чем	1	1
335	стороны в	1	1
336	он ни	1	1
337	образом и	1	1
338	данном отношении	1	1
339	на его	1	1
340	определенного смысла	1	1
341	смертью в	1	1
342	одно и	1	1
343	ни был	2	1
344	в каждом	1	1
345	об этом	2	1
346	и внутренняя	1	1
347	особенности в	1	1
348	это было	2	1
349	дома и	2	1
350	с самим	1	1
351	и тем	3	1
352	чаще всего	1	1
353	вертикальный хронотоп	1	1
354	ни в	2	1
355	всем законам	1	1
356	как об	1	1
357	пространственных и	1	1
358	когда я	1	1
359	только во	1	1
360	ключ к	2	1
361	и того	3	1
362	одного и	3	1
363	вещи в	1	1
364	в своей	6	1
365	индивидуальной жизни	1	1
366	и помимо	1	1
367	художественное мышление	1	1
368	не становится	1	1
369	есть как	2	1
370	живота и	1	1
371	не столько	1	1
372	на каждом	1	1
373	от его	1	1
374	и гротескные	1	1
375	художественного мира	2	1
376	исчезает и	1	1
377	которые в	1	1
378	через посредство	1	1
379	однако в	7	1
380	единое целое	2	1
381	случае мы	1	1
382	тому что	2	1
383	быть или	1	1
384	комнате и	1	1
385	к собственному	1	1
386	и слово	1	1
387	возникает в	1	1
388	в таких	1	1
389	с которой	1	1
390	виду что	1	1
391	дело в	2	1
392	к определенному	1	1
393	и сама	1	1
394	не по	1	1
395	материала в	2	1
396	облекается в	2	1
397	этим определяется	1	1
398	того и	1	1
399	и вещи	1	1
400	слова как	3	1
401	этих двух	2	1
402	не принадлежат	1	1
403	и притом	2	1
404	каждой из	1	1
405	существу является	1	1
406	входят в	1	1
407	и делает	1	1
408	и здесь	2	1
409	смыслом в	1	1
410	не могут	2	1
411	сама жизнь	1	1
412	его с	1	1
413	той или	1	1
414	частной жизни	2	1
415	сказать что	3	1
416	оно не	1	1
417	все виды	1	1
418	как кругозор	1	1
419	значении в	1	1
420	с ее	3	1
421	свою очередь	2	1
422	в ее	5	1
423	отношений и	1	1
424	данном случае	5	1
425	существенное значение	1	1
426	себе самом	1	1
427	в произведении	3	1
428	действия и	1	1
429	то время	1	1
430	художественного мышления	1	1
431	основе весьма	1	1
432	чего еще	1	1
433	и сам	1	1
434	времени и	2	1
435	здесь как	1	1
436	с собой	1	1
437	что от	1	1
438	мы в	2	1
439	мира вокруг	1	1
440	если бы	3	1
441	мире в	1	1
442	с человеком	1	1
443	сводится к	5	1
444	в порядке	3	1
445	и т.д	3	1
446	и поэтому	1	1
447	за пределами	5	1
448	никак не	1	1
449	и что	3	1
450	в глаза	2	1
451	такова что	1	1
452	в смерти	1	1
453	о героизации	1	1
454	в значительной	1	1
455	между тем	5	1
456	по типу	1	1
457	нуждается в	1	1
458	на всех	1	1
459	в формах	2	1
460	по своей	3	1
461	и одновременно	4	1
462	определяется лишь	1	1
463	вступить в	1	1
464	что даже	1	1
465	даже его	1	1
466	для себя	1	1
467	и является	2	1
468	целого и	1	1
469	должен быть	1	1
470	должен был	1	1
471	до нас	1	1
472	и ее	3	1
473	в хронотопе	1	1
