N	3gram	Bakhtin_Pr_2	Tvorches
1	в романах достоевского	5	12
2	преступлении и наказании	2	10
3	в преступлении и	2	10
4	то же время	3	7
5	в то же	3	7
6	в братьях карамазовых	2	6
7	в романе достоевского	1	5
8	в творчестве достоевского	1	4
9	по отношению к	8	3
10	до сих пор	2	3
11	идей в романах	1	3
12	не может быть	6	3
13	но прежде всего	1	2
14	в самом деле	3	2
15	и не может	2	2
16	в таком случае	1	2
17	по самой своей	1	2
18	в отличие от	1	2
19	в наше время	1	2
20	на этот вопрос	1	2
21	в произведениях достоевского	3	2
22	по крайней мере	2	2
23	так же как	3	2
24	преступления и наказания	1	2
25	достоевский никогда не	5	2
26	что у достоевского	1	2
27	в xix веке	2	2
28	могут быть поняты	1	2
29	с другой стороны	1	2
30	в дневнике писателя	1	2
31	о том что	3	2
32	в одном из	1	2
33	ивана карамазова и	1	2
34	у достоевского нет	1	2
35	в том что	4	2
36	то все же	1	1
37	овладела глубинным ядром	1	1
38	в идее и	1	1
39	не черта их	1	1
40	в другом месте	1	1
41	мир достоевского не	1	1
42	достоевского как и	1	1
43	идею видим в	1	1
44	и сам автор	2	1
45	нет и не	1	1
46	хотя и не	1	1
47	абсолютно бескорыстны поскольку	1	1
48	мы уже говорили	2	1
49	видим в нем	1	1
50	в которой он	1	1
51	определение их поступков	1	1
52	живое событие разыгрывающееся	2	1
53	записок из подполья	1	1
54	я никогда не	1	1
55	как и для	1	1
56	и через него	1	1
57	дело в том	1	1
58	идей в полифоническом	1	1
59	никогда не является	1	1
60	романа братья карамазовы	1	1
61	характера и не	1	1
62	романах достоевского как	2	1
63	жизнь в сфере	1	1
64	преступление и наказание	2	1
65	сфере идеи им	1	1
66	в том числе	2	1
67	до начала действия	1	1
68	идея может быть	2	1
69	не надобно миллионов	2	1
70	сих пор еще	1	1
71	же как и	2	1
72	их поступков бескорыстие	1	1
73	представление о характере	1	1
74	в нем и	1	1
75	этот вопрос не	1	1
76	событие разыгрывающееся между	1	1
77	бескорыстны поскольку идея	1	1
78	идеи абсолютно бескорыстны	1	1
79	он ни был	1	1
80	действительно овладела глубинным	1	1
81	и не внешнее	1	1
82	сами по себе	1	1
83	все ведущие герои	1	1
84	глубинным ядром их	1	1
85	в его романах	4	1
86	является одним из	1	1
87	лишь одна из	1	1
88	и в дальнейшем	1	1
89	может быть в	1	1
90	а может быть	2	1
91	и ивана карамазова	1	1
92	нужно сказать что	1	1
93	им не надобно	1	1
94	униженных и оскорбленных	1	1
95	можно было бы	1	1
96	а надобно мысль	2	1
97	в письме к	1	1
98	идее и через	1	1
99	выражает их действительную	1	1
100	и бескорыстие как	1	1
101	так сказать в	1	1
102	нем и через	1	1
103	в том смысле	1	1
104	но в таком	1	1
105	достоевского как люди	1	1
106	у достоевского есть	1	1
107	что он сам	1	1
108	разрешить идейность и	1	1
109	их действительную жизнь	1	1
110	внешнее определение их	1	1
111	авантюрного романа и	1	1
112	но в то	3	1
113	в противоречии с	1	1
114	оставляет за собой	1	1
115	вырождается и умирает	1	1
116	достоевского не может	1	1
117	идейность и бескорыстие	1	1
118	в полифоническом мире	1	1
119	надобно миллионов а	2	1
120	в чем же	2	1
121	таком случае это	1	1
122	романа то есть	1	1
123	и в этом	6	1
124	идеи им не	1	1
125	изолированном индивидуальном сознании	1	1
126	личности это бескорыстие	1	1
127	действительную жизнь в	1	1
128	той или иной	3	1
129	достоевского в своей	1	1
130	сюжет у достоевского	1	1
131	как бы синонимы	1	1
132	бескорыстие не черта	1	1
133	это не значит	1	1
134	в мире достоевского	2	1
135	истинную сферу жизни	1	1
136	к тому же	1	1
137	их личности это	1	1
138	порфирия с раскольниковым	2	1
139	бескорыстие выражает их	1	1
140	при всей их	1	1
141	что у него	1	1
142	в целом ряде	2	1
143	идея действительно овладела	1	1
144	роман xix века	1	1
145	герои достоевского как	1	1
146	потому что они	2	1
147	по себе не	1	1
148	не внешнее определение	1	1
149	в то время	1	1
150	надобно мысль разрешить	3	1
151	это бескорыстие не	1	1
152	достоевский сумел открыть	1	1
153	в сфере идеи	1	1
154	романах достоевского но	1	1
155	ведущие герои достоевского	1	1
156	ядром их личности	1	1
157	в нем нет	1	1
158	психологии и в	1	1
159	поступков бескорыстие выражает	1	1
160	бескорыстие как бы	1	1
161	миллионов а надобно	2	1
162	осуществляется достоевским в	1	1
163	полифоническом мире достоевского	1	1
164	героя в идее	1	1
165	другой стороны и	1	1
166	о характере этого	1	1
167	в келье тихона	1	1
168	ничего общего с	1	1
169	которые сами по	1	1
170	не может нас	1	1
171	с самого начала	1	1
172	разыгрывающееся между сознаниями-голосами	1	1
173	была для него	2	1
174	мы видим героя	1	1
175	именно потому что	1	1
176	в русской литературе	2	1
177	том числе и	2	1
178	поскольку идея действительно	1	1
179	и через идею	1	1
180	люди идеи абсолютно	1	1
181	бы он ни	1	1
182	предисловии к роману	1	1
183	в изолированном индивидуальном	1	1
184	в античной литературе	1	1
185	как люди идеи	1	1
186	в каждом из	2	1
187	как и у	1	1
188	идея у достоевского	1	1
189	в предисловии к	1	1
190	и в том	2	1
191	героя и его	1	1
192	индивидуальном сознании человека	1	1
193	противоречит тому что	1	1
194	в высшей степени	1	1
195	мысль разрешить идейность	1	1
196	и если не	1	1
197	а идею видим	1	1
198	не так как	1	1
199	видим героя в	1	1
