N	3gram	Potebnia_M_4	Istorich
1	и т д	3	18
2	в этих случаях	2	8
3	до сих пор	4	6
4	точно так же	1	6
5	в этом случае	5	5
6	вместе с тем	3	5
7	в том что	7	5
8	со всех сторон	1	4
9	в связи с	1	4
10	по отношению к	8	3
11	подобно тому как	2	3
12	с тем что	4	3
13	с одной стороны	1	3
14	что иное как	2	2
15	мере того как	4	2
16	иметь в виду	1	2
17	на самом деле	3	2
18	по мере того	4	2
19	но и в	1	2
20	не что иное	2	2
21	только после того	1	2
22	с другой стороны	1	2
23	не может быть	5	2
24	о том что	5	2
25	и вместе с	1	2
26	с самого начала	1	2
27	на то что	4	2
28	после того как	2	2
29	дело не в	1	2
30	не вдаваясь в	1	2
31	о том как	1	1
32	не в состоянии	2	1
33	яснее когда мы	1	1
34	и есть то	1	1
35	она и есть	1	1
36	другой стороны в	1	1
37	образом мы видим	1	1
38	в виду что	1	1
39	и той же	1	1
40	но так как	1	1
41	мы это увидим	1	1
42	еще один вопрос	1	1
43	что этот образ	1	1
44	так как оно	2	1
45	друг от друга	1	1
46	и не только	1	1
47	главным образом в	1	1
48	сам по себе	4	1
49	здесь дело не	1	1
50	а может быть	1	1
51	эта связь действительно	1	1
52	и здесь мы	1	1
53	состоит в его	1	1
54	в разных языках	1	1
55	не то что	3	1
56	в самых разнообразных	1	1
57	который дает нам	1	1
58	в это время	1	1
59	таким образом мы	2	1
60	же значение как	1	1
61	выше мы видели	1	1
62	смысле этого слова	1	1
63	как один из	1	1
64	мы можем предположить	1	1
65	а именно на	1	1
66	не знает но	1	1
67	тем не менее	4	1
68	если это так	1	1
69	так или иначе	2	1
70	и дошли до	1	1
71	такое же значение	1	1
72	что происходит в	1	1
73	в себе в	1	1
74	т д то	1	1
75	при всей своей	1	1
76	есть не что	1	1
77	можем предположить что	1	1
78	мы не можем	3	1
79	тем самым и	1	1
80	это увидим в	1	1
81	нельзя сказать чтобы	2	1
82	имеет такое же	1	1
83	не только не	3	1
84	то что она	2	1
85	одной и той	1	1
86	только в этом	1	1
87	не думает что	1	1
88	это показывает что	1	1
89	что это дом	1	1
90	можем сказать что	2	1
91	но еще не	1	1
92	мы видели что	1	1
