N	3gram	Vygotskiy__3	EvropaiC
1	в том что	17	16
2	до сих пор	1	12
3	по отношению к	2	10
4	друг с другом	5	9
5	с точки зрения	1	8
6	более или менее	1	7
7	на то что	3	7
8	друг от друга	1	6
9	мы говорили выше	1	6
10	для того чтобы	7	6
11	по сравнению с	3	5
12	в своем развитии	1	4
13	в этом случае	1	4
14	совершенно так же	2	4
15	в этой области	1	4
16	с другой стороны	3	4
17	не может быть	2	4
18	о том что	3	4
19	начало и конец	1	4
20	тот факт что	5	4
21	тем не менее	5	4
22	в конце концов	1	4
23	и того же	4	3
24	одного и того	4	3
25	и то что	2	3
26	так же как	6	3
27	в данном случае	1	3
28	так или иначе	1	3
29	все же не	1	3
30	в связи с	5	3
31	заключается в том	7	3
32	в том виде	2	2
33	не в состоянии	1	2
34	принять во внимание	1	2
35	о которой мы	1	2
36	как и все	1	2
37	бы то ни	1	2
38	заключает в себе	2	2
39	вместе с тем	10	2
40	то ни было	1	2
41	с одной стороны	5	2
42	в такой форме	1	2
43	а с другой	3	2
44	таким же образом	1	2
45	друг к другу	1	2
46	во всяком случае	4	2
47	во всех этих	1	2
48	которой мы говорили	1	2
49	как и в	2	2
50	в свою очередь	2	2
51	ничего общего с	1	2
52	и в том	1	2
53	том что при	1	1
54	мы уже говорили	5	1
55	том виде как	2	1
56	могут рассматриваться как	1	1
57	на той ступени	1	1
58	то время как	4	1
59	время как другие	1	1
60	так точно и	1	1
61	самого начала в	1	1
62	то же самое	1	1
63	как в его	1	1
64	и тому же	1	1
65	по признаку их	1	1
66	только в том	2	1
67	в зависимости от	5	1
68	представление о том	1	1
69	среднее положение между	1	1
70	является одним из	1	1
71	между тем как	1	1
72	именно в тех	1	1
73	независимо от того	3	1
74	из того что	1	1
75	том числе и	1	1
76	за то что	1	1
77	мы говорили в	1	1
78	том или ином	1	1
79	это имеет место	1	1
80	точно так же	1	1
81	которые не могут	1	1
82	точки зрения на	2	1
83	на пути к	2	1
84	но все они	1	1
85	уже говорили что	2	1
86	то обстоятельство что	3	1
87	а как бы	1	1
88	в общую группу	1	1
89	во внимание что	1	1
90	с которыми они	1	1
91	именно в этой	1	1
92	мы не знаем	1	1
93	выше мы видели	1	1
94	в высшей степени	6	1
95	одна из этих	1	1
96	состоит в том	3	1
97	который как мы	1	1
98	приводит к тому	1	1
99	столь же мало	2	1
100	не тем что	2	1
101	не играет никакой	1	1
102	все что мы	2	1
103	в этом и	2	1
104	во всем этом	1	1
105	и той же	2	1
106	разница только в	1	1
107	могут быть приняты	1	1
108	связанных друг с	1	1
109	в силу общих	1	1
110	принадлежать к одному	1	1
111	того однако чтобы	1	1
112	вопрос можно ли	1	1
113	может рассматриваться как	1	1
114	на наших глазах	1	1
115	в то время	4	1
116	та или иная	3	1
117	из которых каждый	2	1
118	смысле этого слова	4	1
119	и что следовательно	1	1
120	с самого начала	6	1
121	в самом раннем	1	1
122	ни одна из	1	1
123	говорили в начале	1	1
124	так же мало	1	1
125	и т.д в	1	1
126	мы видели что	3	1
127	развития все это	1	1
128	не в пользу	2	1
129	в том числе	1	1
130	к тому что	1	1
131	одной и той	2	1
132	но на деле	1	1
133	той ступени развития	1	1
134	как мы видели	3	1
135	самом раннем детстве	1	1
136	этот вопрос в	1	1
137	и у нас	1	1
138	поскольку все эти	1	1
139	связей между отдельными	1	1
140	таким образом по	1	1
141	что так как	1	1
142	одному и тому	1	1
143	тот или иной	1	1
