N	4gram	Vygotskiy__3	KulturaY
1	состоит в том что	1	3
2	в том что оно	1	2
3	заключается в том что	4	2
4	и в самом деле	9	2
5	только для того чтобы	1	1
6	одно и то же	2	1
7	в том виде какой	1	1
8	и т п с	1	1
9	ни в какой мере	1	1
10	только в том случае	1	1
11	в том случае если	1	1
12	с более или менее	1	1
13	и вместе с тем	2	1
14	с этой точки зрения	1	1
15	не в том что	1	1
16	есть в сущности говоря	1	1
17	в том что она	1	1
18	и есть в сущности	1	1
19	того как мы можем	1	1
20	в том смысле что	1	1
21	и то же слово	1	1
22	в самом деле в	1	1
23	прав когда указывает на	1	1
24	для того чтобы с	1	1
25	вовсе не в том	1	1
