N	2gram	Vinokur_St_2	Formalny
1	поэтического языка	2	65
2	и в	29	38
3	в этом	21	27
4	т е	10	26
5	может быть	2	23
6	и его	6	21
7	и пр	8	21
8	таким образом	10	20
9	и не	9	20
10	в самом	7	16
11	не в	4	15
12	прежде всего	5	15
13	и т	9	14
14	не может	2	14
15	в нем	4	13
16	связи с	4	13
17	но и	19	13
18	в пределах	1	12
19	в поэзии	1	12
20	с его	2	11
21	с тем	7	11
22	в том	27	11
23	языка как	1	11
24	вовсе не	6	11
25	с другими	1	10
26	в его	13	10
27	в связи	1	10
28	не только	19	9
29	при этом	2	9
30	и с	4	9
31	как и	2	9
32	языка в	2	9
33	т п	3	9
34	на почве	2	9
35	в процессе	2	9
36	самом деле	3	8
37	все же	6	8
38	точки зрения	5	8
39	так и	9	8
40	что и	2	8
41	тем что	3	8
42	в первом	1	7
43	как мы	1	7
44	по себе	3	7
45	для него	4	7
46	в своей	7	7
47	с точки	2	7
48	во втором	1	7
49	этом отношении	9	7
50	самом языке	1	7
51	не могут	1	7
52	по существу	2	7
53	что в	19	7
54	в ней	7	6
55	в истории	2	6
56	все эти	2	6
57	в этой	2	6
58	то же	2	6
59	было бы	5	6
60	он не	9	6
61	в их	3	6
62	для понимания	1	6
63	в языке	5	6
64	все время	1	6
65	только в	2	6
66	то что	11	6
67	не было	3	6
68	вместе с	7	6
69	а не	5	6
70	как раз	8	6
71	в результате	2	6
72	хотя бы	3	6
73	а в	1	6
74	это и	1	5
75	по преимуществу	1	5
76	говорить о	1	5
77	в общем	3	5
78	т д	6	5
79	в то	2	5
80	в основе	1	5
81	же время	1	5
82	ни о	1	5
83	если бы	2	5
84	говорит в	1	5
85	что он	13	5
86	всяком случае	3	5
87	и речи	2	5
88	именно в	4	5
89	с этим	3	5
90	что же	1	5
91	и для	1	5
92	бы в	1	5
93	еще более	4	5
94	во всяком	3	5
95	высшей степени	1	4
96	в сущности	1	4
97	литературы и	1	4
98	что оно	1	4
99	в сторону	1	4
100	что они	2	4
101	независимо от	1	4
102	как в	3	4
103	и к	4	4
104	не следует	1	4
105	в статье	2	4
106	не как	1	4
107	его от	1	4
108	поэтическим языком	2	4
109	в высшей	1	4
110	мы видели	1	4
111	не столько	7	4
112	о языке	1	4
113	ничего не	4	4
114	к тому	10	4
115	здесь не	1	4
116	но в	8	4
117	чем он	2	4
118	и теперь	2	4
119	из них	3	4
120	так как	2	4
121	не о	1	4
122	в особенности	2	4
123	именно как	1	4
124	и даже	3	4
125	в некоторых	2	4
126	другой стороны	3	4
127	там где	2	4
128	вот как	1	4
129	как бы	5	4
130	совершенно не	2	4
131	оно не	3	4
132	к этому	4	4
133	они не	2	4
134	например в	3	3
135	же как	3	3
136	сам по	1	3
137	тем же	2	3
138	и до	1	3
139	в зависимости	1	3
140	а как	4	3
141	мы не	1	3
142	зависимости от	1	3
143	поэтического слова	1	3
144	и на	6	3
145	чем же	1	3
146	хотя и	4	3
147	и как	2	3
148	не приходится	4	3
149	что это	3	3
150	из этих	1	3
151	языка к	1	3
152	роль в	1	3
153	только на	1	3
154	но именно	1	3
155	ни была	1	3
156	значительной степени	2	3
157	литературного языка	2	3
158	его в	2	3
159	это было	2	3
160	для них	1	3
161	он и	1	3
162	такой же	1	3
163	место в	1	3
164	не является	3	3
165	в области	2	3
166	но все	7	3
167	того чтобы	6	3
168	так в	1	3
169	особенно в	2	3
170	для поэтического	1	3
171	и здесь	3	3
172	одного из	1	3
173	в значительной	2	3
174	должно было	3	3
175	пр но	1	3
176	того что	5	3
177	в какой	2	3
178	то и	1	3
179	и их	1	3
180	для того	7	3
181	о каком	1	3
182	чтобы показать	1	3
183	с другой	4	3
184	и др	2	3
185	не то	3	3
186	о возможности	1	3
187	том смысле	2	3
188	все это	11	3
189	на самом	3	3
190	или в	1	3
191	и все	1	3
192	была бы	5	3
193	жизни и	1	3
194	вряд ли	3	2
195	и то	1	2
196	идет о	3	2
197	к другому	1	2
198	едва ли	1	2
199	его не	3	2
200	эти определения	1	2
201	совпадает с	1	2
202	этого термина	1	2
203	это время	2	2
204	он был	2	2
205	в последних	1	2
206	столь же	1	2
207	совсем не	1	2
208	но не	3	2
209	но как	1	2
210	от характера	1	2
211	очевидно что	2	2
212	отношение к	1	2
213	отличие от	2	2
214	к сожалению	2	2
215	этот прием	1	2
216	в одной	2	2
217	что именно	2	2
218	кроме того	4	2
219	языка не	1	2
220	в которой	11	2
221	уже в	1	2
222	борьбы с	3	2
223	в понимании	1	2
224	не к	2	2
225	и более	2	2
226	языком и	1	2
227	и по	3	2
228	на этом	1	2
229	в основу	1	2
230	то ни	2	2
231	они должны	1	2
232	разница между	1	2
233	но совершенно	1	2
234	должен был	4	2
235	и тем	1	2
236	ни в	3	2
237	само собою	2	2
238	от него	1	2
239	нигде не	2	2
240	в развитии	1	2
241	том что	27	2
242	в этих	3	2
243	не так	1	2
244	во второй	1	2
245	представление о	1	2
246	в отличие	2	2
247	от его	2	2
248	не могли	2	2
249	даже в	2	2
250	тому что	7	2
251	она не	1	2
252	на один	1	2
253	что эта	3	2
254	с теми	1	2
255	самого начала	3	2
256	не имеет	2	2
257	не по	2	2
258	для всего	1	2
259	никогда не	3	2
260	этих двух	1	2
261	и лишь	1	2
262	как она	1	2
263	чтобы сделать	2	2
264	что на	3	2
265	быть конечно	1	2
266	и это	2	2
267	и о	4	2
268	значения и	1	2
269	в ее	2	2
270	в в	1	2
271	и от	1	2
272	с самого	3	2
273	и совершенно	1	2
274	времени и	4	2
275	было в	1	2
276	не ради	1	2
277	русского литературного	1	2
278	в эпоху	1	2
279	понимании этого	1	2
280	в виду	7	2
281	борьба с	2	2
282	между тем	5	2
283	отметить что	2	2
284	от этих	1	2
285	статье о	1	2
286	этом смысле	1	2
287	один из	1	2
288	с ними	1	2
289	этот вопрос	2	2
290	или же	1	2
291	по этому	2	2
292	не будет	1	2
293	потому что	9	2
294	в качестве	5	2
295	с нею	3	2
296	при помощи	4	2
297	литературного направления	1	2
298	в известной	1	2
299	в котором	7	2
300	сами по	2	2
301	в конце	2	2
302	как его	1	2
303	образом не	2	2
304	не просто	1	2
305	это положение	1	2
306	имеет значение	1	2
307	со стороны	2	2
308	даже не	1	2
309	язык в	1	2
310	в каких	1	2
311	в предисловии	3	2
312	между ними	1	2
313	что для	1	2
314	до конца	3	2
315	ничем не	1	2
316	конце концов	1	2
317	его как	2	2
318	ни на	1	2
319	к его	1	2
320	как это	2	2
321	предисловии к	2	2
322	в той	5	2
323	в тех	2	2
324	со всею	1	2
325	из этого	1	2
326	как например	2	2
327	но это	3	2
328	в чем	1	2
329	языка все	1	2
330	должна была	2	2
331	а все	1	2
332	а к	2	2
333	все содержание	1	2
334	сказать что	2	2
335	перестали быть	1	2
336	в характере	1	2
337	ее в	2	2
338	и другие	2	2
339	в таком	1	2
340	смысле что	1	2
341	как известно	2	1
342	литературной жизни	1	1
343	языка с	1	1
344	до него	2	1
345	и хотя	1	1
346	того же	2	1
347	нравов и	1	1
348	примеров такого	2	1
349	и без	1	1
350	пишет по	1	1
351	к своей	1	1
352	пишет он	2	1
353	критики но	1	1
354	что слово	1	1
355	в чисто	2	1
356	из его	2	1
357	в конкретном	1	1
358	это доказывает	1	1
359	таком виде	1	1
360	отметить еще	1	1
361	равнодушен к	1	1
362	которыми он	1	1
363	поэзии и	2	1
364	той же	1	1
365	их и	1	1
366	причем и	1	1
367	и была	2	1
368	на материале	1	1
369	что многие	1	1
370	этот был	1	1
371	не вполне	1	1
372	из того	1	1
373	конечно и	2	1
374	которое в	1	1
375	как не	1	1
376	в народных	1	1
377	при таких	1	1
378	без всякого	1	1
379	столько же	3	1
380	которые он	1	1
381	со словами	1	1
382	бы то	2	1
383	истории русского	1	1
384	особенно если	1	1
385	а тем	1	1
386	точка зрения	1	1
387	не говорят	1	1
388	русского языка	3	1
389	не дают	1	1
390	произведение не	1	1
391	были не	2	1
392	о необходимости	1	1
393	работа в	1	1
394	что во	1	1
395	если она	1	1
396	общего с	1	1
397	в своем	9	1
398	становится особенно	1	1
399	что история	1	1
400	языку в	1	1
401	существенным и	1	1
402	для поэтической	1	1
403	настолько велико	1	1
404	нового и	1	1
405	прежде и	1	1
406	более или	2	1
407	именно эта	1	1
408	них как	1	1
409	за собой	1	1
410	где все	1	1
411	в литературном	1	1
412	так или	1	1
413	выражение в	2	1
414	что к	1	1
415	с их	1	1
416	им в	1	1
417	и тот	1	1
418	особое место	1	1
419	но он	3	1
420	столько с	1	1
421	как он	2	1
422	на то	2	1
423	есть но	1	1
424	было быть	1	1
425	больше всего	2	1
426	тем не	2	1
427	которой не	1	1
428	и еще	1	1
429	в принципе	1	1
430	к одному	1	1
431	ими в	1	1
432	и которые	1	1
433	том чтобы	1	1
434	полемики с	2	1
435	для русского	1	1
436	характерное для	1	1
437	же сколько	1	1
438	говоря в	1	1
439	от других	1	1
440	тут не	1	1
441	он просто	1	1
442	тем в	2	1
443	в определенном	1	1
444	значение в	1	1
445	же касается	1	1
446	в другом	4	1
447	определенном направлении	1	1
448	связанных с	1	1
449	действительности в	1	1
450	не совпадает	1	1
451	сколько с	1	1
452	кажется что	3	1
453	в них	2	1
454	при этой	1	1
455	следует сказать	1	1
456	в данном	2	1
457	языка которая	2	1
458	и некоторые	1	1
459	ряд новых	1	1
460	или менее	2	1
461	в эту	3	1
462	места в	1	1
463	но если	1	1
464	и тут	1	1
465	нас не	2	1
466	ли можно	1	1
467	на своем	1	1
468	к истории	2	1
469	языке но	1	1
470	все они	1	1
471	вопрос о	6	1
472	русской литературной	1	1
473	об отсутствии	1	1
474	чтобы можно	1	1
475	нельзя было	1	1
476	не будем	1	1
477	для которых	2	1
478	в россии	3	1
479	значения с	1	1
480	борьбу с	2	1
481	диалогической речи	1	1
482	основываться на	1	1
483	не для	1	1
484	и вся	2	1
485	евгения онегина	1	1
486	указаний на	1	1
487	не менее	3	1
488	не раз	2	1
489	но они	2	1
490	система взглядов	1	1
491	иной раз	1	1
492	наличного материала	1	1
493	который был	1	1
494	дело в	4	1
495	на него	1	1
496	сколько и	1	1
497	могут дать	1	1
498	и именно	3	1
499	взглянуть на	2	1
500	о них	1	1
501	иметь в	3	1
502	чем не	1	1
503	говорит здесь	1	1
504	это еще	2	1
505	не могло	3	1
506	делать из	1	1
507	и прочие	1	1
508	нельзя не	3	1
509	все свои	1	1
510	вследствие того	1	1
511	степени соответствуют	1	1
512	таким путем	1	1
513	к ней	1	1
514	нужно непременно	1	1
515	он пытался	1	1
516	п в	1	1
517	не похож	1	1
518	просторечия и	2	1
519	вопрос в	1	1
520	и сами	1	1
521	будет зависеть	1	1
522	для осуществления	1	1
523	только с	2	1
524	как будто	1	1
525	одним из	6	1
526	у нас	3	1
527	которых он	1	1
528	уже о	1	1
529	зависеть от	1	1
530	и вполне	1	1
531	сравнительно с	1	1
532	и такие	1	1
533	похож на	1	1
534	эта полемика	1	1
535	отличается от	1	1
536	они и	1	1
537	слова с	1	1
538	в каждом	1	1
539	подчеркнуть что	3	1
540	ничего общего	1	1
541	вырастал в	1	1
542	свою очередь	1	1
543	говоря уже	1	1
544	данном случае	1	1
545	общения между	1	1
546	только при	1	1
547	уже потому	1	1
548	характер и	1	1
549	идет не	1	1
550	и сам	2	1
551	с собой	1	1
552	можно было	1	1
553	его поэтому	1	1
554	те же	1	1
555	поэтическое значение	1	1
556	с самим	1	1
557	какой они	1	1
558	каждого из	1	1
559	во многом	2	1
560	речь как	1	1
561	к вопросам	1	1
562	она была	1	1
563	ли и	2	1
564	на них	1	1
565	отрицать что	1	1
566	к языку	1	1
567	не создает	1	1
568	можно сказать	1	1
569	форме в	1	1
570	образом в	1	1
571	и глубокая	1	1
572	говорят что	2	1
573	только потому	2	1
574	вот почему	1	1
575	о том	17	1
576	настоящее время	1	1
577	до сих	6	1
578	по их	2	1
579	и во	1	1
580	свою теорию	1	1
581	этому поводу	2	1
582	в форме	1	1
583	качественный рост	1	1
584	и смысл	1	1
585	следует однако	1	1
586	не зная	1	1
587	пр совпадение	1	1
588	правом можно	1	1
589	представляют собою	1	1
590	и дело	2	1
591	тот же	1	1
592	материала в	1	1
593	согласиться с	1	1
594	языка на	1	1
595	в себе	2	1
596	бы отрицать	1	1
597	и действительно	1	1
598	непосредственно из	1	1
599	сторону от	1	1
600	поэтому и	1	1
601	другие произведения	1	1
602	их не	1	1
603	от них	1	1
604	так что	3	1
605	что язык	1	1
606	к какому	1	1
607	конечно не	1	1
608	этой социальной	1	1
609	психологической и	1	1
610	речь в	1	1
611	г и	1	1
612	себе в	1	1
613	ведь это	1	1
614	не находит	1	1
615	в прозе	1	1
616	другого но	1	1
617	система приемов	1	1
618	но что	1	1
619	естественно что	1	1
620	на ряде	1	1
621	так легко	1	1
622	нет в	1	1
623	и вторичная	1	1
624	или иначе	1	1
625	за пределы	1	1
626	но нельзя	1	1
627	по своим	1	1
628	речи а	1	1
629	к которому	1	1
630	в свою	1	1
631	говорит о	2	1
632	а на	1	1
633	на этот	2	1
634	и самый	2	1
635	не на	2	1
636	поэтические качества	1	1
637	в руках	1	1
638	же языком	1	1
639	у всех	2	1
640	на эту	1	1
641	и исторической	1	1
642	что из	1	1
643	если не	2	1
644	как материал	1	1
645	в речи	4	1
646	связь с	2	1
647	полемика во	1	1
648	так же	3	1
649	он уже	1	1
650	и пушкин	2	1
651	затруднения и	1	1
652	всем что	1	1
653	к своему	2	1
654	о чем	5	1
655	взаимоотношения между	2	1
656	такого рода	2	1
657	пишет в	1	1
658	против такого	1	1
659	да и	1	1
660	материал для	3	1
661	в контексте	1	1
662	этом случае	1	1
663	в условиях	1	1
664	той мере	2	1
665	сих пор	5	1
666	но для	1	1
667	здесь следует	1	1
668	должны быть	1	1
669	виду что	1	1
670	с приемами	1	1
671	особенностей в	1	1
672	в книге	1	1
673	в более	1	1
674	большая часть	2	1
675	не существует	1	1
676	форма слова	1	1
677	своем пути	1	1
678	этой системы	1	1
679	в настоящее	1	1
680	не встречается	1	1
681	пр в	1	1
682	для нас	1	1
683	целый ряд	1	1
684	а частью	1	1
685	язык не	1	1
686	конечно нельзя	1	1
687	укладывается в	1	1
688	несмотря на	2	1
689	же в	1	1
690	поэзии но	1	1
691	не дает	2	1
692	судить о	1	1
693	но оно	1	1
694	к самому	1	1
695	е в	1	1
696	тона в	1	1
697	одной из	3	1
698	не говоря	1	1
699	третьего отделения	1	1
700	очень велика	1	1
701	является и	1	1
702	в последнем	1	1
703	мере в	2	1
704	только о	2	1
705	в трех	1	1
706	героя в	1	1
707	в каком	2	1
708	можно назвать	1	1
709	но эти	1	1
710	как на	9	1
711	в своих	1	1
712	велико что	1	1
713	гораздо более	1	1
714	которая не	1	1
