N	3gram	Vygotskiy__4	Tvorches
1	в том что	31	6
2	по нашему мнению	2	5
3	о том что	3	5
4	с самого начала	1	3
5	том что в	1	2
6	на самом деле	1	2
7	при этом он	1	2
8	и та же	1	2
9	точно так же	3	2
10	в данном случае	2	2
11	не только в	1	2
12	можно сказать что	1	2
13	тем не менее	1	2
14	его содержания как	1	1
15	что иное как	1	1
16	не может не	2	1
17	тем самым как	1	1
18	в глаза и	1	1
19	и того же	5	1
20	чуть ли не	1	1
21	мы никогда не	1	1
22	как один из	1	1
23	он говорит об	1	1
24	равно как и	1	1
25	и приводит к	1	1
26	в настоящее время	2	1
27	то же самое	7	1
28	в том же	1	1
29	те и другие	9	1
30	по отношению к	1	1
31	до сих пор	1	1
32	он приходит к	1	1
33	друга в то	1	1
34	что он не	1	1
35	в отличие от	2	1
36	друг на друга	5	1
37	в первую очередь	4	1
38	перед нами раскрывается	1	1
39	только то что	1	1
40	не могут быть	2	1
41	то что в	1	1
42	они представляют собой	1	1
43	бы то ни	1	1
44	заключает в себе	1	1
45	то и другое	1	1
46	вместе с тем	3	1
47	традиционное представление о	1	1
48	все более и	2	1
49	все это в	1	1
50	и что в	2	1
51	в этой области	2	1
52	то ни было	1	1
53	с одной стороны	9	1
54	в конце концов	1	1
55	представляет собой не	1	1
56	и как бы	1	1
57	как и на	2	1
58	самым как бы	1	1
59	в связи с	3	1
60	в действительной жизни	1	1
61	мы уже говорили	2	1
62	поэтому мы должны	1	1
63	одна и та	1	1
64	имеет место в	1	1
65	процесса в целом	1	1
66	говорили что в	1	1
67	мы узнаем что	1	1
68	только в качестве	1	1
69	имел в виду	1	1
70	заключается в том	14	1
71	в свою очередь	2	1
72	ту же самую	1	1
73	это значит что	2	1
74	более и более	2	1
75	с другой стороны	8	1
76	одного и того	5	1
77	сплошь и рядом	1	1
78	и не имеют	1	1
79	собой не что	1	1
80	важную роль в	1	1
81	не что иное	1	1
82	к тому что	1	1
83	как и в	1	1
84	особое внимание на	1	1
85	и те и	1	1
86	к тому же	1	1
87	в основе этой	1	1
