N	2gram	Bakhtin_Pr_1	Literetu
1	и не	34	22
2	тогда как	1	17
3	в мире	7	16
4	и в	23	16
5	при этом	3	15
6	в этом	25	14
7	не только	13	14
8	но и	11	14
9	в том	11	12
10	может быть	21	12
11	а не	20	12
12	то что	18	12
13	в частности	1	11
14	своего рода	1	10
15	не в	6	10
16	такого рода	1	10
17	е годы	2	9
18	то же	10	9
19	так и	10	9
20	в то	10	9
21	того что	2	9
22	в е	2	8
23	в этой	4	8
24	в жизни	6	8
25	том что	9	8
26	не может	11	8
27	к себе	2	8
28	как бы	28	8
29	в своей	11	7
30	тем самым	1	7
31	же время	7	7
32	только в	8	7
33	себя в	3	7
34	со стороны	2	7
35	точки зрения	21	7
36	я в	1	7
37	еще не	5	6
38	с его	6	6
39	в себе	5	6
40	о том	2	6
41	художественного мышления	2	6
42	и его	13	6
43	в его	24	6
44	и т.п	3	6
45	с другой	2	6
46	к тому	1	6
47	в году	1	5
48	в отличие	2	5
49	отличие от	2	5
50	как в	6	5
51	в целом	4	5
52	то есть	24	5
53	лишь в	3	5
54	это не	10	5
55	как и	8	5
56	что я	1	5
57	в основе	5	5
58	этом отношении	5	5
59	в ее	1	5
60	что он	10	5
61	в качестве	1	5
62	именно в	6	5
63	а именно	1	5
64	вместе с	2	5
65	а в	7	5
66	одним из	8	4
67	но не	8	4
68	по отношению	11	4
69	в рамках	2	4
70	хотя и	1	4
71	входит в	2	4
72	должно быть	1	4
73	место в	1	4
74	однако в	2	4
75	даже в	2	4
76	никогда не	5	4
77	данном случае	2	4
78	в начале	1	4
79	из них	2	4
80	одно из	1	4
81	в одном	9	4
82	как будто	3	4
83	как у	2	4
84	до конца	5	4
85	в данном	2	4
86	по существу	4	4
87	и для	3	4
88	жизни в	1	4
89	отношению к	11	4
90	отношения к	2	3
91	например в	3	3
92	не становится	5	3
93	самом деле	5	3
94	едва ли	1	3
95	той же	6	3
96	с ее	2	3
97	однако не	2	3
98	усматривает в	1	3
99	и как	8	3
100	и наконец	5	3
