N	3gram	Trubetskoy_1	Vladivir
1	в том что	3	10
2	тем не менее	3	9
3	о том что	4	8
4	с точки зрения	6	6
5	вместе с тем	8	6
6	не может быть	1	6
7	более или менее	5	5
8	в конце концов	3	5
9	и в этом	2	5
10	к тому же	4	5
11	точно так же	3	4
12	у него в	1	4
13	в то время	1	4
14	и в смысле	1	3
15	в настоящее время	1	3
16	бы то ни	2	3
17	во всяком случае	6	3
18	с одной стороны	7	3
19	в то же	2	3
20	в отличие от	1	3
21	что и в	1	3
22	что в этом	1	2
23	иметь в виду	1	2
24	из этих трех	1	2
25	при таких условиях	1	2
26	свидетельствует о том	1	2
27	в таком случае	1	2
28	в этом отношении	2	2
29	совершенно так же	1	2
30	и в то	1	2
31	а с другой	5	2
32	так же как	3	2
33	в данном случае	1	2
34	и потому что	2	2
35	мы видели выше	1	2
36	так или иначе	3	2
37	в связи с	3	2
38	еще и потому	1	2
39	с другой стороны	1	2
40	то же время	2	2
41	и вместе с	4	2
42	ничего общего с	2	2
43	что это есть	1	2
44	на то что	2	2
45	то есть о	1	2
46	таким образом если	2	1
47	не может не	1	1
48	несмотря на все	1	1
49	а следовательно и	1	1
50	сказать что в	1	1
51	потому что в	1	1
52	а с тем	1	1
53	в этом последнем	1	1
54	в котором он	1	1
55	о том как	1	1
56	может и не	1	1
57	до сих пор	5	1
58	что все существующее	1	1
59	во время одного	1	1
60	в первую очередь	1	1
61	сих пор не	1	1
62	а так как	3	1
63	только то что	1	1
64	есть истинный бог	1	1
65	с тем что	1	1
66	но когда мы	1	1
67	лишь постольку поскольку	1	1
68	с тех пор	2	1
69	с этой точки	2	1
70	может быть и	2	1
71	в этой области	1	1
72	то ни было	2	1
73	на этот раз	1	1
74	как на нечто	1	1
75	таком случае эта	1	1
76	христианской точки зрения	2	1
77	притом не только	1	1
78	если подойти к	1	1
79	хотя бы с	1	1
80	но вместе с	2	1
81	то что он	2	1
82	что учение о	1	1
83	востока и запада	1	1
84	с тем чтобы	4	1
85	этой точки зрения	2	1
86	не имеет никакого	1	1
87	тем и другим	1	1
88	и только на	1	1
89	но не с	1	1
90	а вместе с	1	1
91	но в конце	1	1
92	что даже в	1	1
93	начинается с того	1	1
94	нет ничего кроме	1	1
95	сказать и о	1	1
96	это и есть	1	1
97	нельзя сказать чтобы	1	1
98	с самого начала	2	1
99	не только не	1	1
100	время одного из	1	1
101	в самом деле	1	1
102	той или иной	2	1
103	и в результате	1	1
104	в том числе	5	1
105	мы видим что	1	1
106	и это православие	1	1
107	не только от	1	1
108	тем что в	1	1
109	для того чтобы	5	1
110	в себе не	1	1
111	точки зрения того	1	1
112	то же самое	2	1
