N	2gram	Tiupa_Narr_2	Narrotol
1	не только	26	32
2	может быть	10	25
3	но и	15	23
4	в качестве	14	21
5	и не	14	20
6	то есть	9	19
7	и в	13	19
8	в том	14	18
9	в этом	13	17
10	в тексте	8	16
11	не в	8	14
12	в частности	11	14
13	том что	13	14
14	состоит в	12	13
15	представляет собой	16	12
16	тогда как	15	12
17	в рамках	6	12
18	своего рода	9	12
19	коммуникативного события	8	12
20	а не	17	12
21	то что	8	11
22	а в	9	11
23	точки зрения	5	10
24	не может	8	10
25	при этом	14	9
26	нарративного дискурса	8	9
27	в мире	4	9
28	так и	9	9
29	в его	6	9
30	со стороны	6	9
31	в себе	8	8
32	и т.п	6	8
33	с другой	5	8
34	не является	4	8
35	героя в	6	8
36	еще не	2	7
37	по отношению	5	7
38	как в	5	7
39	все же	6	7
40	в случае	2	7
41	времени и	4	7
42	как и	4	7
43	к тому	9	7
44	нарративного акта	1	7
45	и т.д	4	7
46	а также	6	7
47	с одной	5	7
48	одной стороны	5	7
49	такого рода	12	7
50	ни для	2	7
51	высказывания в	1	6
52	с его	3	6
53	но не	3	6
54	в той	5	6
55	то в	1	6
56	на протяжении	5	6
57	тем самым	5	6
58	в себя	4	6
59	о том	5	6
60	что он	5	6
61	именно в	2	6
62	как это	4	6
63	отношению к	5	6
64	иначе говоря	7	6
65	но в	6	6
66	нарративного высказывания	3	6
67	между двумя	1	5
68	не все	2	5
69	отличие от	5	5
70	отнюдь не	4	5
71	и как	1	5
72	уже не	4	5
73	в этой	4	5
74	нарративный дискурс	2	5
75	тому же	4	5
76	картины мира	2	5
77	далеко не	5	5
78	события рассказывания	7	5
79	в отличие	5	5
80	в основе	1	5
81	и его	3	5
82	в детстве	2	5
83	к себе	7	5
84	картина мира	8	5
85	к нему	1	5
86	в форме	5	5
87	казалось что	2	5
88	себя в	2	5
89	или иной	3	5
90	мира в	4	5
91	в данном	10	5
92	можно сказать	6	5
93	не предполагает	1	5
94	событийного ряда	1	5
95	данном случае	6	4
96	все те	2	4
97	то же	4	4
98	здесь не	2	4
99	как правило	3	4
100	перед нами	4	4
101	было как	1	4
102	за собой	1	4
103	за границей	2	4
104	или слушателя	1	4
105	матери и	1	4
106	в нем	5	4
107	в принципе	2	4
108	в силу	4	4
109	и с	1	4
110	было бы	2	4
111	и тем	5	4
112	не мог	1	4
113	теперь как	2	4
114	точку зрения	3	4
115	пока еще	3	4
116	жизненной позиции	1	4
117	связи с	1	4
118	той или	3	4
119	имеет место	2	4
120	не столько	5	4
121	те же	2	4
122	о нем	3	4
123	основе своей	1	4
124	же время	3	4
125	вслед за	6	4
126	только в	11	4
127	хотя бы	2	4
128	при всей	4	4
129	у него	6	4
130	детстве и	2	4
131	что не	1	4
132	прежде всего	6	4
133	в рассказе	4	4
134	нарративного текста	2	4
135	если не	2	4
136	событие не	1	4
137	в церкви	2	4
138	как бы	6	4
139	да и	3	4
140	читателя или	1	4
141	же в	4	4
142	одной из	1	4
143	героя и	2	4
144	сказать что	3	4
145	это и	1	3
146	о приезде	1	3
147	же как	2	3
148	фазы преображения	1	3
149	и он	2	3
150	в ней	2	3
151	может не	1	3
152	еще одна	1	3
153	в ее	4	3
154	что они	3	3
155	как говорит	1	3
156	хотя и	5	3
157	когда он	1	3
158	преосвященного петра	2	3
159	событийной цепи	4	3
160	что это	4	3
161	из этих	2	3
162	о матери	1	3
163	низких потолков	1	3
164	он не	5	3
165	без чего	1	3
166	надежда на	1	3
167	в коммуникативном	3	3
168	не будет	2	3
169	особенно в	1	3
170	ни в	1	3
171	все было	1	3
172	живет теперь	2	3
173	интриги в	3	3
174	обратимся к	1	3
175	тем не	5	3
176	бытия в	2	3
177	не менее	4	3
178	коммуникативное событие	6	3
179	в то	5	3
180	тем что	1	3
181	одна из	3	3
182	на него	5	3
183	никогда не	6	3
184	на себя	1	3
185	а до	1	3
186	по своей	3	3
187	этом отношении	3	3
188	художественной литературы	1	3
189	как будет	1	3
190	как мы	1	3
191	с ее	1	3
192	сводится к	9	3
193	и самого	1	3
194	и племянницы	1	3
195	на том	3	3
196	не с	1	3
197	о ней	3	3
198	столь же	2	3
199	как было	2	3
200	в конечном	3	3
201	восходит к	2	3
202	будто он	1	3
203	между тем	3	3
204	а именно	1	3
205	текста на	1	3
206	один из	3	3
207	по мысли	5	3
208	в архиерее	2	3
209	но о	1	3
210	построения интриги	1	3
211	в прошлом	1	3
212	не о	1	3
213	присутствия в	2	3
214	и даже	3	3
215	даже не	1	3
216	или иначе	2	3
217	не обязательно	2	3
218	в свою	2	3
219	а с	2	3
220	повествуемого мира	4	3
221	эта фаза	1	3
222	повествовательного текста	1	3
223	истории в	4	3
224	на будущее	1	3
225	как будто	1	3
226	не существует	1	3
227	в повествуемом	1	3
228	что в	4	3
229	будто бы	1	3
230	жизни в	6	3
231	а во	2	3
232	нарратологического анализа	2	3
233	жизни и	4	3
234	сын человеческий	2	2
235	отношения к	1	2
236	одним из	1	2
237	например в	1	2
238	таком случае	1	2
239	и потому	1	2
240	самом деле	3	2
241	в чужой	2	2
242	здесь и	1	2
243	к другому	2	2
244	должна быть	2	2
245	она определяется	1	2
246	родился монахом	1	2
247	все верили	1	2
248	мы имеем	3	2
249	современной нарратологии	2	2
250	матери с	1	2
251	дешевых ставен	1	2
252	говорить о	2	2
253	ему в	2	2
254	в будущем	2	2
255	жалких дешевых	1	2
256	между собой	3	2
257	он сам	2	2
258	иное как	1	2
259	время в	1	2
260	события в	1	2
261	в юности	1	2
262	каких пор	1	2
263	в отвлечении	1	2
264	отношение к	1	2
265	рассказанного события	1	2
266	все благополучно	1	2
267	вследствие чего	1	2
268	первый взгляд	1	2
269	другой день	1	2
270	что именно	1	2
271	каменных плит	1	2
272	как к	3	2
273	в своем	6	2
274	что касается	1	2
275	пор одному	1	2
276	адресата в	1	2
277	не являются	2	2
278	более или	1	2
279	матерью и	1	2
280	всего лишь	6	2
281	точкой зрения	1	2
282	участок текста	1	2
283	так или	1	2
284	все эти	3	2
285	бы не	1	2
286	всей своей	2	2
287	в известном	3	2
288	центрального персонажа	2	2
289	роль в	2	2
290	всей его	1	2
291	нарративной истории	4	2
292	жизнью и	2	2
293	детях о	1	2
294	например как	1	2
295	глядела на	2	2
296	том свете	2	2
297	эпизодов в	1	2
298	и племянницей	1	2
299	за рамки	1	2
300	будет продолжаться	1	2
301	подобно тому	2	2
302	постольку поскольку	1	2
303	это позиция	1	2
304	прямо родился	1	2
305	и ей	1	2
306	от эпизода	2	2
307	матери или	1	2
308	потолков и	1	2
309	зрения на	2	2
310	рассказываемой истории	1	2
311	того или	3	2
312	это не	3	2
313	в молчание	1	2
314	персонажа и	2	2
315	истории и	1	2
316	уходом из	1	2
317	в самую	2	2
318	несмотря на	2	2
319	приезде матери	1	2
320	жизни но	1	2
321	чеховский рассказ	1	2
322	к эпизоду	2	2
323	прошлом году	1	2
324	на первый	1	2
325	или менее	1	2
326	первого евангелия	1	2
327	и сейчас	1	2
328	год а	1	2
329	в диегетическом	2	2
330	с точки	2	2
331	в алтаре	1	2
332	при всех	1	2
333	в памяти	2	2
334	рамках этой	1	2
335	от героя	1	2
336	я героя	1	2
337	однако в	2	2
338	юности что	1	2
339	было весело	1	2
340	вплоть до	1	2
341	она не	1	2
342	в обоих	2	2
343	события как	1	2
344	повествователя и	1	2
345	чтобы стать	1	2
346	что иное	1	2
347	в структуре	1	2
348	не могло	2	2
349	себе самом	2	2
350	не имеет	2	2
351	ничего не	6	2
352	и соответственно	1	2
353	до каких	1	2
354	имеем дело	2	2
355	году как	1	2
356	как раз	3	2
357	и после	1	2
358	и судии	2	2
359	без исключения	1	2
360	личности в	2	2
361	будет по	1	2
362	которая живет	1	2
363	дискурса в	2	2
364	выговорить ни	1	2
365	следует признать	4	2
366	рецептивную компетенцию	1	2
367	то они	1	2
368	оно не	2	2
369	эпизода к	2	2
370	более не	1	2
371	то она	1	2
372	смерть героя	2	2
373	на другой	1	2
374	языка и	1	2
375	по сути	1	2
376	в организации	1	2
377	приводит к	1	2
378	на свой	2	2
379	читателя в	4	2
380	и когда	3	2
381	что у	2	2
382	можно было	2	2
383	другом и	1	2
384	или в	1	2
385	было в	1	2
386	из модификаций	1	2
387	во второй	2	2
388	всей вероятности	1	2
389	быть может	2	2
390	события смерти	1	2
391	о своей	1	2
392	со словами	1	2
393	его жизни	2	2
394	сюжета от	1	2
395	первого эпизода	1	2
396	времени в	1	2
397	референтное событие	1	2
398	событии рассказывания	3	2
399	художественных текстах	1	2
400	том или	1	2
401	он прямо	1	2
402	высказываний как	1	2
403	свободен теперь	1	2
404	что были	1	2
405	очевидным образом	2	2
406	во всей	1	2
407	наррация не	1	2
408	дискурс в	2	2
409	не сводится	7	2
410	всеми кроме	1	2
411	в литературе	4	2
412	летние утра	1	2
413	известном смысле	3	2
414	субъекта и	1	2
415	благополучно точно	1	2
416	долго жить	1	2
417	дело с	2	2
418	может оказаться	2	2
419	рассказывания в	4	2
420	являет собой	1	2
421	он уже	1	2
422	петра а	1	2
423	вероятности и	1	2
424	есть в	1	2
425	были тогда	1	2
426	чеховского нарратива	1	2
427	каждый из	1	2
428	начинала рассказывать	1	2
429	героя с	1	2
430	по выражению	1	2
431	конечном счете	3	2
432	одно из	2	2
433	для него	4	2
434	или даже	3	2
435	представлялось ему	1	2
436	начала жизни	1	2
437	не случайно	2	2
438	одному богу	1	2
439	или ином	1	2
440	как коммуникативное	1	2
441	весело все	1	2
442	представляют собой	2	2
443	богу известно	1	2
444	в последние	1	2
445	как птица	1	2
446	же будут	1	2
447	повествуемом мире	1	2
448	к которому	2	2
449	по всей	1	2
450	люди что	1	2
451	нового времени	2	2
452	циклического времени	1	2
453	говорит о	2	2
454	выступает в	1	2
455	ей не	1	2
456	не на	1	2
457	зависит от	2	2
458	его как	1	2
459	наконец в	1	2
460	будут каждый	1	2
461	о чем	2	2
462	событие смерти	1	2
463	из многочисленных	1	2
464	не всегда	1	2
465	нарративной дискурсии	1	2
466	главного героя	2	2
467	умирание героя	1	2
468	текста в	1	2
469	сути дела	1	2
470	кроме матери	1	2
471	как кажется	1	2
472	аспект нарративного	2	2
473	в нарративном	2	2
474	наряду с	1	2
475	о внуках	1	2
476	тому как	2	2
477	даже вовсе	1	2
478	с точкой	1	2
479	исходя из	1	2
480	жизненную позицию	1	2
481	события а	1	2
482	что мы	1	2
483	каким он	1	2
484	о детях	1	2
485	в культуре	2	2
486	в аспекте	3	2
487	же люди	1	2
488	и для	3	2
489	материнского начала	1	2
490	краткий эпизод	1	2
491	для автора	2	2
492	в связи	1	2
493	было ясно	2	2
494	у нее	4	2
495	событийность излагаемых	1	2
496	в результате	2	2
497	мира и	3	2
498	каждый год	1	2
499	в двух	1	2
500	совершенно иной	1	2
501	отвлечении от	1	2
502	и все	4	2
503	тем более	2	2
504	тогда в	1	2
505	прошлого и	1	2
506	которым можно	1	2
507	хотя в	1	2
508	все то	2	2
509	не от	1	2
510	оказывается всего	1	2
511	своей матери	1	2
512	и представляет	3	2
513	это все	1	2
514	между ними	1	2
515	картину мира	2	2
516	одного сознания	1	2
517	они все	2	2
518	эпизодов не	1	2
519	жизни а	1	2
520	или иного	3	2
521	не что	1	2
522	себе не	1	2
523	в какой	4	2
524	приказал долго	1	2
525	для кумулятивной	1	2
526	так же	2	2
527	в таком	3	2
528	точно так	2	2
529	этой точки	1	2
530	они не	2	2
531	будем вспоминать	1	1
532	к схематизму	1	1
533	вчитаемся день	1	1
534	по обыкновению	1	1
535	их между	1	1
536	фактов крайне	1	1
537	чем было	1	1
538	прослеживать историю	1	1
539	из церкви	1	1
540	странности нарративной	1	1
541	также и	1	1
542	как нулевая	1	1
543	к их	1	1
544	его матери	1	1
545	продуктом жестом	1	1
546	экспликация по-видимому	1	1
547	времени составляющая	1	1
548	и свидетельствующая	1	1
549	значимости волнующая	1	1
550	того же	1	1
551	было ушло	1	1
552	дядечка и	1	1
553	его одиночеством	1	1
554	дорогих колоколов	1	1
555	стороны дольняя	1	1
556	на самом	2	1
557	он может	2	1
558	епархиального архиерея	1	1
559	слова эта	1	1
560	думал о	1	1
561	далее и	1	1
562	забвении вместо	1	1
563	развитии сюжета	1	1
564	чего не	1	1
565	от самого	1	1
566	стремится в	1	1
567	отношения между	2	1
568	рамках лиминальной	1	1
569	от нормы	2	1
570	без воскресения	1	1
571	который стоял	1	1
572	и уподобляется	1	1
573	это вынуждает	1	1
574	видеть в	1	1
575	едва ли	3	1
576	был длинный	1	1
577	темно кругом	1	1
578	с таким	2	1
579	архиерея за	1	1
580	намек на	1	1
581	устремление остро	1	1
582	сохраняет этот	1	1
583	по его	2	1
584	нарратора и	3	1
585	следует краткий	1	1
586	из персонажей	1	1
587	в гостиной	1	1
588	полноте цельный	1	1
589	рода механизмом	1	1
590	есть не	1	1
591	интриги? или	1	1
592	городом верх	1	1
593	им самим	1	1
594	с детской	1	1
595	изображенного времени	1	1
596	самом всеми	1	1
597	эксплицировано в	1	1
598	отменяет инстанцию	1	1
599	длится подобно	1	1
600	рассказа напротив	1	1
601	рассказывать о	1	1
602	схематизму действие	1	1
603	общего инварианта	1	1
604	забыл об	1	1
605	несут в	1	1
606	от первой	1	1
607	нами одно	1	1
608	себя больше	1	1
609	образом восходит	1	1
610	христианской культуры	1	1
611	ряд не	1	1
612	последнем мы	1	1
613	мир не	1	1
614	погребении в	1	1
615	говоря и	1	1
616	утра его	1	1
617	сведена к	1	1
618	в чеховском	2	1
619	лет дней	1	1
620	героя но	1	1
621	умирание наступает	1	1
622	задуматься о	1	1
623	только благодаря	1	1
624	часов с	1	1
625	днях жизни	1	1
626	всех без	1	1
627	точно во	1	1
628	но она	1	1
629	терминологией а	1	1
630	очерчивания эпизодов	1	1
631	к вечности	1	1
632	бы желая	1	1
633	не вглядеться	1	1
634	нет достаточных	1	1
635	весьма превратно	1	1
636	о возможности	1	1
637	убеждения мнения	1	1
638	связывания их	1	1
639	его детства	1	1
640	которое не	2	1
641	и верха	1	1
642	ему так	1	1
643	прошлому то	1	1
644	в некотором	1	1
645	мы и	1	1
646	мира анарративный	1	1
647	в целом	3	1
648	преображения героя	1	1
649	ракурсе зубчатой	1	1
650	не сразу	1	1
651	без опоры	1	1
652	ракурсы нарратора	1	1
653	дискурсами что	1	1
654	о роли	1	1
655	здешней жизни	1	1
656	городишки сохраняется	1	1
657	для окружающих	2	1
658	пребывания в	3	1
659	специальном сюжетологическом	1	1
660	события здесь	1	1
661	к своему	2	1
662	прошлом о	1	1
663	весенними проснувшимися	1	1
664	на другом	1	1
665	и давит	1	1
666	себе подобный	1	1
667	двух или	2	1
668	сказано далее	1	1
669	мир произведения	1	1
670	недолжное существование	1	1
671	проявляет себя	1	1
672	а еще	1	1
673	мигая глядела	1	1
674	своем составе	1	1
675	воскресению христа	1	1
676	и бездонного	1	1
677	другое противоположное	1	1
678	к ее	1	1
679	жизненным опытом	1	1
680	о любви	2	1
681	повествовательной традицией	1	1
682	к месту	1	1
683	в чем	2	1
684	во всех	1	1
685	пониманию хотя	1	1
686	не смерти	1	1
687	он неявным	1	1
688	прозу чехова	1	1
689	бы она	1	1
690	или нарастания	1	1
691	по своему	2	1
692	без которого	1	1
693	в столь	1	1
694	окружающих образом	1	1
695	ее принадлежности	1	1
696	волнующая надежда	1	1
697	потом наступила	1	1
698	иметь в	1	1
699	могло быть	1	1
700	видит в	2	1
701	мы будем	1	1
702	событии текста	1	1
703	персонажами но	1	1
704	не входит	1	1
705	свою жизнь	1	1
706	культуры распятию	1	1
707	одного персонажа	1	1
708	с совершенно	1	1
709	человеческих отношений	1	1
710	той жизни	1	1
711	сидел в	1	1
712	начальным единением	1	1
713	дискурса и	1	1
714	дядю преосвященного	1	1
715	повествуемой истории	1	1
716	праздничнее и	1	1
717	быть сведена	1	1
718	пуанту и	1	1
719	в едином	1	1
720	событие рассказывания	2	1
721	преобразившего ритуал	1	1
722	в настоящем	2	1
723	определяется не	1	1
724	общий знаменатель	1	1
725	статуса героя	1	1
726	лишена неожиданности	1	1
727	в кольцо	1	1
728	не верили	1	1
729	и читатель	2	1
730	не мигая	1	1
731	читателя формой	1	1
732	мере в	2	1
733	выстраиваются как	1	1
734	истолкована весьма	1	1
735	намеченной цели	1	1
736	данный момент	1	1
737	повествовательного рисунка	1	1
738	которого движется	1	1
739	героя окружающими	1	1
740	похоже было	1	1
741	ноги низ	1	1
742	становится символическим	1	1
743	человеческого бытия	1	1
744	внутри себя	1	1
745	того не	1	1
746	новое настоящее	1	1
747	не сливаются	1	1
748	о жизни	4	1
749	завершающий фрагмент	1	1
750	жизни? к	1	1
751	логикой рассказа	1	1
752	кто не	1	1
753	в цепь	1	1
754	должна обратиться	1	1
755	оказывается атрибутом	1	1
756	его смерти	1	1
757	собственно и	2	1
758	достигает фазы	1	1
759	сознания в	1	1
760	могли бы	2	1
761	я лично	1	1
762	и наконец	1	1
763	звеньев если	1	1
764	зримое присутствие	1	1
765	реализма толстого	1	1
766	которому ведома	1	1
767	заключительной главы	1	1
768	и к	6	1
769	с посмертным	1	1
770	пережил их	1	1
771	своего дядю	1	1
772	в действительности	1	1
773	присутствия преобразившегося	1	1
774	к нарративному	1	1
775	схематизму повествования	1	1
776	другой безлюдные	1	1
777	улыбкой стало	1	1
778	вместо славы	1	1
779	в герое	4	1
780	стеной еще	1	1
781	обособления текстуально	1	1
782	временности и	1	1
783	лично в	1	1
784	инварианта белые	1	1
785	первого ни	1	1
786	креативного и	1	1
787	лиминальный евангельский	1	1
788	конструкцией а	1	1
789	и предполагающем	1	1
790	долго-долго проходила	1	1
791	в самом	2	1
792	томительность ожидания	1	1
793	шире и	1	1
794	знаменательно что	1	1
795	с собачкой	10	1
796	даже если	1	1
797	оставляет место	1	1
798	альтернативным ей	1	1
799	этих пространств	1	1
800	участвуем как	1	1
801	но по	1	1
802	должен не	1	1
803	следует понимать	1	1
804	дольняя временность	1	1
805	промежуточные микрособытия	1	1
806	таковых рассмотреть	1	1
807	преосвященного как	1	1
808	событийность и	1	1
809	между настоящим	1	1
810	богаче чем	1	1
811	распятию и	1	1
812	наличии у	1	1
813	марии тимофеевны	1	1
814	теперь начинает	1	1
815	рассказ о	1	1
816	излагаемых повествователем	1	1
817	отсутствует даже	1	1
818	березы и	1	1
819	ее продуктом	1	1
820	затем следует	1	1
821	дольнего мира	1	1
822	другой горняя	1	1
823	когда прошлое	1	1
824	собой некий	2	1
825	будто и	1	1
826	и событие	1	1
827	событийный статус	2	1
828	из его	1	1
829	далеко и	1	1
830	существование какое	1	1
831	алтаре было	1	1
832	претендует на	1	1
833	ибо истинное	1	1
834	так сказать	3	1
835	инстанцией первого	1	1
836	этим создается	1	1
837	собой интрига	1	1
838	имплицитного адресата	1	1
839	дословная передача	1	1
840	манифестаций этого	1	1
841	дискурсивно артикулирующую	1	1
842	и пережил	1	1
843	весело светилось	1	1
844	однако фокализация	1	1
845	о преосвященном	1	1
846	жизни героя	1	1
847	больше дьяконицей	1	1
848	символическим содержанием	1	1
849	он размышлял	1	1
850	предсмертного видения	1	1
851	этом своем	1	1
852	некоторые коммуникативно	1	1
853	к закрепленным	1	1
854	сейчас и	1	1
855	необходимого роста	1	1
856	раз когда	1	1
857	мотивирована сознанием	1	1
858	тени тянущееся	1	1
859	оппозицией низа	1	1
860	из тончайших	1	1
861	поведение в	1	1
862	звон дорогих	1	1
863	концом в	1	1
864	читатель вместе	1	1
865	карнавальную пару	1	1
866	нарративике хх	1	1
867	начальным словам	1	1
868	пересечение семантической	1	1
869	самого нарратора	2	1
870	другая странность	1	1
871	внутренней речи	3	1
872	заграницей здесь	1	1
873	глухого уездного	1	1
874	решающим звеном	1	1
875	к пуанту	1	1
876	уже говорилось	4	1
877	у читателя	1	1
878	эпизоду в	1	1
879	факт который	1	1
880	новое и	1	1
881	ведь ему	1	1
882	которому нынешнее	1	1
883	адресата высказывания	1	1
884	себе момент	1	1
885	явную антитезу	1	1
886	нарративном дискурсе	1	1
887	отчужденно как	1	1
888	очевидным что	1	1
889	в плане	1	1
890	наделяя его	1	1
891	говорилось выше	3	1
