N	3gram	Vinokur_Ku_3	DiskursI
1	в отличие от	2	12
2	в данном случае	4	6
3	в том что	8	6
4	то же время	1	5
5	по отношению к	2	4
6	в то же	1	4
7	с одной стороны	4	4
8	так и в	3	3
9	не может быть	3	3
10	о том что	3	3
11	той или иной	5	3
12	и того же	2	2
13	в этом случае	4	2
14	что же касается	1	2
15	с точки зрения	16	2
16	и не может	1	2
17	в первую очередь	3	2
18	на мой взгляд	3	2
19	не более чем	1	2
20	по природе своей	1	2
21	в свое время	2	2
22	это еще не	1	2
23	и прежде всего	1	2
24	одного и того	2	2
25	в другом месте	1	1
26	но тут же	1	1
27	в рамках данного	1	1
28	в той или	2	1
29	прежде всего следует	3	1
30	потому что в	2	1
31	прежде всего в	1	1
32	в самом деле	11	1
33	она сама в	1	1
34	не должно быть	1	1
35	но в той	1	1
36	того или иного	3	1
37	друг от друга	1	1
38	с другой стороны	3	1
39	одних и тех	1	1
40	и в то	1	1
41	можно говорить о	3	1
42	бы то ни	1	1
43	только то что	2	1
44	тому как в	1	1
45	но для этого	1	1
46	не последнюю роль	1	1
47	в той мере	1	1
48	а с другой	3	1
49	и тех же	1	1
50	может не иметь	1	1
51	говоря уже о	2	1
52	не столько в	1	1
53	не могут быть	2	1
54	а не как	1	1
55	не в том	2	1
56	во всяком случае	1	1
57	мере в какой	1	1
58	и той же	1	1
59	в иных случаях	1	1
60	в одном из	1	1
61	тем самым оно	1	1
62	это отнюдь не	1	1
63	но в этом	1	1
64	в конечном счете	1	1
65	двух точек зрения	1	1
66	именно поэтому и	1	1
67	что на деле	1	1
68	в том числе	2	1
69	одной и той	1	1
70	той мере в	1	1
71	тем не менее	9	1
72	но также и	1	1
73	по крайней мере	1	1
74	не говоря уже	2	1
