N	2gram	Trubetskoy_1	Myshleni
1	в том	11	33
2	том что	7	27
3	точки зрения	13	26
4	то что	7	20
5	в этом	15	19
6	с точки	6	18
7	того что	3	17
8	не только	10	15
9	и в	26	15
10	таким образом	22	14
11	что в	9	14
12	того чтобы	5	12
13	и т.д	6	12
14	что он	4	12
15	в самом	4	11
16	в процессе	2	11
17	мы не	1	10
18	было бы	1	10
19	для того	5	10
20	но и	9	10
21	мы можем	2	10
22	в сущности	1	9
23	в своем	3	9
24	о том	6	9
25	связи с	9	9
26	может быть	10	9
27	что мы	2	9
28	не может	4	9
29	не является	1	9
30	заключается в	1	8
31	не в	2	8
32	никогда не	5	8
33	казалось бы	1	8
34	так и	6	8
35	если бы	3	8
36	и что	4	8
37	он не	4	7
38	по себе	1	7
39	к тому	6	7
40	тот же	2	7
41	с одной	7	7
42	потому что	7	7
43	мы знаем	1	7
44	одной стороны	7	7
45	как бы	12	7
46	и не	8	7
47	во всяком	6	7
48	как известно	1	6
49	самом деле	1	6
50	мы уже	1	6
51	в учении	1	6
52	по отношению	1	6
53	в этой	4	6
54	мы должны	6	6
55	и к	5	6
56	что это	3	6
57	на то	2	6
58	как и	1	6
59	мы видели	2	6
60	всяком случае	6	6
61	в отношении	6	6
62	в виду	2	6
63	но в	7	6
64	по своей	2	6
65	с другой	8	6
66	к которому	2	6
67	на этот	4	6
68	там где	1	6
69	вместе с	15	6
70	в связи	3	6
71	сказать что	2	6
72	смысле слова	1	5
73	то же	4	5
74	видели что	1	5
75	уже в	2	5
76	приводит к	2	5
77	это не	1	5
78	что с	1	5
79	тогда когда	2	5
80	во всей	1	5
81	и даже	3	5
82	связь между	1	5
83	этот вопрос	1	5
84	и их	1	5
85	друг друга	1	5
86	представление о	6	5
87	с помощью	1	5
88	сравнению с	2	5
89	по существу	2	5
90	отношению к	3	5
91	все что	2	5
92	по сравнению	2	5
93	связана с	2	4
94	хотя бы	3	4
95	что его	1	4
96	с его	2	4
97	из этих	10	4
98	как в	1	4
99	все же	6	4
100	могли бы	1	4
101	в которой	3	4
102	что все	4	4
103	в них	2	4
104	к которым	2	4
105	несмотря на	6	4
106	в эту	2	4
107	в своей	1	4
108	является для	1	4
109	с развитием	1	4
110	признать что	2	4
111	к этому	3	4
112	их в	1	4
113	даже в	1	4
114	не имеет	5	4
115	того как	1	4
116	и его	1	4
117	что оно	4	4
118	само понятие	1	4
119	и с	10	4
120	в пользу	2	4
121	мы видим	1	4
122	так как	9	4
123	только в	4	4
124	в качестве	3	4
125	для всех	2	4
126	в начале	2	4
127	при помощи	1	4
128	как раз	1	4
129	а с	7	4
130	прежде всего	2	4
131	так же	5	4
132	все это	6	4
133	поэтому что	2	4
134	а в	4	4
135	человека и	1	3
136	идет о	1	3
137	и до	1	3
138	мы имеем	2	3
139	рассматривается как	1	3
140	и ее	1	3
141	он сам	1	3
142	в общем	8	3
143	должны были	1	3
144	что они	1	3
145	что именно	2	3
146	с этим	1	3
147	смысле этого	1	3
148	когда он	3	3
149	бы и	1	3
150	он в	2	3
151	все эти	6	3
152	как совершенно	1	3
153	что она	1	3
154	при этом	3	3
155	состоит в	2	3
156	и по	4	3
157	те же	2	3
158	лишь в	5	3
159	с другими	4	3
160	о которых	1	3
161	во время	4	3
162	таким же	1	3
163	в которых	4	3
164	но эта	1	3
165	при рассмотрении	1	3
166	для этого	2	3
167	из которых	4	3
168	в самой	2	3
169	уже говорили	1	3
170	этом отношении	2	3
171	числе и	4	3
172	для себя	1	3
173	и это	2	3
174	данном случае	1	3
175	которое мы	1	3
176	с собой	1	3
177	из двух	1	3
178	с ним	1	3
179	ничего не	1	3
180	к установлению	1	3
181	и только	4	3
182	не надо	1	3
183	тем более	1	3
184	значение в	1	3
185	одной из	5	3
186	но не	8	3
187	рассматриваться как	1	3
188	вернуться к	1	3
189	из них	7	3
190	для него	3	3
191	на двух	1	3
192	отличие от	1	3
193	в отличие	1	3
194	только что	2	3
195	ничем не	4	3
196	а не	5	3
197	и особенно	2	3
198	в данном	1	3
199	этого слова	1	3
200	только для	2	3
201	о мире	1	3
202	которых он	1	3
203	не существует	1	3
204	в результате	3	3
205	гораздо менее	2	3
206	и все	2	3
207	лежит в	1	3
208	бы с	1	3
209	того же	6	3
210	к этой	1	3
211	не можем	1	3
212	том числе	5	3
213	они не	1	3
214	речь идет	1	2
215	же как	3	2
216	или к	1	2
217	и есть	1	2
218	в котором	4	2
219	все те	1	2
220	есть известный	1	2
221	той же	1	2
222	из всех	3	2
223	он как	1	2
224	в их	1	2
225	во всех	2	2
226	только тогда	1	2
227	в течение	4	2
228	общего с	2	2
229	каждая из	3	2
230	целый ряд	4	2
231	и как	3	2
232	его к	1	2
233	более или	5	2
234	есть ли	1	2
235	от этого	1	2
236	за собой	3	2
237	к чему	1	2
238	представляет собой	3	2
239	с их	1	2
240	как основной	1	2
241	в себе	6	2
242	роли в	1	2
243	не следует	1	2
244	он должен	1	2
245	в силу	5	2
246	и более	1	2
247	друг с	5	2
248	другой вид	1	2
249	на все	2	2
250	на этой	1	2
251	в ином	1	2
252	ни в	1	2
253	должно быть	1	2
254	и тогда	4	2
255	или менее	5	2
256	в этих	4	2
257	но если	2	2
258	том же	1	2
259	в такой	1	2
260	прийти к	1	2
261	того типа	1	2
262	когда их	1	2
263	не могло	2	2
264	больше чем	2	2
265	под этим	1	2
266	учения о	1	2
267	из чистого	1	2
268	не потому	2	2
269	с другом	5	2
270	не могут	2	2
271	могут быть	1	2
272	но все	7	2
273	в других	3	2
274	как только	1	2
275	же самое	2	2
276	его с	1	2
277	той или	2	2
278	указывает на	1	2
279	с ее	1	2
280	без всякого	1	2
281	как по	1	2
282	в себя	1	2
283	живет в	1	2
284	можно сказать	3	2
285	а также	2	2
286	с целью	2	2
287	в его	5	2
288	что и	6	2
289	жизни он	1	2
290	что здесь	1	2
291	как нечто	1	2
292	и других	1	2
293	ибо он	1	2
294	на одном	1	2
295	в одном	3	2
296	у него	1	2
297	случае не	3	2
298	заметить что	1	2
299	тем что	1	2
300	или иной	2	2
301	и из	2	2
302	именно в	2	2
303	с ней	3	2
304	и самый	1	2
305	на эту	1	2
306	когда она	1	2
307	нет никаких	1	2
308	связь с	2	2
309	чем в	1	2
310	это есть	1	2
311	с этой	3	2
312	на которой	1	2
313	но для	1	2
314	но с	3	2
315	и для	5	2
316	мира и	1	2
317	так называемых	1	2
318	не представляет	1	2
319	у них	3	2
320	знаем о	1	2
321	к его	2	2
322	и другой	2	2
323	тенденции к	2	2
324	себе связь	1	1
325	и волю	1	1
326	себя как	1	1
327	от этой	1	1
328	этого в	1	1
329	в сфере	1	1
330	силы и	2	1
331	недоступной для	1	1
332	что эти	3	1
333	причиной и	1	1
334	и этот	1	1
335	есть не	1	1
336	не встречает	1	1
337	силу этой	1	1
338	ни у	2	1
339	и о	3	1
340	свойства этого	1	1
341	с самых	2	1
342	что уже	1	1
343	совершенно так	1	1
344	так чтобы	2	1
345	которого мы	1	1
346	этот факт	2	1
347	но даже	1	1
348	личности с	1	1
349	очень давно	1	1
350	же что	1	1
351	так называемые	3	1
352	в ней	1	1
353	дальнейшее развитие	1	1
354	и на	2	1
355	между собой	1	1
356	здесь не	1	1
357	когда же	2	1
358	бы то	2	1
359	в чем	1	1
360	а после	3	1
361	которого вся	1	1
362	в духовном	1	1
363	в ее	1	1
364	друг к	1	1
365	друг на	2	1
366	силу этого	1	1
367	а и	1	1
368	оно является	2	1
369	общего правила	1	1
370	когда тот	1	1
371	это и	1	1
372	один и	1	1
373	но тем	1	1
374	зрения а	1	1
375	в той	1	1
376	одном из	1	1
377	в постоянном	1	1
378	так называемая	1	1
379	для создания	1	1
380	желаний и	1	1
