N	2gram	Vygotskiy__2	KulturaY
1	и т	10	54
2	т п	8	41
3	и в	32	23
4	точки зрения	17	23
5	в том	37	22
6	не только	12	17
7	в этом	13	16
8	было бы	11	16
9	с точки	10	16
10	самом деле	16	14
11	может быть	18	14
12	в области	1	14
13	в самом	12	13
14	что в	20	13
15	не менее	8	12
16	потому что	21	12
17	для того	13	12
18	том что	21	11
19	того чтобы	14	11
20	можно было	7	11
21	в его	2	11
22	того что	8	11
23	а не	7	11
24	и не	10	10
25	еще не	2	9
26	таким образом	21	9
27	тем не	4	9
28	хотя бы	3	9
29	так как	12	9
30	прежде всего	1	9
31	т д	2	8
32	зависимости от	1	8
33	если бы	6	8
34	в виду	3	8
35	уже не	1	8
36	до сих	5	8
37	сих пор	5	8
38	как на	5	8
39	как это	4	7
40	в зависимости	1	7
41	все эти	7	7
42	в нашем	1	7
43	должно быть	1	7
44	того как	4	7
45	если мы	12	7
46	те же	6	7
47	и что	22	7
48	с другой	3	7
49	в языке	4	7
50	в данном	4	7
51	сказать что	7	7
52	то же	13	6
53	в общем	3	6
54	с помощью	1	6
55	в силу	1	6
56	только в	7	6
57	так и	3	6
58	при этом	13	6
59	и тем	4	6
60	с тем	11	6
61	в их	3	6
62	ничего не	4	6
63	связи с	1	6
64	не может	17	6
65	могут быть	4	6
66	по себе	12	6
67	о том	6	6
68	после того	2	6
69	что и	17	6
70	тот же	6	6
71	что он	13	6
72	для этого	3	6
73	также и	2	5
74	в первом	1	5
75	как мы	1	5
76	в чем	4	5
77	независимо от	1	5
78	все же	4	5
79	из этих	1	5
80	как бы	6	5
81	что она	16	5
82	как и	10	5
83	не значит	2	5
84	не в	8	5
85	вовсе не	2	5
86	во внимание	2	5
87	от того	4	5
88	не могут	3	5
89	и должно	1	5
90	при чем	2	5
91	в поэзии	3	5
92	тем что	9	5
93	далеко не	5	5
94	на которых	2	5
95	в связи	1	5
96	что же	3	5
97	тем более	2	5
98	но это	2	5
99	а в	4	5
100	совершенно не	4	5
101	того же	2	4
102	в сущности	7	4
103	для нашей	1	4
104	столь же	4	4
105	точка зрения	2	4
106	как в	9	4
107	только тогда	1	4
108	целый ряд	6	4
109	в целом	4	4
110	том случае	4	4
111	ясно что	7	4
112	этого слова	1	4
113	убедиться что	2	4
114	в своей	3	4
115	не столько	1	4
116	которые в	4	4
117	том чтобы	3	4
118	же мы	3	4
119	тому что	4	4
